"","ar_en_GOOGLE","VerConf"
"1573","Emphasizing that the development and maintenance of fair and effective criminal justice systems should be a fundamental pillar of any strategy to combat terrorism and transnational organized crime,",1
"1574","âThe Security Council stresses that all civilians affected by armed conflict, including those who suffer losses as a result of lawful acts under international law, deserve assistance and recognition in relation to their inherent dignity as human beings.",1
"1575","Note that the Criminal Code and the Code of Criminal Procedure in Sudan do not include substantive and procedural provisions that can be applied to the specific situation of crimes committed during armed conflict.",1
"1576","However, the situation remains a source of concern, given the long border that separates our two countries, over which control is difficult to exercise.",1
"1577","In addition, an international obligation shall be deemed to have been fulfilled whenever the responsible State agrees, after concluding a peace treaty, to pay war reparations or penalties to the other State or States for damage to nationals of the adversary, regardless of whether the payment was actually made at any time. time.",0
"1578","The Financial Action Task Force&#39;s 2008 report on patterns of money laundering and terrorist financing through the real estate sector indicates the possibility of terrorist financing schemes related to the real estate sector.",1
"1579","Strongly condemns all violations of applicable international law committed against women and girls in armed conflict and post-conflict situations, calls on all parties to conflicts to immediately halt such acts, and stresses the responsibility of all States to end impunity and prosecute those responsible for all forms of violence committed against women and girls in armed conflict, including rape and other forms of sexual violence;",1
"1580",":: March 14, 2005, a counter-demonstration led by Christians and Sunnis demanding the withdrawal of Syrian forces and the arrest of the heads of the security and intelligence services.",1
"1581","Report of the Secretary-General on the situation in Somalia (S/2005/392).",0
"1582","A quarrel ensued, leading to the police being called to the scene and tear gas being fired.",0
"1583","Tangible loss claim adjusted for failure to repair/replace, without explanation.",0
"1584","I regret this disappointing outcome, which stands in stark contrast to the strong political will and commitment demonstrated by Member States to provide military capabilities in combating piracy.",1
"1585","Scheduled for Thursday, October 29, 2009, at 17:22",0
"1586","“The Security Council remains deeply concerned about the security situation in the Central African Republic.",1
"1587","Condemning acts of kidnapping and hostage-taking for the purpose of raising funds or obtaining political concessions, and expressing the need to address this matter,",1
"1588","3 - The situation in Cyprus (27 December 1963; 30 July 2013).",0
"1589","In September 2004, China, in cooperation with the Organization, held in Beijing the second regional meeting of the national bodies of States Parties located in Asia.",0
"1590","France strongly condemns these attacks and calls on all parties to exercise maximum restraint.",1
"1591","The Special Law on Foreigners Control",0
"1592","Noting with concern the continued threat posed by Al-Qaeda, Osama bin Laden, the Taliban and other groups, institutions, entities and individuals associated with them to international peace and security, ten years after the adoption of resolution 1267 (1999), and reaffirming its determination to address all aspects of that danger,",1
"1593","32. The Prosecutor advanced five arguments in support of his opinion in paragraph 68 in which he explained why careful review was not applicable in this context, as follows: (a) the preventive nature of the sanctions imposed on Al-Qaida; (b) The international context of the sanctions measures; (c) The need to find a balance between the requirements of combating terrorism and the requirements of protecting fundamental rights; (d) The political nature of the evaluations carried out by the committee established pursuant to resolution 1267; (e) Improvements made in recent years to the Committee&#39;s de-listing procedures, in particular since the Court of Justice issued its decision in the Al-Qadi case in 2008.",1
"1594","The public distribution system for food and medicine was disrupted.",0
"1595","Equivalent value in United States dollars: 972 090 455/1 375",0
"1596","States should refrain from obstructing humanitarian actors in their efforts to engage non-State armed groups for humanitarian purposes, including activities aimed at promoting respect for international humanitarian law.",1
"1597","However, it is unfortunate that there are also many examples that show what fact-finding mechanisms would have contributed to revealing the truth, ensuring accountability and preventing further human rights violations, but the Council did not then take effective measures due to political considerations.",1
"1598","34. The transfer of ownership of areas subject to land amendments will take place in six stages.",0
"1599","There are several factors working against them, but if they succeed, the threat of terrorism will increase even more.",0
"1600","Kinshasa and other areas in the west of the country have experienced relatively low threat levels, although crime rates remain a concern.",1
"1601","The Group reminds States that it has long-standing criteria for determining listing or delisting, despite what the High-level Panel on Threats, Challenges and Change (A/59/565, para. 152) and others have argued to the contrary.",1
"1602","These are quantitative and qualitative indicators such as:",0
"1603","We call on all armed groups that signed the Ouagadougou Agreement to distance themselves from terrorist groups.",1
"1604","Security Council resolution 1373 (2001) already imposes obligations on States to take certain measures to suppress terrorism, end the recruitment of members of terrorist groups, prevent terrorist movements, and bring terrorists to justice.",0
"1605","Measures to overcome deficiencies should address both immediate needs and structural deficits.",0
"1606","(A) Senior Advisor/Kamal Mahjoub Ahmed",0
"1607","The Lebanese Armed Forces informed the United Nations that the deteriorating security situation in the Syrian Arab Republic prompted it to take additional border control measures in order to prevent the transfer of weapons and the movement of military personnel into and out of Lebanon.",0
"1608","He also expressed deep concern at reports that threatening statements and slogans had appeared during recent demonstrations in Abidjan to United Nations and international personnel.",1
"1609","Since the arrival of French forces, gendarmes have not been subjected to summary execution in Bouake.",0
"1610","1 - Expresses its strong condemnation of all forms of violence, including, inter alia, murder, rape, sexual assault, intimidation, armed robbery, kidnapping, hostage-taking, kidnapping for the purpose of extortion and harassment, unlawful arrest and detention, to which participants in humanitarian operations are increasingly exposed, as well as to attacks. Which attacks humanitarian convoys and destroys and plunders their property.",1
"1611","Scheduled for Wednesday, 10 January 2001, at 10 a.m",0
"1612","The Committee&#39;s visits to the region demonstrated the need for countries to increase the implementation of laws to prevent the illicit cross-border movement of cash and negotiable bearer securities by establishing risk indicators and building capacity in the field of detection methodologies.",0
"1613","The information we have received indicates that the Special Envoy has already begun searching for new arrangements to accommodate and appease Ethiopia regarding its non-compliance with the provisions of the Algiers Agreement and its rejection of the Boundary Commissionâs decision.",1
"1614","The two LET 410 aircraft, registered in Swaziland under the markings 3D-ERS and 3D-ETY, arrived in Beni from Khartoum on 7 and 8 May 2004 respectively.",0
"1615","No country applies adequate measures to protect non-profit organizations from terrorist financing.",1
"1616","He also stresses that it is Rwanda&#39;s duty to use its strong influence to ensure that the RCD does not take such actions.",1
"1617","âThe Security Council calls on the Somali parties to benefit from the progress achieved and to expedite the achievement of a permanent and inclusive solution to the conflict in Somalia at the National Reconciliation Conference by establishing a transitional government that has reasons to remain.",0
"1618","âThe Security Council expresses its deep concern that the continuing instability and worsening security vacuum in the Central African Republic continue to negatively impact the operations carried out against the Lordâs Resistance Army and contribute to strengthening the position of that army in the country.",1
"1619","Naturally, we are deeply concerned about the situation in the states of South Kordofan and Blue Nile given their geographical proximity to our country.",1
"1620","107. The percentage of total annual appropriations spent during the six-month period from July 2005 to January 2006 is as follows:",0
"1621","24. One section of Trial Chamber II is dealing with pre-trial matters in the Gaspar Caniarugica case.",0
"1622","68 - The team examined the departures and arrivals of unscheduled flights to CÃ´te d&#39;Ivoire. Air traffic statistics to neighboring countries such as Guinea, Mali, Burkina Faso and Ghana were also examined. Through this examination, the team did not find any suspicious flights during the ban period (starting November 15, 2004).",0
"1623","Three countries have established legal texts that enable them to extradite wanted persons, exchange information and legal assistance, and in this regard have concluded bilateral treaties or entered into other arrangements with other countries.",0
"1624","Satellite images of the test stand on the West Coast showing engine tests being carried out",0
"1625","âThe Security Council categorically condemns the terrorist attacks that occurred in Maârib, Republic of Yemen, on 2 July 2007, and expresses its deepest sympathy and condolences to the victims of these attacks, their families, and to my people and the Governments of the Republic of Yemen and the Kingdom of Spain.",1
"1626","Points out that [the opposition side] bears a special responsibility in protecting the returnees and facilitating the return of the rest of the displaced population, and requests that further measures be taken by [United Nations bodies], to create conditions conducive to the return of refugees and internally displaced persons..., develop their skills and increase their self-reliance , with full respect for their inalienable right to return to their homes in safety and dignity.",0
"1627","This mechanism ensures that the listed party does not control the assets of the commercial enterprise and is unable to transfer its revenues to support terrorism.",0
"1628",":: Prohibition of attacks on life and persons, especially murder, mutilation, cruel treatment and torture; enforced disappearances; Attacking the dignity of persons; Rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization, and any other form of sexual violence.",1
"1629","Letter dated 8 February 1999 from the Permanent Mission",0
"1630","Security sector reform remains one of the major challenges to long-term peace and stability.",1
"1631","We condemn the excessive use of force by the Israeli army in densely populated areas, which inflicts widespread suffering and losses on large numbers of Palestinian civilians, including children.",1
"1632","The Committee notes with concern the irregular arms possession procedures that have been in effect among the Timorese National Defense Forces for several years.",1
"1633","The Commission also established that the government armed forces, the State Security Service and military intelligence are responsible for the unlawful imprisonment and detention of civilians.",1
"1634","The Operation&#39;s police component focuses on providing support, guidance and advice to the Ivorian National Police and mixed police units deployed in the former area of trust, and to a total of 600 Forces Nouvelles security assistance personnel, whom the Operation trained in 2006 before being deployed to the northern part of the country.",0
"1635","It is also noteworthy that other senior Lebanese representatives, such as former Prime Minister Najib Mikati, have declared that âthere should not be any weapons either inside or outside the camps.â",1
"1636","Most countries criminalize the use of their territories to commit or plan terrorist acts against citizens, facilities, and diplomatic representatives of other countries.",0
"1637","This is a large reserve, and it can be used for some time.",0
"1638","I encourage the Congolese authorities to hold accountable those responsible for the mass rape and looting committed in Walikale in July and August 2010.",1
"1639","So far there is no improvement in reform management at the national level.",1
"1640","(a) Mamadou Cisse, (close to the Rally of Republicans) and Tarine, Marine Sergeant, since 20 September 2002;",0
"1641","The Monitoring Group notes, however, that the absence of a stable central government in Somalia and the current high level of risks of large-scale hostilities have seriously hampered any serious capacity-building efforts at the country level and may even be completely stalling for the time being.",1
"1642","We urgently call on them to increase their support for the collective initiatives that our States will take, within the framework of the Nouakchott Process, in order to address the threat posed to international peace and security by terrorism, violent extremism and transnational organized crime.",1
"1643","As a result of the Ebola outbreak, Guinean security institutions shifted their efforts towards containing the outbreak.",0
"1644","I would also like to reiterate that the four members of the Armed Forces of Timor-Leste convicted of manslaughter in the shooting deaths of eight members of the National Police of Timor-Leste in 2006, one of whom was pardoned and three of whom benefited from reduced sentences, They have yet to pay court-ordered compensation to the victims&#39; widows.",1
"1645","The Prosecutor expressed her regret that the security situation in Libya has worsened, that the state of political instability has intensified, and that the current climate does not therefore help to bridge the gap that exists in Libya in terms of impunity.",1
"1646","However, some countries&#39; definitions of terrorism appear vague or too broad, and should be brought into line with international rules.",1
"1647","Deeply concerned about the recurrence of acts of violence in many parts of the world against journalists, media personnel and associated individuals in armed conflicts, in particular deliberate attacks against them in violation of international humanitarian law,",0
"1648","This is what makes the Iranian leadership&#39;s irresponsible threatening rhetoric even more disturbing.",1
"1649","In this regard, we are particularly concerned about the continuing lack of progress in the areas of freedom of movement of minorities, sustainable returns and the relevant representation of minorities in government structures and in the public sector as a whole.",1
"1650","I also remember how unacceptable it was for Israelis to talk about the 1967 borders, and for a long time it was almost inconceivable to suggest evacuating Israeli settlements.",1
"1651","Scheduled for Saturday, 15 July 2006, at 3.45 p.m.",0
"1652","Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region,",1
"1653","The evidence collected by the team during this mandate does not appear to support this conclusion.",0
"1654","(b) China State Construction Engineering Corporation (“China State Construction Engineering Corporation”): US$30,785,130;",0
"1655","153- Hamad Mubarak Salem Al-Hajri",0
"1656",":: Front to secure the central-western region.",0
"1657","Security Council Resolution 941 (1994), operative paragraph 3",0
"1658","29 - Therefore, the highest authorities in the state indicated that even if a decree had not been issued prohibiting public demonstrations, they would not have allowed the march that was planned to be organized or to go beyond it, given the danger it entailed to order and public order.",0
"1659","8 - Emphasizes the importance of providing safe and unhindered access for humanitarian personnel providing assistance to civilians in armed conflict, and calls on all concerned parties, including neighboring States, to fully cooperate with the United Nations Humanitarian Coordinator and United Nations agencies in providing these means, and calls on States and the Secretary-General to inform him of information relating to the deliberate deprivation of such access in violation of international law and where such deprivation may constitute a threat to international peace and security, and in this regard expresses his readiness to consider such information and to take appropriate steps where necessary;",0
"1660","Instead of the famous logo of the 2014 FIFA World Cup, where three victorious hands hold the globe and draw a map of the world in the form of the prestigious trophy, the Palestinian Authority cartoon shows a âcupâ with three hands wrapped around it, as three people raise their hands in surrender.",1
"1661","(c) Nuclear Act of 29 November 2000 (Official Gazette 2001, No. 3, section 18) latest updated: Official Gazette 2004, Nos. 70 and No. 96.",0
"1662","S/RES/1778 (2007), operative paragraph 1",0
"1663","Dhows sail regularly to and from Somalia from the old and main ports of Mombasa transporting coffee, barley, etc., to Somalia, and general merchandise, fish, etc., to Kenya.",0
"1664","Urges States and all other parties to the armed conflict to do everything possible to prevent violations of international humanitarian law against civilians, including journalists, media personnel and associated individuals.",1
"1665","These instruments, along with the decentralization policy, clarify the roles and responsibilities of local councils, district officials, parliamentarians and traditional authorities in development decision-making; elections and maintenance of law and order; Collecting and distributing local revenues.",0
"1666","Third: Implementing the office’s mandate",0
"1667","KFOR and UNMIK police cooperated to manage security for major public events, respond to political violence and provide special security services to threatened minority communities.",0
"1668","(d) Consultation costs of the President of the Finnish-Arabic Society 194-196 50",0
"1669","Scheduled for Thursday, 13 October 2005, at 3.30 p.m",0
"1670","As for law enforcement agencies, they are well organized and have established special agencies, committees and units to combat terrorism.",0
"1671","In another case, that court once again considered the various elements of an attack directed against a civilian population to be part of the definition of crimes against humanity.",0
"1672","But now, what Afghanistan has achieved is beginning to be eroded by serious challenges facing the country in its security and stability.",1
"1673","He was not satisfied with his observations at the crime scene, but was hopeful that the situation would improve the next day, since responsibilities had been distributed at the meeting held earlier.",1
"1674","On 8 July 2004, an Additional Protocol was adopted in Addis Ababa establishing the mechanisms and mechanisms necessary to implement the Convention.",0
"1675","Pakistan is deeply concerned about the report’s conclusions that the humanitarian and economic challenges facing the Sahel region have been exacerbated by the repercussions of the Libyan crisis.",1
"1676","Figures collected mid-year during July revealed that more than 100,000 former internally displaced persons and refugees returned to their homes during the first half of 2010.",0
"1677","Reaffirming the necessity of using all means, consistent with the Charter of the United Nations, in order to combat the dangers posed by terrorist acts to international peace and security,",1
"1678","Reaffirming also its resolution 1368 (2001) of 12 September 2001 and its resolution 1373 (2001) of 28 September 2001, and reiterating its support for international efforts to eradicate terrorism, in accordance with the Charter of the United Nations,",0
"1679","Reaffirming that acts of terrorism must not be allowed to disrupt the political and economic transition process taking place in Iraq, and reaffirming further the obligations of Member States under resolution 1618 (2005) of 4 August 2005 and other relevant international resolutions and agreements with regard to issues of Including terrorist activities committed in or from Iraq or against its citizens,",1
"1680","24. To date, Iran has provided the Agency with an initial design information questionnaire and three revised design information questionnaires:",0
"1681","Scheduled for Monday, 10 September 2007, at 17.40 p.m.",0
"1682","The Palestinians and Arab countries must give Israel the necessary and reliable guarantees for its security as a state.",1
"1683","16 - The situation in the occupied Arab territories (1) (4 May 1976; 13 July 1998).",0
"1684","President GusmÃ£o ordered the petitioners to return to the Timorese Armed Forces training center in Matinaro and participate in an investigation committee to examine the allegations raised in the petition.",1
"1685","6 - Convention for the Suppression of Unlawful Seizure of Aircraft, signed at The Hague on 16 December 1970; It was ratified by the Socialist Republic of Czechoslovakia on 6 April 1972, and entered into force on 6 May 1972.",0
"1686","The rebels later arrested an air force commander and detained him for three months.",0
"1687","Lack of such engagement will prevent progress in addressing important issues of public administration, and will achieve no progress in improving Kosovo&#39;s image in the minds of the international community.",1
"1688","The Trial Chamber is expected to issue its ruling in May 2010.",0
"1689","Tasks assigned to the international process led by Africa",0
"1690","Like other speakers who have spoken before us, and in line with the statement made by High Representative Ashton, we condemn the action that led to the death of Mr. Dzikovic and the injury of several other people during the protests in Mitrovica North on 2 July.",1
"1691","In November, the unit began construction work to establish a unit within the new Timbuktu camp.",0
"1692","The Committee notes with concern the lack of any regular monitoring of weapons and ammunition by the National Police.",1
"1693","Although the official election campaign period has not yet begun, opposition parties and civil society have expressed concern about the disruption of their political activities by national authorities, especially the police.",1
"1694","It is classified according to different types of services",0
"1695","The Acting Assistant Secretary-General briefed on political developments in Ukraine, including the holding of parliamentary elections on 26 October, and the elections held by rebels in Donetsk and Lugansk on 2 November, which were denounced by the Secretary-General and many in the international community.",1
"1696","The report mentions a number of incidents, especially in the security sector, that cause serious concern.",1
"1697","The total proceeds from the privatization amounted to 767,784,267 euros.",0
"1698","âThe Security Council strongly condemns the ongoing violence and human rights violations committed by all armed groups, including summary executions, sexual and gender-based violence and the widespread recruitment and use of children, and demands that all armed groups immediately cease all forms of violence and activities.â destabilizing forces and that their members be immediately and permanently demobilized, that they lay down their weapons and that children be released from their ranks, and reiterates that those responsible for human rights violations and violations of international humanitarian law will be held accountable for their actions and should not be eligible for integration into the armed forces or other elements of the state security forces.",1
"1699","Affirming the obligation of all Member States to fully implement resolution 1373 (2001), including with respect to any member of the Taliban and Al-Qaida, and any individuals, groups, institutions or entities associated with the Taliban and Al-Qaida who may have participated in financing planning, facilitating, preparing for or committing terrorist acts or supporting terrorist acts, as well as its commitment to facilitate the implementation of obligations related to combating terrorism in accordance with the relevant Security Council resolutions,",1
"1700","Regional cooperation in the field of border management is constantly improving, including through joint patrols, information exchange, regional mechanisms for border control and customs cooperation.",0
"1701","B - Financial losses 409- 411 84",0
"1702","The Mechanism notified the United Nations High Commissioner for Refugees that both men were on the list of senior UNITA officials.",0
"1703","Central Organ/MEC/AMB/COMM.(XCVII)",0
"1704","At the closing session of June 2002, the participation of members and non-members of the Security Council will focus on the topics listed below without prioritization among them:",0
"1705","The conclusion that the government authorities did not pursue or implement a policy of genocide in Darfur, directly or through militias under their control, should not be interpreted in any way that diminishes the seriousness of the crimes committed in that region.",1
"1706","9 - Requests the Secretary-General to make the necessary arrangements to support the work of the monitoring mechanism at the expense of the Organization and by establishing a United Nations trust fund to be established for this purpose, confirms that this trust fund will be established by the Secretary-General, and encourages States to make voluntary contributions to the fund and contribute to the monitoring mechanism, Through the Secretary-General, personnel, equipment and services, and further requests the Secretary-General to keep the Committee established pursuant to resolution 1267 (1999) informed, on a regular basis, of the financial arrangements supporting these mechanisms;",0
"1707","We note that in his report (S/2008/728), the Secretary-General expresses concern about the security situation in the eastern Democratic Republic of the Congo.",1
"1708","Resolution of the Government of the Russian Federation No. 268 of 23 April 1992 entitled “Regulations on services provided by the state in the field of plant quarantine”.",0
"1709","1 - Deplores and condemns in the strongest terms the terrorist acts committed by the Islamic State in Iraq and the Levant and its violent extremist ideas, and its continued gross, systematic and widespread violations of human rights and violations of international humanitarian law;",1
"1710","Gender-based discrimination also manifests itself in targeting women for paying bribes or fines.",0
"1711","The workshop was organized by the United Nations Office on Drugs and Crime and the Government of the Republic of Djibouti, and was held in Djibouti from 14 to 16 March 2006.",0
"1712","At the same time, Germany and the European Union have repeatedly in the past condemned terrorist crimes that resulted in the deaths of hundreds of Israelis.",1
"1713","46 - However, the Financial Transaction Reports Act does not regulate the movements of precious metals.",0
"1714","However, we do not believe that sovereignty obligates the Security Council to stand idly by when governments commit massacres against their people, thus threatening regional peace and security.",1
"1715","My Government believes not only that these actions are contrary to international law, but that they undermine the concept of the rule of law, which is the main element in the fight against terrorism.",1
"1716","It is also well established that Zambia played a major role in the liberation of southern Africa, including the liberation of Angola.",0
"1717","Thirteen cells housed two detainees each, while seven cells housed only one detainee each.",1
"1718","428- The Committee has repeatedly requested the Government to provide it with information on the judicial measures it has taken to bring the perpetrators of alleged crimes in Darfur to justice.",1
"1719","As the Secretary-General&#39;s report (S/2004/634) makes clear, tackling the problem is a difficult challenge.",1
"1720","The Committee has not yet been authorized to undertake any additional tasks in this regard.",0
"1721","Samira Ahmed Al-Sahli, a 53-year-old nurse from Yarmouk camp, was arrested by Syrian regime forces on June 11, 2014 because of her medical work. Her family learned that she died under torture inside a regime detention center on November 8, 2014.",0
"1722","Withholding this level of funding would paralyze any government, let alone an authority under occupation, and if these funds are not immediately released, this action will threaten the state-building gains achieved by the Palestinian Authority, including promoting good governance that benefits the people. Palestinian security forces and the development of security forces that maintain law and order in the West Bank.",1
"1723","The MDC candidate has little or no access to the media in Zimbabwe; He is prohibited from organizing campaigns freely; Campaign buses and cars were reportedly seized by the state, allegedly because of their illegal registration.",1
"1724","Convinced that it is unacceptable, in principle, for anyone, anywhere to escape responsibility for a terrorist act for any reason, including as a result of his or her own obstruction or failure to cooperate sincerely with the investigation,",1
"1725","Security Council resolution 2113 (2013), preambular paragraph 14",0
"1726","The Deputy Foreign Minister of Afghanistan said that the year was full of achievements that constitute important milestones, but the achievements did not come without a price. He stressed that terrorism still represents a strong threat.",1
"1727","We are deeply concerned that the ad hoc process created for this purpose has failed.",1
"1728","The Council intends to intensify its efforts to combat impunity and support accountability for serious crimes committed against women and girls by providing appropriate means, and draws attention to the full range of justice and reconciliation mechanisms that need to be considered, including national, international and mixed criminal tribunals and commissions. Truth and reconciliation to be considered, including national, international and hybrid criminal tribunals, truth and reconciliation commissions, as well as national victim compensation programmes, institutional reforms and traditional dispute resolution mechanisms.",0
"1729","In addition, on 29 July, the Mission issued a report on violations due to the establishment of an Abkhaz âtaxâ center 50 meters from a CIS peacekeeping force checkpoint in violation of the Gali Protocol of 12 May 2005 (see S/ 2005/453, paragraph 4).",1
"1730","In all these discussions, I was heartened to discover a convergence of views: we all marvel at how much Liberia has achieved since the fighting ended in 2003, but everyone is fully aware of the magnitude of the challenges that still face Liberia, and that we take nothing for granted. Of him in the end.",1
"1731","(Q.Q.: 537 D.C. (22)-28 March 2010)",0
"1732","In this context, I will speak briefly about the Councilâs recent resolution on Yemen, which includes a long-overdue condemnation of violations committed by the Yemeni government.",1
"1733","My delegation strongly condemns these acts of violence and extends its condolences to the family of the deceased pediatrician.",1
"1734","The company alleges that a ship, “Sea Music II”, was at the docks of the Shuaiba Refinery on 2 August 1990 and was partially loaded with a cargo of sulphur.",0
"1735","Scheduled for Thursday, 31 March 2005, at 22:30",0
"1736","The multi-ethnic character of Kosovo and Metohija mentioned in the report was ignored, and this neglect is most evident in the judicial system that was established in Kosovo and Metohija (para. 57).",1
"1737","The evidence confirms that there are reasonable grounds to charge six IDF soldiers with murder.",1
"1738","Each of these chairpersons shall have a deputy (see Appendix B).",0
"1739","Regarding continued cooperation, he proposed increasing the influence of the INTERPOL network through, for example, regional mechanisms for exchanging information with law enforcement officials, as well as strengthening guidance on implementation.",0
"1740","88. One State reported that its national counter-terrorism strategy required that actions taken by the authorities be consistent and transparent, and ensure respect for the rule of law, democracy, fundamental rights and good governance.",1
"1741","Ms. Tagliavini reported that much of the fighting has stopped since the signing of the Minsk documents, but fighting is still continuing in some strategic locations, including the outskirts of the city in the port of Mariupol on the Black Sea, and around Donetsk airport, without taking into account the ceasefire and the Minsk agreements.",0
"1742","Worse still, the activities of these terrorist groups pose a serious threat to the efforts of the international communityâs peacebuilding and peacekeeping missions, as is the case in Somalia and Mali, for example.",1
"1743","The Council also expressed its dissatisfaction with the adoption of this resolution by the Kosovo Assembly, and agreed with the Special Representative that these decisions taken by the Assembly, on matters that do not fall within its competence, are null and void.",1
"1744","Noting with concern the changing nature of the threat posed by Al-Qaeda, Osama bin Laden, the Taliban and other associated individuals, groups, institutions and entities, in particular the methods they adopt in promoting terrorist ideologies,",1
"1745","The Chair took note of the invitation extended by the Country Task Force on Monitoring and Reporting to the Working Group to visit South Sudan and suggested that the Working Group issue a press release on the meeting held, consistent with the terms of reference of the Working Group.",0
"1746","Source: Hansulli Krapf (via Wikimedia Commons database) and Google Earth.",0
"1747","In describing this unfortunate incident, the President stressed that it was malicious, unacceptable, and entailed potential violence in the upcoming 2012 elections.",1
"1748","While the threat posed by Al-Qaeda as a global terrorist organization has diminished, the threat of Al-Qaeda affiliates and infectious ideas remains.",1
"1749","Some countries need to further strengthen their judiciaries so that terrorists can be tried in full compliance with the rule of law.",0
"1750","Since these groups are groups designed as an internal mechanism to enhance expertise, continuity and contribution to the main activities of the Executive Directorate, they will initially be established in the following functional areas:",0
"1751","This is important to strengthen the Mission&#39;s ability to provide meaningful protection to the Congolese civilian population, which has fallen victim to a clear humanitarian catastrophe, as Mr. Doss emphasized, and to widespread human rights violations, in particular acts of violence against women and children.",1
"1752","In particular, I urge the Abkhaz side to fulfill its previous commitments, allow the opening of a human rights sub-office in Gali, allow local youth to receive education in their native Georgian language and accept the deployment of UNMIK police officers in the Gali district.",0
"1753","24- Decides to remain seized of the matter.",0
"1754","We urge the Government of Haiti to take firm action to prevent such violence and ensure that the perpetrators of such acts are brought to justice.",1
"1755","The second point I would like to highlight today is our continuing concern for the well-being of the innocent residents of Gaza and in the towns and cities of southern Israel.",1
"1756","10. The situation in Georgia (8 October 1992; 15 June 2009).",0
"1757","An examination of the threat posed by terrorist groups on the African continent reveals a deeply disturbing reality, as political, religious and ideological extremism and organized crime come together in one glance, whether rightly or wrongly.",1
"1758","But we are concerned that a key factor in decision-making is being undermined by the lack of political consensus.",1
"1759","My delegation remains concerned about the continued deterioration of the security situation in Iraq.",1
"1760","The opinion of the Democratic Republic of Timor-Leste on this matter is well known and made public.",0
"1761","Adding these assets, amounting to $2,319,386, the total assets frozen in the 32 States that reported taking action amounted to approximately $91 million (at June 2005 exchange rates), excluding assets frozen in five States that did not specify amounts.",0
"1762","Some threats were directed at program staff.",1
"1763","That is why we condemn terrorism.",1
"1764","In this regard, we would like to repeat what we said on previous occasions, which is that the most dangerous thing this investigation faces is the continued exploitation of some parties, in our region or outside it, of the investigation proceedings to jump to preconceived political conclusions that are not relevant to the requirements of the investigation and are not based on evidence. And solid evidence.",1
"1765","139- Among these groups is the National Movement for Reform and Development. On 6 June, the movement issued a statement saying that it was not a party to the ceasefire agreement concluded in April between the Government, the Sudan Liberation Movement/Army and the Justice and Equality Movement, and that it would fight against the Government.",1
"1766","âThe Security Council strongly condemns the continued use of Afghan territory, in particular areas controlled by the Taliban, for harboring and training terrorists and planning terrorist acts, and reaffirms its conviction that the suppression of international terrorism is essential to the maintenance of international peace and security, and insists that the Taliban stop providing shelter and training.â international terrorists and their organizations, and to take effective measures to ensure that territories under its control are not used to establish terrorist facilities and camps, or to prepare or organize terrorist acts against other States or their nationals, and to cooperate with efforts to bring indicted terrorists to justice.",1
"1767","In March 2009, when the arrest warrant for President Omar al-Bashir was issued, some speculated that this judicial order issued against the still-executing head of state of Sudan would undermine the prospects for implementing the 2005 Comprehensive Peace Agreement.",1
"1768","It is necessary to look for creative approaches that can prevent terrorists from obtaining funds in cash-based economies, whether in the form of cash, through the smuggling of goods, or through the illegal manipulation of commercial transactions.",1
"1769","15. First, cross-border crime and weak border controls can weaken the authority of the State.",0
"1770","“The rivalry between opposing political forces casts doubt on the country’s recent democratic success and threatens its progress towards lasting stability” (S/2011/540, para. 55).",1
"1771","The Palestinians must end public incitement to violence and do everything in their power to prevent extremists from attacking Israel, provoking an Israeli response.",1
"1772","The decision to expel humanitarian workers, silence others with the threat of expulsion, or attempts to restrict the freedom of movement of the African Union-United Nations Hybrid Operation in Darfur falls within the framework of this policy of limiting the international community&#39;s monitoring capacity.",1
"1773","Request additional extrabudgetary resources to establish a gender advisor position at headquarters.",0
"1774","There is no doubt that the structure and development of public administration in Timor-Leste remains an important challenge that must be taken into account.",1
"1775","In the letter, the Committee drew attention to the principle of command and superior responsibility stipulated in international criminal law, and urged the Supreme Commander to prevent and suppress crimes against humanity, and to ensure that perpetrators are prosecuted and brought to justice.",1
"1776","There is one country that has neither developed a strategy to combat terrorism nor established the required organizational structures.",1
"1777","The Israeli people, who had hoped that Israel&#39;s withdrawal from Lebanon - which was ratified by this Council six years ago - would achieve security along its northern borders, found themselves exposed to continuous missile attacks from Hezbollah, reaching deeper into Israel&#39;s territory day after day.",1
"1778","Expresses concern that the illicit transfer, destabilizing stockpiling and misuse of small arms and light weapons continues to threaten the safety and security of United Nations peacekeepers and undermine the effectiveness of their implementation of peacekeeping mandates...",1
"1779","Despite these challenges, we cannot fail to acknowledge that approximately 50 percent of the Afghan people live in areas where responsibility for security has been transferred to the Afghan security forces.",1
"1780","Of particular importance is continued law enforcement cooperation through the South-East European Cooperation Initiative&#39;s Regional Center for Transborder Crime and the secretariat of the recently established South-Eastern European Police Cooperation Agreement.",0
"1781","Foreign nationals are issued identity documents if they reside in Iceland for two years.",0
"1782","61 - The first stage of the electoral process demonstrated a remarkable success.",0
