"ar_en_TRANSFORMERS"	"VerCoop"
"10. Stresses the urgent need for the full and immediate implementation of this resolution with regard to foreign terrorist fighters, stresses the special and urgent need for the implementation of this resolution with regard to foreign terrorist fighters associated with ISIL, ANF and other Al-Qaida-related, splinter or subsidiary cells or groups identified by the Committee, and expresses its readiness to consider including in the list, under resolution 2161 (2014), individuals associated with Al-Qaida who commit the acts specified in paragraph 6 above;"	0
"Taking into account the return of terrorist groups, he considered that MINUSMA should be provided with all necessary equipment to carry out its mandate and protect the population in the northern regions."	1
"Demands that all parties to armed conflict immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, including measures such as enforcement of appropriate military disciplinary measures, adherence to the principle of command responsibility, training of forces in the absolute prohibition of all forms of sexual violence against civilians, exposing misconceptions that fuel sexual violence, and investigating candidates for national military and security forces to ensure that those associated with serious violations of international humanitarian and human rights law, including sexual violence, are excluded."	1
"(g) Precautions must be taken to minimize the loss and damage caused as a result of attacks (including the need for each party to do its utmost to ensure that targets are military objectives) and to select means or methods of warfare that minimize the loss of civilian life);"	0
"The Secretary-General stated that the United Nations response to the post-conflict challenge in Libya must be proactive and effective, taking into account the complex needs and desires of the Libyan people."	1
"Following a visit to Angola and the Democratic Republic of the Congo by my Special Representative on Sexual Violence in Conflict, Margot WallstrÃ¶m, made a statement on 16 March calling on both countries to investigate allegations of sexual violence in the context of expulsions and to take practical action to prevent such crimes."	1
"Twenty-nine per cent of the applications considered thus far have been approved, exceeding the number of names registered in the civil register by 930,000."	0
"56. Encourages Member States, in rescinding the decision to freeze the assets of the deceased individual or entity who has been informed or confirmed as no longer having been de-listed, to take into account the obligations set out in resolution 1373 (2001) and, in particular, to prevent the exploitation of assets whose freezing has been cancelled for terrorist purposes;"	1
"4. Calls upon all States to act vigorously and resolutely to stem flows of funds, other financial assets and economic resources to individuals or entities associated with Al-Qaida, Usama bin Laden and/or the Taliban by implementing, as appropriate, internationally agreed norms and standards to combat the financing of terrorism, including those established to prevent the misuse of non-profit organizations and other alternative/informal remittance systems;"	1
"The United Nations Mission in Nepal (UNMIN) is expected to be a focused, time-bound mission."	0
"This text, which has been drafted in the form of a regime that complies with the provisions of the International Convention on the Physical Protection of Nuclear Material."	0
"The Assistant Secretary-General reported that armed groups continued to terrorize the population in areas under their control by committing killings, abductions, torture, ill-treatment and other grave human rights violations, including the destruction of homes and the seizure of property, and also reported continuing allegations of human rights violations committed by some volunteer battalions under the control of the Government."	0
"In addition, the Council reiterates its call for an increase in the number of women in all peacekeeping operations and welcomes the policies adopted in United Nations peacekeeping operations, taking into account the gender perspective, as set out in resolution 1325."	1
"They may have hoped to escape once again the consequences of their actions in Ethiopia."	0
"9 January 2006 F-FDTL-F-FDTL soldiers submitted a written petition to Brigadier General Taur Matan Ruak and President GusmÃ£o."	1
"Once again, Egypt calls for an immediate cessation of Israeli attacks on the Gaza Strip."	0
"The Mission, together with the African Union High-level Implementation Panel and other international partners, will continue efforts to assist the parties in breaking the current impasse."	1
"On 27 November 2014, the regime &apos; s warplanes targeted the Dar es Salaam school in Raqqa City with the thermal Barium missiles and partially destroyed one of the school &apos; s buildings."	0
"\"The Council encourages international and regional cooperation in identifying the origin and transfers of small arms and light weapons in order to prevent diversion to, inter alia, Al-Qaida and other terrorist groups."	1
"The adoption of a presidential statement calling, inter alia, for a reaffirmation of international solidarity in the fight against terrorism and urging Member States to show greater vigour in their efforts to combat terrorism."	1
"Amir Khan Motaki (TI.M.26.01) *"	0
"The Committee notes that there is no evidence that the murder of eight police officers and the injury of 27 police officers were outside the scope of spontaneous actions by individuals who were never subject to the orders of the F-FDTL hierarchy."	1
":: One member reiterated his call for the convening of an international conference to rid the Middle East of weapons of mass destruction."	1
"It is up to the financial institution to decide whether to keep such records even in the case of cashless operations.\""	0
"11. Ms. Almaza Ibrahim Halmi Samouni, 13 years old, gave the following details:"	0
"In this regard, we request that every effort be made to ensure that such meetings are held every two months, as agreed, and that, to the extent possible, the heads of the intelligence and security services participate in person, and we urge all stakeholders, including the African Centre for Studies and Research on Terrorism, the Integration and Liaison Unit in the Sahel and the Committee of African Intelligence and Security Agencies, in close cooperation with the African Union Commission, to continue and intensify their efforts to exchange views and assist, as well as to implement the outstanding aspects of the practical conclusions of the meeting of heads of intelligence and security services."	1
"For our part, we are directly linking the issue of legality with the holding of elections in preparation under the Joint Electoral Management Body."	0
"In this regard, the request of the Prime Minister, Guillaume Soro, for UNOCI to issue regular public reports on the Ivorian media will contribute to curbing the dangerous trends that they may adopt and may lead to incitement to election-related violence."	0
"\"The Security Council stresses the urgent need for the demobilization and disarmament of all illegal armed groups."	1
"In particular, I welcome the development by the States members of the Lake Chad Basin Commission and Benin of a regional counter-terrorism strategy, and urge continued joint efforts to address the Boko Haram threat in a manner consistent with international human rights standards."	1
"Permanent Mission of Belgium to the United Nations"	0
"(c) Encourage States to strengthen the security of their borders at points of entry with a view to preventing persons, goods illegally transported and arms/explosives across borders, as well as the physical cross-border movement of nominal currencies and securities."	1
"(b) Prevent the entry into or transit through their territories of such individuals, provided that nothing in this paragraph shall oblige any State to deny entry into or require the departure from its territory of its nationals; and this paragraph shall not apply where entry or transit is necessary for the conduct of judicial proceedings or where the Committee established pursuant to resolution 1267 (1999) ('the Committee') determines, in a case-by-case situation-by-case situation, that entry or transit is justified;"	1
"The Executive Directorate has adopted a multimedia approach to reaching out to its target audiences, using tools and channels of communication such as the Committee &apos; s website, a Twitter account and an e-newsletter, and the information services provided by the Department of Public Information."	1
"The \"like-minded\" States suggested that the Committee should change its decision-making procedures to allow for a majority vote rather than a consensus vote when considering the removal of a listing following the review period, which they were proposing to reduce to two years."	1
"Call for strict compliance by parties to armed conflict with international humanitarian, human rights and refugee law, including with regard to the following points:"	1
"These policies must address all four pillars of the women, peace and security agenda (i.e. participation, conflict prevention, protection, relief and recovery) to ensure the involvement of refugee and internally displaced women in all protection, prevention, participation and relief and recovery efforts."	1
"1. Metal blocks or rods of 100 mm or greater in all dimensions; or"	0
"In this regard, and pursuant to the communiquÃ© of the Peace and Security Council of 25 November 2014, we request UNHCR and the countries of the region to redouble their joint efforts to mobilize international support, including through the adoption by the United Nations Security Council of a resolution supporting the establishment and deployment of the joint multinational task force, as well as the establishment of a trust fund."	1
"The Council looks forward to the follow-up executive meeting to be held in Port-au-Prince on 22 and 23 September, taking into account the priorities identified in the Interim Cooperation Framework of the Government of Haiti."	1
"16. Looking forward to the future, I call on the parties to the peace process - the Government of Mali and the armed groups represented - to seize the opportunity of the cessation of negotiations, to demonstrate their political leadership and to find the compromises necessary to reach an agreement in Algiers."	1
"Table 7 below shows the invoice number, date and description of the equipment and date of delivery to Iraq."	0
"Background information 2014 marks the fifteenth anniversary of the commencement of the work of the Security Council on the protection of civilians in armed conflict."	1
"First, while Sierra Leone is the most advanced member of the West African Coast Initiative, the slow pace of progress elsewhere is hampering the exchange of intelligence and early warning."	0
"Against this background, I hope that they will now be able to address other aspects of the bilateral relationship between the two countries."	0
"States should ensure that human rights are fully respected in the implementation of counter-terrorism legislation."	1
"The Council unanimously adopted resolution 2185 (2014), the first Council resolution devoted to policing issues, which contained a number of practical measures aimed at increasing the effectiveness of the work of the United Nations in policing."	1
"The Commonwealth of the Bahamas ratified the United Nations Convention against Transnational Organized Crime and the Protocols thereto on 26 September 2008."	0
"He telephoned the Acting Chief of Police of Beirut City, Major General Naji Ma &apos; alab, and informed him about the telephone call from Mr. Nammar and asked him to check with Judge Mozhar whether he was aware of the decision."	1
"10.1.2.14: Hintan viruses; 1.2.53: Skin conglomerate virus (renumbered all other items)."	0
"Under international case law, planning involves one or more persons considering arranging for the commission of a crime at both the preparatory and operational stages.\""	0
"Broad support was expressed for efforts to defuse the threat of ADF and other armed groups in the eastern Democratic Republic of the Congo, including FDLR, as mandated by resolution 2147 (2014)."	1
"Stressing that safe havens for terrorists remain a serious concern and that all Member States must cooperate fully in the fight against terrorism in order to find and bring to justice any person who supports or facilitates the financing, planning, preparation or commission of terrorist acts or the provision of safe havens, participates or attempts to participate, and not to grant safe haven to that person, based on the principle of aut dedere aut judicare,"	1
"The objectives of the programme are to assist in the implementation of the structural reforms necessary to enable the Congolese State to extend its authority throughout the country, to strengthen the capacity of local communities to cope with adverse shocks, to provide economic opportunities for unemployed youth and other high-risk groups and to achieve tangible peace dividends in the western provinces."	0
"At the same time, the Assistant Secretary-General felt that all should condemn the inflammatory statements made by armed groups threatening to block voting in areas in eastern Ukraine and to hold their own elections on 2 November, in violation of the Constitution and national law."	0
"The Security Council reaffirms the principle of non-refoulement of refugees as enshrined in the relevant instruments of international law, welcomes recent efforts by countries neighbouring [the affected State] to support the voluntary, safe and dignified return of refugees and urges host States to continue to provide international protection to [those] refugees in need."	1
"However, the only issue agreed upon by the participants was the failure to discuss the issue of weapons."	1
"He also held meetings with investigators from the Special Court for Sierra Leone and continued to meet with the Group of Experts established pursuant to resolution 1533 (2004) on the flow of arms to the Democratic Republic of the Congo."	1
"60. In its resolution 1783 (2007), the Security Council requested the Secretary-General to continue to take the necessary measures to ensure full compliance within the Mission with the United Nations zero-tolerance policy on sexual exploitation and abuse."	1
"\"The Security Council recalls that justice and the rule of law at the international level are essential for the promotion and maintenance of peace, stability and development in the world."	1
"In these recommendations, it was suggested that the Committee should: (a) encourage States, before proposing a name for inclusion in the list and without prejudice to their right to pursue its submission, to consider contacting the State of residence and/or nationality of the proposed designated person or entity); (b) clarify the procedure to be followed in cases where a State has mistakenly frozen the assets of innocent persons with a name similar to that of a listed party; (c) require States to send de-listing petitions to the Committee even if they object to such petitions, so that the Committee may take the final decision); (d) increase the number of States that may submit delisting petitions; (e) work to reach a decision on delisting petitions within a specified period, where possible, and notify the submitting State of the results; (f) clarify that de-listing is possible, in some circumstances, for both parties identified by mistake and those who renounce terrorism and prove that they are no longer associated with Al-Qaida or the Taliban; and (g) allow, in appropriate circumstances, the removal of deceased persons from the list (Sep. 31/75 and 28)."	1
"To date, the parties have not given formal consent."	0
"Muqlaq Abd al-Rahman Mutlaq al-Khalidi"	0
"11. Encourages in this regard the Government of Burundi, in cooperation with all international partners, to develop a disarmament, demobilization and reintegration strategy and to lay the foundations for the sustainable socio-economic reintegration of demobilized soldiers, ex-combatants, returning refugees, displaced persons and other groups affected by the conflict, in particular women and children, in accordance with Security Council resolutions 1325 (2000), 1612 (2005), 1674 (2006) and 1820 (2008);"	1
"560. It is necessary to point out that the concept of superior responsibility also applies to internal armed conflicts, as has been so authoritatively affirmed by the two international criminal tribunals. The legal opinion of States in this regard tends to be similar.)"	1
"The Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities is currently considering this report on the results of the review of the names on the Consolidated List, mentioned in paragraph 25 of resolution 1822 (2008)."	1
"\"The Security Council calls upon the international community to provide, where appropriate, financial and technical support, as well as appropriate training, for the implementation of resolution 1325 (2000) at the national level, and calls upon the United Nations system, civil society and other relevant stakeholders to cooperate and assist Member States in accordance with national priorities, in particular those affected by armed conflict, to develop national action plans expeditiously and to work closely with national bodies responsible for the implementation of the resolution, including, where appropriate, through United Nations country teams."	1
"Recalling its previous resolutions on international terrorism and the threat it poses to Afghanistan, in particular resolutions 1267 (1999), 1333 (2000), 1363 (2001), 1373 (2001), 1390 (2002), 1452 (2002), 1455 (2003), 1526 (2004), 1566 (2004), 1617 (2005), 1624 (2005), 1699 (2006), 1730 (2006), 1735 (2006), 1822 (2008), 1904 (2009), 1988 (2011) and 1989 (2011) and the relevant statements of its President,"	1
"Building on the November 2010 workshop for Central Asia between the Executive Directorate and OSCE on resolution 1624 (2005) and combating incitement to terrorist acts motivated by extremism and intolerance, through similar initiatives in other regions;"	1
"Requests States that have not yet done so to consider ratifying the principal instruments of international humanitarian, human rights and refugee law and to take the necessary legislative, judicial and administrative measures to implement them at the domestic level, drawing, as appropriate, on technical assistance provided by relevant international organizations, including the International Committee of the Red Cross and United Nations bodies."	1
"The Security Council recognizes that, in accordance with its resolution 1645 (2005) and General Assembly resolution 60/180, the Peacebuilding Commission, within its area of competence, is a forum for coordination of post-conflict activities between the United Nations system and regional and subregional organizations."	1
"S/RES/1925 (2010), op. 11"	0
"First, the company calculated the \"expected\" production level of methanol at 26,774 metric tonnes using the average production rate of 1,217 metric tonnes of methanol per day, multiplied by 22 days of carbon dioxide loss."	0
"Council members called for a peaceful settlement of the conflict in the region and condemned support for armed and terrorist groups in Asia."	0
"At its 4170th meeting, on 13 July, the Council adopted resolution 1307 (2000), by which, inter alia, it authorized the extension of the mandate of UNMOP until 15 January 2001 to continue to monitor the demilitarization of the peninsula."	0
"44. On the other hand, the Authority commends the progress made within the framework of the Algiers talks and calls on all parties, in particular the leaders of the armed movements, to engage personally in this process with a view to reaching agreement as soon as possible on the basis of the document submitted by the mediation to the parties, as a solid basis for negotiation."	1
"Calling upon States to ensure, consistent with international law, in particular international human rights and refugee law, that refugee status is not abused by those who commit, organize or facilitate terrorist acts, including foreign terrorist fighters,"	1
"Requests the Secretary-General to ensure that his (special representatives in neighbouring States) coordinate their activities (missions), share military information available to them, in particular information on cross-border movement of armed elements and arms trafficking, and pool their logistical and administrative resources, provided that this does not affect the ability of either of them to fulfil their mandates, in order to ensure maximum efficiency and cost-effectiveness."	1
"Human rights violations continue to be reported, many of them linked to untrained FARDC elements from CNDP and armed groups."	0
"Stresses the responsibility of the United Nations country-level task forces on monitoring and reporting and United Nations country teams, in accordance with their respective mandates, to ensure effective follow-up to Security Council resolutions on children and armed conflict, to monitor progress and to report to the Secretary-General, in close cooperation with his Special Representative for Children and Armed Conflict, and to ensure a coordinated response to issues related to children and armed conflict;"	1
"To be held on Monday, 27 October 2003, at 11.10 a.m."	0
"Asylum procedures are protected against abuse by terrorists in seven States, partly in one State."	0
"The Permanent Representative of the Central African Republic:"	0
"\"The Security Council recognizes the important work carried out by United Nations entities and other multilateral organizations in support of efforts to prevent and suppress the financing of terrorism and terrorist organizations, in particular efforts to strengthen capacities and enhance cooperation by the Financial Action Task Force, the Eastern and Southern Africa Anti-Money Laundering Group, the West Africa Intergovernmental Task Force and the Middle East and North Africa Financial Action Task Force."	1
"1. Calls upon States to renew their commitment to prevent and combat genocide and other serious crimes under international law, reaffirms the provisions of paragraphs 138 and 139 of the 2005 World Summit Outcome (A/60/L.1) relating to the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity, and stresses the importance of learning from the lessons learned from the 1994 genocide against the Tutsis in Rwanda, in which Hutus and others who opposed the genocide were also killed;"	1
"In their interventions, Member States considered that terrorism constituted one of the most serious threats to international peace and security, and that its defeat required a coordinated and sustained effort."	1
"30. Encourages States to submit delisting requests for individuals officially found dead, in particular if no assets have been identified, and for entities that have been reported or found to have ceased to exist, while taking all necessary measures to ensure that assets held by such individuals or entities are not transferred to or distributed to other individuals, groups, undertakings or entities on the Al-Qaida Sanctions List, either at present or in the future;"	0
"However, during the period of its mandate, the Panel was unable to travel to a few areas of concern to it, including Serba, Western Darfur, and the Dobo region (east of Jebel Marra)."	0
"The mission assessed the institutional, technical, security, legal and political readiness to organize the elections, and identified areas where support was needed and called for enhanced participation of women and youth, improved institutional transparency and mechanisms to prevent political and electoral conflicts."	1
"With regard to the possibility of a military confrontation, Somalis who are familiar with the facts and others who are aware of the minutes of developments on both sides say that the issue is not whether, but when, that confrontation will take place."	0
"The parties are responsible for ensuring that no violations are committed by their respective military forces, and I would like to encourage the parties to adhere more fully to the provisions of the military agreements and to extend their full cooperation to MONUC with a view to maintaining the ceasefire and ensuring adherence to the basic principles of peacekeeping."	1
"Despite these efforts, the issue of security in Mogadishu continues to be a matter of concern because of the presence of several factions of militias as well as those for which they operate or which are associated with businessmen or sharia courts."	0
"For this purpose, at least 1,000 kilograms of military explosives were used."	0
"(a) Review criminal laws in order to ensure that offences are correctly criminalized in each of the specific categories and enact anti-terrorism legislative provisions, as appropriate;"	1
":: The prohibition of arbitrary deprivation of liberty; corporal punishment; collective punishment; and the imposition and execution of death sentences without prior trial by an ordinary court constituted in accordance with the law which guarantees all legal safeguards generally recognized as non-derogable."	0
"Accordingly, the Panel has made adjustments due to this lack of evidence."	0
"9. Decides that the mandate of the Panel of Experts referred to in paragraph 8 above shall also include the tasks set out below:"	0
"For multi-donor trust funds, United Nations bodies usually establish an administrative agent function through a memorandum of understanding, which acts as a direct administrative point of contact with donors, receiving and managing donor funds and transferring them to the participating United Nations body, at which time it becomes financially and programmatically accountable."	0
"Thirteen cells housed two detainees each, while seven cells housed only one in each."	0
"The minutes were transmitted daily to Brigadier General Azar and to the army commander, General Michel Sleiman."	1
"Paragraph 7 of resolution 1556 (2004)"	0
"The Council stresses the need for all military actions against LRA to comply with applicable international law, including international humanitarian, human rights and refugee law, and the need to minimize the risk of harm to civilians in those areas."	1
"Many reports relate to the abduction of women."	0
"General Ahmed reminded the Council that over 90,000 of the 105,000 uniformed forces were led by force commanders, which is likely to increase in the coming period."	0
"Accordingly, arrangements are under way to send the Group."	0
"Report of the Secretary-General on the situation in Somalia (S/2005/392)."	0
"On 18 November, the Council held a briefing and consultations on the reports of the Secretary-General on the activities of the United Nations Assistance Mission for Iraq (UNAMI) (S/2014/774) and on the search for missing Kuwaiti and third-country nationals and missing Kuwaiti property, including national archives (S/2014/776)."	1
"Industry and the private sector have a crucial role to play in implementing the regulatory frameworks based on resolution 1540 (2004). Only with the cooperation of the private and industry sectors can the threat of proliferation of weapons of mass destruction to non-State actors be effectively addressed."	0
"And there were a lot of people because it was safe."	0
"258. Under resolution 1373 (2001), States are required to prevent the cross-border movement of terrorists and terrorist groups through controls on the issuance of safe and proper identity and travel documents."	1
"'The Security Council reiterates that the increasing threat posed by foreign terrorist fighters is part of emerging issues, trends and developments related to resolutions 1373 (2001) and 1624 (2005), encourages the Counter-Terrorism Committee to convene extraordinary meetings in 2015 with the participation of Member States and relevant international and regional organizations to discuss ways to stem the flow of foreign terrorist fighters and to prevent terrorists from exploiting the Internet and social media to recruit and incite terrorist acts, in a context of respect for human rights and fundamental freedoms and in compliance with other obligations under international law; and recalls in this regard the importance of the Committee holding meetings in affected areas on topics relevant to the mandate of the Committee."	0
"The situation of minorities remains a matter of concern, particularly with regard to freedom of movement and access to justice."	0
"Encourages [the mission] to enhance its interaction with the civilian population in order to raise awareness and publicize its mandate and activities, and to collect reliable information on violations of international humanitarian law and human rights abuses committed against civilians."	1
"VII. Reduction of the United Nations Observer Mission in Angola"	0
"Questions relating to crimes against humanity were assessed on the basis of definitions contained in customary international criminal law and in the Rome Statute of the International Criminal Court."	0
"Finally, some argue that the establishment of a review body outside the Security Council, even if appointed by the Committee or by the Security Council itself, would undermine its authority, even if its mandate was limited to targeted sanctions."	0
"Several members of the Group expressed strong support for resolution 2185 (2014) and for the briefing by the heads of police components for the first time as providing an important basis for the Group &apos; s work on the policing aspects of peace operations."	1
"Stressing the importance of Member States classifying terrorist groups pursuant to the provisions of the relevant resolutions and strictly implementing existing measures as an important preventive measure in combating terrorist activity,"	0
"Another State had established an interdepartmental working group on migration to implement measures to promote integration, including in the areas of language skills and job training, to promote dialogue with migrants and to monitor racist, xenophobic and extremist acts."	0
"One State has not submitted either a counter-terrorism strategy or the required organizational structures."	0
"31. Both States and many international actors welcomed the openness of the comprehensive review process and urged the 1540 Committee to continue this approach and to increase its already useful efforts towards transparency and inclusiveness."	1
"58. Since the establishment of the Counter-Terrorism Trust Fund, the Executive Directorate has become more efficient in managing voluntary contributions in support of its activities."	1
"The report also indicated that incidents involving the use of rocket-propelled grenades and relatively heavy artillery to counter pirates had decreased from 43 in 2011 to 3 in 2013."	0
"After almost a year of advocacy, the 12 and 14-year-old boys were separated and included in their families on 29 March and 30 April, respectively."	0
"As at the end of August, UNHCR had recorded a shortage of 18,000 housing units."	0
"The German-Dutch Operations Command operates with its dual-national ISAF coordination centre, in which the Germans and the Dutch operate as the highest duty station at ISAF headquarters."	0
"In paragraph 3 of that resolution, the Council requested me, in consultation with the Committee established pursuant to resolution 751 (1992) concerning Somalia, to re-establish, within 30 days of the adoption of that resolution, the Monitoring Group referred to in paragraph 3 of resolution 1558 (2004) for a period of six months, with the mandate set out in subparagraphs 3 (a) to (i) of resolution 1630 (2005)."	1
"4. On the basis of the provisional verbatim record of the 4688th meeting of the Security Council, held on 20 January 2003 (S/PV.4688), the members of the Council made comments, suggestions and suggestions in the following areas: international instruments; international cooperation; the role of international, regional and subregional organizations; assistance; and the Security Council Committee established pursuant to resolution 1373 (2001) (hereinafter referred to as the Counter-Terrorism Committee)."	1
"The past months have witnessed the issuance of a variety of influential reports and recommendations on counter-terrorism sanctions, including the Secretary-General's speech on the anniversary of the terrorist attacks in Madrid on 11 March 2004 and his subsequent report entitled \"In larger freedom: towards development, security and human rights for all\" (A/59/2005)."	1
"On 12 September and 1 October 2013, officials of the Ministry of the Interior of Côte d &apos; Ivoire confirmed to the Panel that the issue of financial payments had not been disclosed to the Government of Liberia."	0
"The instrument of accession was deposited on 17 June 1980."	0
"2. Decides that the Counter-Terrorism Executive Directorate shall continue to serve as a special political mission under the policy guidance of the Counter-Terrorism Committee for a period ending 31 December 2017, and further decides to conduct an interim review by 31 December 2015;"	0
"In some cases, the Panel has reclassified the claims in whole or in part on the basis of its review of the claimants &apos; assertions and evidence."	0
"4. Calls upon the Syrian armed opposition groups and relevant elements to respect the relevant provisions of the preliminary agreement;"	1
"36. The Chairman also played an important role during the Committee &apos; s meetings by encouraging members to clarify their positions on the items when they were opposed to those of other States, and by proposing that persons believed to have died, or items on the list for which there were no identifiers, should be removed from the list."	1
"The continuation of the conflict for two years has exacerbated political differences and deepened the already dire social and economic conditions in which the vast majority of the population lives."	0
"\"The Security Council reiterates its strong condemnation of all violations of applicable international law committed against women and girls in armed conflict and post-conflict situations, including rape and other forms of sexual and gender-based violence, killing and maiming that are contrary to international law."	1
"7. Calls upon all States to refrain from conducting nuclear test explosions and to sign and ratify the Comprehensive Nuclear-Test-Ban Treaty so that the Treaty may enter into force at an early date;"	1
"Furthermore, the Group of Experts on the Democratic Republic of the Congo recommended that the Security Council Committee established pursuant to resolution 1533 (2004) immediately inform the Group and MONUC of notifications received from States supplying arms to the Democratic Republic of the Congo under the exceptions to the arms embargo (S/2008/43) and that the Government of the Democratic Republic of the Congo inform MONUC of such shipments."	0
"The cash pools do not invest in derivatives, asset-backed products, mortgage-backed products or equity products;"	0
"To that end, it was pointed out that Lebanese leaders had resumed the national dialogue, whose main mandate was to develop a national defence strategy that would address the important issue of weapons outside the control of the State, following the events of May 2008."	1
":: Request UNMISS to support the host Government in addressing sexual violence explicitly, in disarmament, demobilization and reintegration processes, security sector reform processes and justice sector reform initiatives, and in developing and implementing concrete and time-bound action plans to combat conflict-related sexual violence."	1
"The members of the Committee were of the view that the contents and current format of the \"checklist\" should be reviewed with a view to redesigning them, if necessary, and examining their efficiency on a pilot basis at a later date."	1
"Reaffirming the obligation of Member States to freeze without delay funds and any financial assets or economic resources of persons who commit, attempt to commit or participate in or facilitate the commission of terrorist acts; of entities owned or controlled, directly or indirectly, by such persons; or of persons and entities acting on behalf of or at the direction of such persons and entities, including funds derived or generated from property owned or controlled directly or indirectly by such persons and associated persons and entities,"	1
"(d) Take a victim-centred and human rights-based approach to human trafficking, including by giving victims the right to reside in the country and to legal protection and basic services, such as medical treatment, education and employment, as well as other citizens;"	1
"Mr. Diarra travelled to Yamoussoukro with the Heads of State of ECOWAS and was appointed Prime Minister on that occasion."	0
"Sergei Laktanov, Chairman of Gloria Airlines, alleged that the second aircraft that arrived at Beni from Khartoum, registered under 9Q-CMJ, was not a subsidiary of Gloria Airlines, although it was so recorded in the records of the Beni Airlines Agency."	0
"Cooperation between the Government and civil society was an essential part of efforts to prevent people from turning to terrorism, and it was intensifying its efforts to identify and verify hate speech on the Internet."	0
"Full name (in original and Latin)"	0
"In calling for a deeper analysis of the common objectives of the human rights, development and security communities, and subsequently of the United Nations system and Member States, the High Commissioner stressed that human rights violations were often a root cause of armed conflict, as was the case in Somalia and Bosnia and Herzegovina."	1
"To be held on Thursday, 4 April 2002, at 11.50 a.m."	0
"89. The former Prime Minister also indicated that he had taken the opportunity during the meeting to discuss with the Minister of the Interior the need for a group of civilians to assist the Police Reserve Unit and the Timor-Leste National Police, but that there had been no discussion on the supply of weapons or uniforms to the group."	1
"Calls upon all parties to cooperate fully with the International Independent Commission of Inquiry established by the Human Rights Council on [date] to investigate the facts and circumstances surrounding allegations of serious human rights abuses and violations committed in [the country concerned]... and requests the Secretary-General to transmit this report to the Security Council and other relevant international bodies"	1
"In particular, Prime Minister Seniora informed me that the provision contained in the resolution on the disarmament and dismantling of militias was the subject of an internal dialogue that he had recently initiated and was keen to ensure its success."	1
"7. Calls upon all States to abide by the provisions of the present resolution regardless of the existence of any rights or obligations conferred or imposed by any international agreement, contract entered into or any licence or authorization granted prior to the date of entry into force of the measures imposed in paragraph 4 above;"	1
"In addition, Ms. Bellamy presented three child delegates participating in the Children &apos; s Forum, Wilmot from Liberia, Eliza from Bosnia and Herzegovina and Jose from East Timor, who spoke of their personal experiences, described the situation of children suffering from armed conflict and called for an end to wars."	1
"Since, for most purposes, the United Nations needs to send one joint message on counter-terrorism, it is appropriate for the Task Force to take the lead in this regard, but the Executive Directorate will also need to maintain its open and independent character and ensure transparency with regard to its procedures, as appropriate."	1
"Lithuanian legislation prohibits any such support."	0
"In total, these include 8 comprehensive visits (Cambodia, Egypt, the Lao People &apos; s Democratic Republic, Luxembourg, the Netherlands, South Africa, Uganda and Uzbekistan); 2 regional visits involving 6 States (Belgium, Denmark, Luxembourg, the Netherlands, Senegal, Western Europe and Uganda); 7 targeted visits (Australia, Madagascar, New Zealand, Panama, the Republic of Korea, Singapore and the United Kingdom of Great Britain and Northern Ireland); and 3 follow-up reviews (Bangladesh, Kenya and Mali)."	1
"(e) The inaugural meeting of the International Contact Group on Libya, to be held in Addis Ababa on 3 December 2014, and the Heads of State supported the efforts of neighbouring States and the Special Representative of the Secretary-General in Libya to create the conditions for dialogue among all Libyan parties, with the exception of known terrorist groups."	1
"The three States visited by the Committee played an active role in the establishment of specialized counter-terrorism agencies and/or police units and worked to ensure that they were provided with the necessary training and tools to perform their tasks in various areas related to counter-terrorism."	1
"At 1142, 1814, 2023 and 2026 hours, the telephone records showed four calls to the Syrian intelligence officer Jama'a Jama at 1142 hours, and according to a witness, Abd al-Aal visited the Jama'a office on the evening of the bombing at 1930 hours and discussed Mr. Abu Adas with him."	1
"To be held on Monday, 29 November 2010, at 10 a.m."	0
"The international community should now be prepared to act with the same determination to protect the interests of Kosovo Serbs and other minority communities."	1
"Four States have adequately criminalized terrorist recruitment, while the rest have done so either partially or not at all."	1
"Some recent reports indicate that the Arab population has begun to settle in areas previously occupied by displaced populations."	0
"The report was submitted to the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities on 22 February 2011 in accordance with Security Council resolution 1904 (2009) and is currently under consideration by the Committee."	1
":: Some members stressed the need for the international community to collectively promote greater harmony and dialogue among cultures and religions, noting that terrorism had no faith, culture or religion."	1
"Loss of personal property (SAR 969,033)"	0
"8. We are also deeply concerned about the exacerbation of the scourge of terrorism and violent extremism in the Sahelo-Saharan region and about the close links between armed terrorist groups and transnational organized crime, in particular networks of drug and human trafficking, money-laundering and illicit arms trafficking."	0
"The Council reiterates the need to convene an international conference as soon as possible to implement the Geneva communiquÃ© in order to facilitate a Syrian-led political process leading to a transition that will accelerate an end to the conflict in Syria."	1
"Independent Swedish journalist Alexandra Sandles -- 13 February 2012"	0
"10. A team of four OPCW inspectors was permanently present on board the MV Cape Ray during the neutralisation of the mustard and DF agent on board."	0
