"en_es_DEEPL"	"MatConf"
"Los cadáveres de cinco personas que se cree que eran partidarios del Sr. Coulibaly, con heridas de bala y marcas de tortura, permanecen en el depósito de cadáveres de Bouaké desde finales de diciembre, a la espera del resultado de las investigaciones penales."	1
"Aunque las acciones de Hezbolá son deplorables y, como ya he dicho, Israel tiene derecho a defenderse, el uso excesivo de la fuerza es condenable."	0
"Aunque los líderes de Al Qaeda, constreñidos por la acción internacional, no puedan traducir su apoyo en violencia coordinada bajo su control, siguen atrayendo seguidores, algunos de los cuales están decididos a cometer actos terroristas en su nombre, sin necesidad de ver sus acciones como parte de un programa político más amplio."	1
"Profundamente preocupado por el creciente número de víctimas, incluidos niños, causado por actos de terrorismo motivados por la intolerancia o el extremismo en diversas regiones del mundo,"	1
"Mientras que los líderes de Afganistán conservan su atractivo personal y su credibilidad histórica como fundadores de Al Qaeda, y son mejores a la hora de fingir que existe una justificación religiosa para el terrorismo, Al Qaeda en Irak, ya esté dirigida por Abu Musab Al Zarqawi o por un sucesor, con su flujo de atentados que acaparan titulares, tiene el mayor atractivo para quienes ansían la acción."	1
"79. Es necesario realizar más esfuerzos concertados para poner fin a las continuas y graves violaciones de los derechos humanos cometidas por grupos armados y las FARDC contra civiles en Ituri, los Kivus y el centro y el norte de Katanga, que están socavando gravemente los esfuerzos por estabilizar estas zonas y afectando a la organización de las elecciones."	0
"B. Democratización y proceso electoral"	0
"Asimismo, aunque las víctimas expresaron a menudo su falta de confianza en la capacidad y voluntad del Gobierno para protegerlas, la policía se citó a menudo como una excepción a esta tendencia."	1
"El Representante Especial del Secretario General dijo que, debido a la hambruna, la situación humanitaria en Somalia era calamitosa y estaba causando muertes y desplazamientos a escala masiva."	1
"El Gobierno de la República de Macedonia, en su reunión del 19 de abril de 2011, adoptó la decisión de hacer cumplir las restricciones contenidas en la citada resolución."	1
"El coste se define como el valor nominal más o menos cualquier prima o descuento no amortizado."	0
"No obstante, cabe suponer razonablemente que el nivel medio de empleo se sitúa entre 5.000 y 8.000 personas."	0
"Expresa su profunda preocupación por el aumento de los conflictos localizados, el incremento de la criminalidad y la violencia y sus efectos sobre la población civil, y en particular por el fuerte aumento de los enfrentamientos intertribales, y hace un llamamiento a todas las partes para que pongan fin urgentemente a dichos enfrentamientos y persigan la reconciliación y el diálogo ..."	1
"Aún se desconoce quién estuvo detrás del ataque."	1
"Se creará un sistema en virtud del cual las víctimas de explotación y abusos sexuales serán remitidas, caso por caso, a una organización no gubernamental que les prestará la ayuda necesaria."	0
"Además, la Comisión considera que el hecho de que la violación y otras formas de violencia sexual se llevaran a cabo principalmente contra tres tribus \"africanas\" es indicativo de la intención discriminatoria de los autores."	1
"57. Las pruebas establecen que, además del civil muerto en Rai Kotu, otros dos civiles murieron durante la noche."	1
"Eritrea ha estado organizando, entrenando y luego enviando a Etiopía todo tipo de gánsteres y elementos terroristas para causar estragos en nuestro país y provocar inestabilidad política."	1
"Otras medidas que contribuyen a la polarización de los dos grupos son el conflicto de 1987-1989 por el acceso a los pastos y las fuentes de agua entre los nómadas de origen árabe y los sedentarios fur."	1
"Forma parte de un mantra constantemente repetido ante este Consejo que no es más cierto por su repetición, que ignora tanto las responsabilidades palestinas como los derechos israelíes, y que no reconoce las insoportables dificultades a las que se enfrentan las fuerzas israelíes al intentar proteger a sus ciudadanos y minimizar el daño a las vidas palestinas cuando los terroristas a los que se enfrentan muestran tan poca preocupación por las vidas palestinas como por las israelíes."	0
"Cuatro Estados han tipificado adecuadamente como delito la captación de terroristas, mientras que el resto lo ha hecho parcialmente o no lo ha hecho en absoluto."	0
"\"El Consejo de Seguridad recuerda el compromiso del Gobierno del Chad, esbozado en la carta enviada al Presidente del Consejo de Seguridad de fecha 7 de septiembre de 2010 (S/2010/470), de asumir la plena responsabilidad de la seguridad y la protección de la población civil en el este del Chad, incluidos los refugiados, los desplazados internos, los repatriados y las comunidades de acogida, con especial atención a las mujeres y los niños, el personal de las Naciones Unidas y el personal humanitario y los bienes, de conformidad con las obligaciones que le incumben en virtud del derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados."	0
"Este caso ilustra no sólo los homicidios en masa de civiles, sino también los confinamientos ilegítimos acompañados de ejecuciones sumarias, violaciones y otros abusos."	1
"Un niño de 10 años fue una de las 14 personas asesinadas en un brote de violencia comunal en el distrito de Kapilvastu en septiembre de 2007."	1
"Declaración sumaria del Secretario General sobre los asuntos que se hallan sometidos al Consejo de Seguridad y sobre la etapa alcanzada en su estudio"	0
"Los testigos presenciales no tenían claro quién les había disparado realmente: las fuerzas paralelas, la policía o la gendarmería."	1
"Este fue el caso de Jamal Suliman Mohamad Shayeb, en la localidad de Halouf, en relación con el homicidio de 24 personas, algunas de ellas mujeres y niños, el saqueo de bienes y el incendio de la localidad."	1
"Lo que distingue a esta categoría de crímenes de la de crímenes de guerra es que no se trata de infracciones aisladas o esporádicas, sino de violaciones que (a) pueden producirse tanto en tiempo de paz como en tiempo de conflicto armado, y (b) forman parte de una práctica generalizada o sistemática de atrocidades (o ataques) cometidas contra la población civil."	1
"b. Un diámetro exterior del anillo entre 25 y 100 mm."	0
"Los principales problemas de seguridad están relacionados con la actividad delictiva y la lucha entre facciones."	1
"Las medidas adoptadas hasta ahora por el gobierno para hacer frente a la crisis han sido sumamente inadecuadas e ineficaces, lo que ha contribuido a crear un clima de impunidad casi total ante las violaciones de derechos humanos en Darfur."	1
"Observando con profunda preocupación el aumento de la violencia y el incremento de los enfrentamientos intertribales, así como la persistencia de la violencia sexual y de género y de la impunidad, y reiterando su profunda preocupación por los ataques contra el personal humanitario y las fuerzas de mantenimiento de la paz, la seguridad de los civiles, y haciendo un llamamiento a todas las partes en Darfur para que cesen inmediatamente las acciones ofensivas y se abstengan de nuevos ataques violentos que provoquen la consiguiente mala situación de la ayuda humanitaria y la restricción del acceso humanitario a las poblaciones necesitadas,"	1
"Alrededor de las 17:00 horas del mismo día, testigos de Anka observaron entre 300 y 400 Janjaweed a pie, y otros 100 Janjaweed en camello y a caballo, avanzando hacia Anka desde la dirección de Barey."	1
"Transmisión del caso 8 a la Comisión"	0
"35. Durante el período que abarca el informe continuaron los incidentes de seguridad relacionados con las restricciones a la circulación de la UNMIS en el Sudán meridional."	1
"Las armas fueron incautadas por el oficial de armamento del buque estadounidense y posteriormente entregadas a las autoridades yemeníes."	1
"Se celebrará el miércoles 30 de mayo de 2007, a las 15.00 horas."	0
"Desde el 18 de septiembre de 2014, no se ha emprendido ninguna acción de combate en respuesta a una \"amenaza inminente y grave\"."	1
"56. La cuestión de Hyderabad (16 de septiembre de 1948; 24 de mayo de 1949)."	0
"El Consejo expresa su más profunda preocupación por el hecho de que los civiles sigan constituyendo la mayoría de las víctimas de los actos de violencia cometidos por las partes en los conflictos armados, en particular como consecuencia de los ataques deliberados, del uso indiscriminado y excesivo de la fuerza y de la violencia sexual y de género."	1
"Las disposiciones de amnistía excluyen la impunidad de la violencia de género."	1
"Hasta la fecha, 22.656 personas (3.075 familias) han sido preinscritas en el campo de El Aiún."	0
"La situación en Oriente Próximo (véanse S/7913, S/7923, S/7976, S/8000, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/9123, S/9135, S/9319, S/9382, S/9395, S/9406, S/9427 y Corr.1, S/9449, S/9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/Add.4, S/10855/Add.15, 16, 23, 24, 29, 30, 33, 41, 43 y 44; S/11185/Add.14-16, 21, 42/Rev.1 y 47; S/11593/Add.15, 21, 29, 42 y 49; S/11935/Add.21, 42 y 48; S/12269/Add.12, 13, 21, 42 y 48; S/12520/Add.10, 11, 17, 21, 37, 39, 42, 47 y 48; S/13033/Add.2, 16, 19, 21, 23, 34, 47 y 50; S/13737/Add.15, 16, 21, 24-26, 33, 47 y 50; S/14326/Add.10, 11, 20, 24, 28, 29, 47 y 50; S/14840/Add.8, 21-25, 27, 30-33, 37, 42 y 48; S/15560/Add.3, 21, 29, 37, 42, 45, 47 y 48; S/16270/Add.6-8, 15, 20, 21, 34, 35, 40 y 47; S/16880/Add.8-10, 15, 20, 21, 41 y 46; S/17725/Add.2, 15, 21, 28, 35, 38, 43 y 47; S/18570/Add.2, 21, 30 y 47; S/19420/Add.2-4, 18, 19, 22 y Corr.1, 30, 48 y 50; S/20370/Add.4, 12, 16, 21, 30, 32, 37, 44, 46, 47 y 51; S/21100/Add.4, 21, 30 y 47; S/22110/Add.4, 21, 30 y 47; S/23370/Add.4, 7, 21, 30 y 47; S/25070/Add.4, 21, 30 y 48; S/1994/20/Add.3, 20, 29 y 47; S/1995/40/Add.4, 21, 29 y 47; S/1996/15/Add.4, 15, 21, 30 y 47; S/1997/40/Add.4, 21, 30 y 46; S/1998/44/Add.4, 21, 30 y 47; S/1999/25/Add.3, 20, 29 y 46; S/2000/40/Add.4, 15, 20, 21, 24, 29 y 47; y S/2001/15/Add.5; véase también S/2000/40/Add.39, 44, 46, 47 y 50; y S/2001/15/Add.11-13)"	0
