"ar_en_TRANSFORMERS"	"MatCoop"
"While the Commission has considered all events related to the current conflict in Darfur, it has focused in particular on the facts from February 2003, when the events were clearly exacerbated in size, intensity and consistency, and until mid-January 2005, just before the date when the Commission had to submit its report."	1
"On 30 November 2014, regime warplanes fired a missile at a commercial street in the village of Huslah in Dayr al-Zawr, killing 12 people, including five children and four women, injuring 11 others, and destroying six shops and three houses."	0
"(a) Implement national counter-terrorism legislation, taking into account international human rights standards;"	1
"UNOCI will also provide logistical support for the redeployment of the national police in the northern part of the country in support of an agreed comprehensive security plan for the electoral process developed by the Ivorian authorities, with the assistance of UNOCI and the Licorne force."	1
"The Group of Experts recommended, inter alia, the establishment of an independent international mechanism with concurrent functions to monitor the local accountability process and conduct independent investigations."	0
"21. Progress has been made in the registration, screening and certification programme for national police officers, with 2,944 fully certified officers (including 565 women), representing 94 per cent of their strength, as at 20 September."	1
"Some States must further strengthen their judiciary so that terrorists can be prosecuted in full compliance with the rule of law."	1
"Following the Committee &apos; s approval, in September 2008 the Executive Directorate led a joint Committee/CTITF mission to Madagascar."	1
"19. Two States have criminalized the financing of terrorism, while another five have introduced some legal provisions to address this issue."	1
"States should strengthen their legal frameworks to criminalize the illicit manufacture, possession and trafficking of small arms and explosives."	1
"In addition, President Costenica &apos; s victory of Kosovo Albanian leaders is perceived as a threat to their aspirations for the independence of the province."	0
"As noted above, it has become clear that counter-terrorism measures are most effective when implemented in the context of a broad strategy that includes attention to factors contributing to extremism, including ensuring that those involved in the recruitment of terrorist groups or incitement to terrorist acts are prevented or discouraged."	1
"Recalling resolution 1373 (2001) of 28 September 2001, which established the Counter-Terrorism Committee, and recalling also its other resolutions concerning threats to international peace and security caused by terrorist acts,"	1
"Members of the Council unanimously expressed concern at the current status of the peace process and expressed the hope that the Group of Friends of the Secretary-General at its next meeting would be able to move this situation forward."	0
"Maintenance equipment and stores - USD 703,572"	0
"Other listed groups, such as Lashkar-e-Tayyiba (QE.L.118.05), are training and recruiting their own personnel in areas controlled by the Taliban in Pakistan."	0
"May 2009 (see S/2009/504, para. 20), which reaffirms the agreed criteria for the resumption by PNTL of its primary policing responsibilities, and as at 20 September, the joint assessment teams comprising civilian and police representatives from the Government and UNMIT had completed the assessment of all 13 districts and 6 units."	1
"During its meetings with President Gbagbo and the Ministers of Defence and Internal Security, the Commission was informed that the decision to mobilize the national armed forces was intended to thwart and prevent the demonstration."	0
"Similarly, the full deployment of the civilian police component of the Mission, as mandated by the Security Council, remains unresolved."	1
"The Office has begun work on at least seven cases."	1
"(e) To authorize the establishment of independent newspapers and other media; to allow citizens the free use of the Internet and social media, international communications, radio and television broadcasting and foreign publications, such as the popular culture of other countries; and to abolish compulsory participation in mass organizations and ideological orientations;"	1
"States should establish a clear, complete and consistent legal framework that classified terrorist acts as serious criminal offences and punished them according to their gravity, defined jurisdictions and assisted the courts in bringing terrorists to justice."	1
":: Honorary Ph.D. from Baku State University, Azerbaijan 2005"	0
"(o) To develop and implement, in close consultation with [national] authorities..., a multi-year joint justice support programme with the United Nations to develop the criminal justice system, police, judiciary and prisons in conflict-affected areas and to provide strategic programmatic support at the central level..."	1
"Decides that all States shall refrain from providing any form of support to non-State actors that attempt to develop, acquire, manufacture, possess, transport, transfer or use nuclear, chemical or biological weapons and their means of delivery;"	1
"Two of them (Zambia and South Africa) have so far replied to communications."	0
"In this context, it was pointed out that, in addition to making a decisive contribution to efforts to combat impunity per se, the establishment by the Council of the ad hoc tribunals also had a catalytic effect at the national level: the existence and work of the International Tribunal for the Former Yugoslavia had encouraged the establishment of national war crimes courts in Bosnia and Herzegovina, Croatia and Serbia; and the presence and work of the International Criminal Tribunal for Rwanda had placed considerable pressure on Rwanda to reform its judicial system."	1
"In that context, we believe that it is important that the Security Council pay the utmost attention to the threats posed by fundamentalist and extremist religious organizations such as the Liberation Party and urge the Council to impose severe sanctions on terrorist organizations."	0
"2. The situation in the Middle East."	0
"20. Decides that the Office of the Ombudsperson shall assist the Committee in its consideration of delisting requests and shall be established for an initial period of 18 months from the date of adoption of this resolution, requests the Secretary-General, in close cooperation with the Committee, to appoint an eminent person of high moral character, impartiality and integrity with high qualifications and experience in relevant areas, such as law, human rights, counter-terrorism and sanctions, to serve as Ombudsman, with the mandate set out in annex II to the present resolution, and further decides that the Ombudsperson shall perform these functions in an independent and impartial manner and shall refrain from seeking or receiving instructions from any Government;"	1
"The Border Intelligence Guard is under the direct command of military intelligence officers in the division where they are required to work, otherwise they are subject to the normal chain of command in the armed forces."	1
"5. Abyei and efforts to break the impasse"	0
"9. Initiate demining of pillar sites."	0
"Even if the facts were reported to the police, the perpetrators appeared to enjoy impunity and attacks against women continued."	0
"The claim concerns the alleged loss of property, such as electrical cables, the quantities of oil and spare parts used by Hitachi in the installation work of various projects in Kuwait, all of which were owned by MEW."	0
"The Panel believes that, ideally, frozen funds should be kept centrally in low-risk forms and at interest rates such as government bonds or central banks to reduce the risk of loss and ensure proper control."	0
"1.1 Please inform the CTC of the enactment of the new Criminal Code, in particular the provisions criminalizing the recruitment of persons for the purpose of committing terrorist acts."	1
"14. Notes the evolving link between terrorism and information and communication technologies, in particular the Internet, and the use of such technologies to commit and facilitate the commission of terrorist acts through their use to incite, recruit, finance or plan terrorist acts, and directs the Executive Directorate to continue to address this issue in consultation with Member States, international, regional and subregional organizations, the private sector and civil society and to advise the Committee on other possible approaches;"	1
"Question concerning cargo on board the MV Santiago"	0
":: 26 April 2005, the last Syrian forces to leave Lebanon and terminate a 29-year military presence."	1
"19. The national reintegration and community rehabilitation programme, which is expected to absorb a total of 6,000 ex-combatants, has facilitated the registration of Forces nouvelles personnel and shed light on their background."	1
"Sometimes only his first name is given."	0
"29. Only three States have criminalized the financing of terrorism, while two others have introduced legal provisions to address this issue."	1
"Mr. Paul Antoine Bohun Bouabri, born on 9 February 1957 in Isiya."	0
"Acknowledges the policy of cooperation pursued by neighbouring States, including [names of the States concerned], by maintaining their borders open to refugees... and encourages them to continue this policy and to contribute to the stabilization of the situation whenever possible;"	1
"At its seventy-fourth General Assembly in September 2005, the International Criminal Police Organization (INTERPOL) adopted resolution AG-2005-RES-05 on cooperation between the United Nations and the International Criminal Police Organization (INTERPOL), which establishes a special notification for individuals on the Consolidated List, which the Organization could issue at the request of the Committee, to alert States that United Nations sanctions targeted certain individuals."	1
"Welcoming the adoption by the United Nations General Assembly of the United Nations Global Counter-Terrorism Strategy (resolution 60/288 of 8 September 2006) and the establishment of the Counter-Terrorism Implementation Task Force to ensure coordination and coherence in the counter-terrorism efforts of the United Nations system,"	1
"France, Germany, United Kingdom of Great Britain and Northern Ireland"	0
"Considerable progress has been made in efforts to prevent terrorists from abusing refugee and asylum systems."	1
"Yemeni officials informed the Group that about 30 per cent of abductions in Yemen were committed by Al-Qaida in Arabian Island."	0
"Stressing that safe havens for terrorists remain a serious concern and that all Member States must cooperate fully in the fight against terrorism in order to find and bring to justice any person who supports or facilitates the financing, planning, preparation or commission of terrorist acts or the provision of safe havens, participates or attempts to participate, and not to grant safe haven to that person, based on the principle of aut dedere aut judicare,"	0
"The purpose of the special meeting was to take the first step towards raising regional awareness of the sanctions regime and promoting enhanced cooperation between the Committee and the countries of the Sahel and the Maghreb region."	1
"Therefore, the establishment of mixed courts that might be able to rely on the national legal system would lead to serious problems, particularly with regard to the Sudanese Code of Criminal Procedure of 1991."	1
"The objectives of the programme are to assist in the implementation of the structural reforms necessary to enable the Congolese State to extend its authority throughout the country, to strengthen the capacity of local communities to cope with adverse shocks, to provide economic opportunities for unemployed youth and other high-risk groups and to achieve tangible peace dividends in the western provinces."	1
"In order to make a decision in the absence of identifiers, the Committee often applies the standards used by Interpol, which issues INTERPOL-United Nations Security Council Special Declarations to national law enforcement agencies on all listed persons and entities for which at least two elements of identity investigation are available."	1
"The European Union now calls on the Government of National Unity to make rapid progress in addressing other aspects of the implementation of the Comprehensive Peace Agreement, including the establishment of the Assessment and Evaluation Commission to monitor progress in this regard as a first step."	1
"KFOR and UNMIK police cooperated in managing security for key public events, addressing political violence and providing special security services to threatened minority communities."	1
"This included induction courses for all Mission civilian and police personnel upon arrival."	1
"On 30 November 2014, regime warplanes fired a missile at the city of Aan, killing 11 people, including a child."	0
"In most cases, vessels - through vigilance, situational awareness and resolute response in accordance with best management practices to protect against acts of piracy originating from Somalia - have successfully prevented the attackers from boarding the ship."	1
"4. The average monthly income received from the Compensation Fund from the beginning of the year to date has been approximately $351.2 million, leaving the average quarterly compensation payments at over $1 billion."	1
"61. The protection of civilians in eastern Chad involves more than just ensuring the physical security of refugees, displaced persons and humanitarian workers and providing logistical support and hard-wall structures for DIS."	1
"The Security Council calls upon Member States to cooperate urgently in resolving all outstanding issues with a view to the adoption of the draft comprehensive convention on international terrorism."	1
"States should make their legislation and guidance flexible and strong enough to cover new threats and remain relevant to their preventive role."	1
"16. In an effort to contain the Ebola outbreak, some West African countries closed their borders and stopped commercial flights to the three most affected States, Guinea, Liberia and Sierra Leone. On 10 August, CÃ´te d &apos; Ivoire imposed restrictions on flights to and from the three States, followed by the closure of the land border on 22 August."	1
"The progress achieved was real, indeed extraordinary, and was due to the determination of the people of that country."	0
"The Treaty establishing the Court, the Rome Statute, entered into force on 1 July 2002."	1
"A number of regions have also concluded specific agreements to control the export, import and transit of such weapons."	1
"A fourth element of equal importance in this regard has emerged in the context of the withdrawal of Syrian forces, military equipment and the intelligence apparatus, namely, the need to reach an agreement between Lebanon and the Syrian Arab Republic on the international border between them and the demarcation of the border on the ground."	1
"2. The situation in East Timor."	0
"In this regard, I attach the communiqué of this meeting (see annex)."	0
"4. Pursuant to past practice, the representative of Austria, in his capacity as Chairman of the Working Group, briefed the Security Council on the progress made by the Working Group as part of his statements to the biannual public meetings of the Security Council to hear briefings on the completion strategies of the Tribunals, on 4 June (S/PV.6134) and 3 December 2009 (S/PV.6228)."	0
"Members of the Council stated that the United Nations had a leading role to play in the international response to Libya &apos; s post-conflict needs."	1
"(n) To monitor the implementation of the measures imposed by paragraph 1 of resolution 1807 (2008), in cooperation, as appropriate, with the Governments concerned and with the Group of Experts established by resolution 1533 (2004), including, where necessary and without notification, the inspection of aircraft shipments and any means of transport using ports, airports, airfields, military bases and border crossings in North and South Kivu and in Ituri;"	1
"Only the following basic details of the six projects were provided by Shah."	0
"The special procedures in this field are as follows:"	0
"On behalf of the Security Council Committee established pursuant to resolution 1540 (2004), I have the honour to refer to paragraph 9 of Security Council resolution 1810 (2008) and transmit herewith the Committee &apos; s decision to extend its ninth programme of work until 25 April 2011:"	0
"NITC &apos; s main loading and transport facilities were located on Kharg Island."	0
"In the opinion of the Secretary-General, these credentials are in order."	0
"Transmission of cases to the Ombudsperson by the Committee"	0
"Emphasizing the need to intensify the fight against terrorism at the national level and to promote, under the auspices of the United Nations, effective international cooperation in this field on the basis of the principles of the Charter of the United Nations and the norms of international law, including respect for international humanitarian law and human rights,"	1
":: Accession to instruments to which it is not yet a party;"	0
"Mr. Malik wanted to send United Nations police officers with Colonel Reese to meet with Brigadier General Ruak, who refused to do so in the belief that the presence of more police officers wearing blue shirts would aggravate the situation."	0
"The equipment was placed under the custody of the Secretary of Arms on board the United States vessel and was then handed over to the Yemeni authorities."	0
"The remarks made by Deputy Prosecutor Bensouda focused on the role and impact of the International Criminal Court in promoting the investigation and prosecution of serious crimes of concern to the international community."	1
"The three States visited by the Committee played an active role in the establishment of specialized counter-terrorism agencies and/or police units and worked to ensure that they were provided with the necessary training and tools to perform their tasks in various areas related to counter-terrorism."	0
"The Mechanism informed UNHCR that both men were on the list of senior UNITA officials."	0
"The Council of the League of Arab States at ministerial level,"	0
"The remains of the victims were transferred to the Helversom military base, where identification operations are carried out."	1
"In one of his remarks, Theo Van Boven, former Special Rapporteur of the Sub-Commission on Prevention of Discrimination and Protection of Minorities, referred to this provision as more extensive and specific with regard to the right of victims to reparation than any previous international human rights convention.\""	1
"39. The judicial system continues to suffer from technical deficiencies that undermine public confidence in it."	0
"Act No. 535/2004, on the prevention and combating of terrorism, was promulgated by decree of the President of Romania by Decree No. 994/2004 of 24 November 2004 and entered into force three days thereafter."	1
"B. Dispersion of militia elements in Ituri"	0
"Notes that a series of measures by the international community is needed to share the burden on African refugee-hosting States and to support their efforts to ensure the security and civilian and humanitarian character of refugee camps and settlements, including in the areas of law enforcement, disarmament of armed elements, reduction of the flow of arms to refugee camps and settlements, and the separation of refugees from other persons who do not meet international protection requirements granted to refugees or who otherwise do not require international protection and the demobilization and reintegration of former combatants."	1
"The Unit participates in multi-agency task forces established to investigate money-laundering and to confirm that crimes, including the financing of terrorism, have been committed."	1
"To the extent possible, compile, evaluate, monitor and report and make recommendations on the implementation of the measures; conduct case studies, as appropriate; and conduct in-depth examination of any other relevant issues as addressed to the Committee;"	1
"26. Furthermore, the comprehensive review acknowledged the large number of measures taken by States to implement the obligations arising from resolution 1540 (2004), but identified some areas in which States have adopted fewer measures, such as biological weapons, their means of delivery, national control lists, access to relevant equipment and financing of prohibited or illicit proliferation activities."	1
"5. Requests the Secretary-General, pursuant to paragraph 6 of resolution 1980 (2011), to keep it informed in the final report referred to in paragraph 2 above and due on 30 June 2011, as well as in his future relevant reports on UNOCI and UNMIL, of developments, measures and efforts undertaken in the coordination of UNOCI and UNMIL to assist the Governments of CÃ´te d &apos; Ivoire and Liberia in monitoring their borders and surrounding areas, including by providing information on how assets transferred contribute to this effort, paying particular attention to any cross-border movement of combatants or arms, and in this regard encourages UNOCI and UNMIL, within their respective mandates and capabilities and areas of deployment, to assist the Governments of CÃ´te d &apos; Ivoire and Liberia in disarming those who endanger national reconciliation and the consolidation of peace;"	1
"B. Financial losses 409 - 411 84"	0
"Common standards and procedures are being developed in six main areas: code of conduct; training materials and strategies; standardization of procedures for referral of complaints within an agency; communication with local communities; standardization of procedures for implementing agency partners and MONUC in compliance with the Secretary-General &apos; s bulletin ST/SGB/2003/13 on special measures for protection from sexual exploitation and abuse; and referral of complaints received by one agency concerning an incident involving a staff member of another agency."	1
":: Consultations were held with several partners, including the World Bank, the African Development Bank, the Islamic Development Bank, Arab funds and banks, the European Union and the United Nations, who recognized the importance of the priority investment programme and expressed their commitment to assist the Group of Five in financing the programme and in establishing a permanent secretariat; they commended the potential of the Group of Five and the strong leadership of their heads of State, as demonstrated by their outstanding approach to the main challenges facing the Sahel region, particularly in the areas of security and development."	0
"(c) Cooperate, in particular through bilateral and multilateral arrangements and agreements, to prevent and suppress terrorist attacks and take action against the perpetrators of such acts;"	1
"17. The Office of Information and Management will continue to expand and update the Committee &apos; s website and increase the number of electronic links available to United Nations websites and other entities with counter-terrorism mandates."	1
"100. The voter programme with special needs has been established to assist special groups of voters, including those who are sheltered in their homes by fear, hospital inmates, mentally retarded persons, the elderly and prison inmates, to register and vote simultaneously."	1
"(b) Damage to or depletion of forest resources;"	0
"8. By its resolution 2128 (2013), the Security Council amended the notification requirements relating to the arms embargo by deciding that the Liberian authorities should have primary responsibility for notifying the Committee, at least five days in advance, of the shipment of any supplies of lethal weapons and related materials, or of any assistance, advice or training related to military or other security sector activities of the Government of Liberia."	1
"He immediately decided to return to Timor-Leste and attended a meeting at the Prime Minister &apos; s residence at around 4 p.m. on 29 April 2006 with all those present at 6 p.m. the previous day, a decision was taken to withdraw the armed forces from the city to the outskirts of Dili but with the continued joint patrols of the military police and PNTL inside the city."	1
"To be held on Wednesday, 11 August 2004, at 10 a.m."	0
"During the month of September, there were violations on both sides, attacks and counter-attacks, reprisals and reprisals."	0
"After the training, these officers remained under his command and were armed with Steyr weapons."	0
"The situation in Cyprus (16 July 1974; 13 June 2008)"	0
"However, much remains to be done, particularly in the areas of the rule of law, law enforcement, government capacity, development, the private sector and personal security for all Afghan citizens."	0
"With regard to air freight and other means of transport, customs does not have arrangements for prior notification of shipments."	0
"The trial in the case of the murder of Floribert Shibia Bayzer, a human rights activist, and his driver Fidel Bazana, on 2 June 2010, is continuing."	1
"Firm action will be taken to prevent and combat gender-based violence, including sexual exploitation and abuse."	1
"All States of the subregion are members of the International Criminal Police Organization (INTERPOL) and have established Interpol national central offices."	1
"If banks overthrew them in determining what needs to be scrutinized as a possible case of financing terrorist acts, they are likely not to be aware of the use of new or old methods."	1
"We believe that the issue of supporting the legitimacy of the Government is important because of the existence of a causal relationship, legitimacy and the removal of resistance by informal actors and networks of the nature of the force in Afghanistan."	0
"We strongly condemn these practices, which constitute a flagrant violation of international conventions and humanitarian laws and norms. We call on the international community, the members of the Quartet and all the actors to intervene immediately and resolutely to compel Israel to put an end to such actions, which pose a serious threat to security and stability in the Middle East region. Violence can only result in violence, which could put the region in a spiral of difficulty."	0
"39. Victims of trafficking subject to deportation orders continue to receive assistance from the shelter programme managed by the institution-building component."	1
"For more than five years, the other two States had enacted counter-terrorism laws but had not reported any investigations or prosecutions."	1
"Another State had established an interdepartmental working group on migration to implement measures to promote integration, including in the areas of language skills and job training, to promote dialogue with migrants and to monitor racist, xenophobic and extremist acts."	1
"14. Decides that, in determining whether to remove names from the Consolidated List, the Committee may consider, inter alia, (i) whether an individual or entity has been included in the Consolidated List due to an error in identification, or (ii) whether an individual or entity has become not meeting the criteria set out in the relevant resolutions, in particular resolution 1617 (2005); in carrying out the assessment mentioned in point (ii) above, the Committee may consider, inter alia, whether the individual or entity has died or has been effectively established that the individual or entity has severed all ties, as defined in resolution 1617 (2005), with Al-Qaida, Usama bin Laden, the Taliban and their supporters, including all individuals and entities on the Consolidated List; and 15. Decides to extend the period for the Committee &apos; s consideration of notifications pursuant to paragraph 1 (a) of resolution 1452 (2002) from 48 hours to three working days;"	0
"On 3 August, President dos Santos received Mr. Brahimi, who arrived in Luanda on 31 July, and Mr. Savimbi received him in Andulo the following day."	0
"29. The Committee encourages the Executive Directorate to continue its analysis of regional and thematic issues, including with a view to briefing the Committee and all members, taking into account the evolving global situation and focusing on key topics such as the use and abuse of new information and communications technologies, the protection of the rights of victims of terrorism, emerging challenges associated with prosecuting terrorism cases, strategic partnerships with relevant non-State actors (including women &apos; s and youth groups, religious leaders, the media and the private sector), the protection of tourism infrastructure, kidnapping for ransom, countering violent extremism and crimes financing terrorism."	0
"However, no progress has been made so far."	0
"Concerned at the absence of major armed movements from the negotiations to date, they urged continued work with the Government and non-signatory movements to increase the inclusiveness of the peace process."	1
"The preliminary investigation showed a general atmosphere in which everyone claimed that there was no idea that something that was simulating around Hariri would threaten his life."	1
"66. The mission asked Government military leaders whether anyone had been brought to justice for their abuses."	0
"To this end, the Department of Local Administration has set several reference goals as vital to this process, including the establishment of the three committees decided by the municipal councils, namely, the Policy and Finance Committee, the Community Committee and the Mediation Committee."	1
"Promoting and supporting accurate management of information on conflict"	1
"The clashes resumed the following morning, 18 August, with less intensity."	0
"Although local cells are known to be engaged in limited criminal activities, such as credit card fraud and drug distribution), and UNODC indicates that mobile groups on the border between Afghanistan, Pakistan, the Islamic Republic of Iran and Uzbekistan collect transit charges from drug carriers, and thus benefit the Taliban), there is as yet no consistent evidence indicating the involvement of major terrorists in drug trafficking or organized crime."	0
"(c) Regularly update the consolidated list referred to in paragraph 1;"	0
"\"The Security Council reaffirms that the conflict in Afghanistan cannot be resolved by military means and that the only way to achieve peace and reconciliation is through negotiation to reach a political settlement aimed at establishing a broad-based, multi-ethnic, representative Government acceptable to all Afghans."	0
"The structure of the Conference will be centred around a preparatory process culminating in two summit meetings."	0
"It covers the period from 24 March 1999 to 23 September 1999."	0
"1. A group of six inspectors left the Canal Hotel in Baghdad at 8.30 a.m. and went to the Faculty of Medicine/Mastariyah University, located in the Qadisiyah neighbourhood of Baghdad."	0
"2. Decides that the Executive Directorate shall continue to serve as a special political task under the policy guidance of the Counter-Terrorism Committee for the period ending 31 December 2010 and further decides to conduct an interim review by 30 June 2009 and to consider comprehensively the work of the Executive Directorate before the end of its mandate;"	1
"64. Since 1950, the Democratic People &apos; s Republic of Korea has resorted to systematic abduction, denial of repatriation and subsequent enforced disappearance from other countries on a large scale and under a State policy."	0
"... notes the importance of conducting ongoing reviews of methods and procedures, reviewing the outcome of operations and conducting investigations, in cooperation with the Government... in cases where civilian casualties are recorded and when the Government deems it desirable... to conduct such joint investigations and to continue to cooperate with [the national security forces] in order to further structure the protection of civilians, in particular women and girls,"	1
"The secretariat consisted of criminal investigators, human rights monitors, legal advisers, a political adviser, an expert on military sector reform, a police reform expert, a data management officer, security officers and other administrative support staff."	1
"Police and security agencies should be authorized to use special investigative techniques - taking due account of human rights considerations - in terrorism-related investigations and in gathering evidence for counter-terrorism cases."	1
"61. As requested in the current programme of work of the Commission, efforts have continued to be made for all States to report bilaterally in New York with missions of States that have not yet reported to the Commission, or within the framework of opportunities or other activities at the regional level."	1
"(f) Music instruments - USD 854,380"	0
"I welcome the efforts of States to ensure that suspects have access to a fair trial and humane and safe prison conditions, in line with international human rights standards."	1
"50. Recalls its decision that, when a request for delisting is made by the designating State, the requirement for States to take the measures set out in paragraph 1 of this resolution in respect of the individual, group, undertaking or entity under consideration shall cease to exist after sixty days, unless the Committee decides by consensus before the end of that 60-day period that such measures shall remain in force in respect of the individual, group, entity or institution; in the event that a consensus is not reached, the Chairman shall, at the request of a member of the Committee, submit the question of whether to remove the individual, group, undertaking or entity from the list to the Security Council for a decision within sixty-day period; and further, in the event of such a request, that the request for States to take the measures set forth in paragraph 1 of this resolution shall remain valid during that period in respect of the individual, group, undertaking or entity until the Security Council decides on the matter;"	1
"9. Expressed their sincere appreciation to the Islamic Republic of Iran for the excellent arrangements made and for the hospitality extended to them, which culminated in the success of their first conference."	0
"85. By the time of the next review, there will be a narrative summary setting out the reasons for listing for all listed parties in accordance with paragraph 14 of resolution 1904 (2009)."	0
"On another level, the Secretariat-General addressed the Permanent Delegation of the African Union to the League of Arab States in this regard, note No. 647/5 of 30 January 2008."	0
"35. Decides, with a view to assisting the Committee in fulfilling its mandate, that the Monitoring Team of the 1267 Committee established pursuant to paragraph 7 of resolution 1526 (2004) shall also support the Committee for a period of 36 months, the mandate of which is contained in annex A to the present resolution, and requests the Secretary-General to make all necessary arrangements to that end;"	0
"The situation in the Middle East"	0
"Red Cross vehicles and elements were reportedly seen on the scene sometimes assisting the injured."	1
"Such certificates must be issued by the officials responsible for the audit of the public finances of the relevant Member State."	0
"In addition, the facilities were simple and did not include child-friendly spaces."	0
"To be held on Thursday, 11 May 2000, at 8 p.m."	0
"In this regard, it should be noted that the WAEMU Uniform Act on Combating the Financing of Terrorism provides for the freezing of financial assets belonging to terrorists under administrative procedures."	1
"The forest is now under the control of the national army."	0
"Some States had developed national counter-terrorism strategies, but the level of implementation needed to be improved and greater emphasis should be placed on preventive aspects, including, in particular, countering incitement to terrorism and the threat of radicalization leading to violent extremism."	1
"There are certainly people who feel uneasy about what they see as an excessive and, indeed, negative preoccupation with the communal balance."	0
"I also wish you a happy year for your families and countries, as well as for the dependants who have accredited you here in Côte d'Ivoire."	0
"The concerns expressed by this group included the challenge posed by the sedition of the base, the use of the Internet by terrorists, the glorification of terrorism through the media, the undefined nature of sanctions, the need to support rehabilitation programmes and the exchange of technical and operational intelligence."	1
"The Bir Lahlou team site was reinforced with additional military observers from the Tifariti team site and maintained close contact with the Frente POLISARIO."	1
"The officer in charge of the crime scene, Major General Naji Malab of the Internal Security Forces, arrived at the scene at 1.05 p.m. on 14 February 2005. On 3 March 2005, he issued a report on the examination by the Lebanese authorities of the crime scene [General Directorate of the Internal Security Forces, Beirut Police Unit, No. 95], which states:"	1
"With regard to President Kabila &apos; s request for MONUC to assist in the training, equipping and deployment of 20 police units to garrisons, progress remains limited owing to the lack of complementary donor support for the provision of essential equipment (see S/2010/164)."	1
"40. Once this classification process has been completed, each item that duplicates others will be identified and excluded."	0
"44. The Joint Human Rights Office continued to investigate alleged violations of human rights and international humanitarian law committed by armed groups and national security forces."	1
"States have also strengthened the implementation of necessary counter-terrorism measures at the institutional level."	1
"During the period under review, the Mission discovered and marked 260 pieces of mines and unexploded ordnance and monitored the destruction of 3,693 mines and unexploded ordnance."	0
"If the medical report confirms the victim &apos; s allegations, the case is referred to the police for further investigation."	1
"The Security Council recognizes that development and security are mutually reinforcing and essential to an effective and comprehensive approach to counter-terrorism."	0
"Bearing in mind its primary responsibility under the Charter of the United Nations for the maintenance of international peace and security, and stressing the importance of taking measures aimed at the prevention and settlement of conflicts,"	1
"6. On 10 November 2011, the Commander of the Joint Allied Forces Command in Naples entrusted the Commander of KFOR with the task of continuing operations to establish and maintain access control points and selectively remove roadblocks along the main supply routes leading to Gate 1 and DOG 31, in order to create the conditions for the unrestricted restoration of freedom of movement and a safe and secure environment for all, pursuant to Council resolution 1244 (1999)."	1
"To be held on Monday, 22 December 2008, at 11.53 a.m."	0
"Libya is still in post-revolutionary transition."	0
"Clearly, the Executive Directorate should continue its efforts to achieve those goals."	0
"D3. Provide regular training on gender issues to all categories of humanitarian personnel, raise awareness of humanitarian personnel and partners working in emergency situations and in rehabilitation programmes and projects, and build their capacity in gender analysis and participatory tools"	1
"27. Owing, inter alia, to the extensive expansion of Western Sahara, it was not possible to obtain a comprehensive picture of the number of mine/ERW incidents in the Territory."	1
"The Mission &apos; s interim health policy has been amended to take into account the recommendations made by the task force of local and international health professionals."	1
"In a region that is complex and vital in the maintenance of international peace and security, the authorities face great difficulties and constraints in responding to the demands and aspirations of an enthusiastic people for reform."	0
"40. In supporting national efforts and within their respective mandates, United Nations entities have sought to achieve the goals set out in resolution 1325 (2000)."	0
"6. In line with the statement of the inaugural meeting of the High-level Panel, the Group of Experts consisted of the following:"	0
"As you are aware, on 12 December 2000, I witnessed the signing of the Agreement between the Government of the State of Eritrea and the Government of the Federal Democratic Republic of Ethiopia, which took place in Algiers at a solemn ceremony hosted by President Abdelaziz Bouteflika."	1
"The Mission has prepared a general reconstruction and investment programme called Kosovo: Reconstruction in 2000 to guide the commitments of new donors this year and to guide them to the priorities of the interim administrative structure."	1
"Those alliances allow them to undertake broader efforts aimed at destabilizing the African continent."	0
"'The Security Council reaffirms that Member States must ensure that any measures taken to combat terrorism comply with the Charter of the United Nations and all other obligations they have under international law, in particular international human rights, refugee and humanitarian law."	0
"This arrangement is based on strict respect for the two agreements."	0
"4. The Committee was established by Security Council resolution 1518 (2003) of 24 November 2003 to continue to identify, in accordance with paragraphs 19 and 23 of resolution 1483 (2003), individuals and entities whose funds, other financial assets and economic resources should be frozen and transferred to the Development Fund for Iraq."	1
"To be held on Wednesday, 31 January 2001, at 1.30 p.m."	0
"85. The armed forces also have an Operations Unit called Border Intelligence, whose primary role is to gather information."	1
"14. All victims, including those who are victims of house demolitions and evictions, should receive full and adequate compensation."	1
"In addition, the record-keeping requirements under article 12 could assist the Committee and the Monitoring Group in identifying the sources of weapons used by Al-Qaida and its associates."	1
"Atabou Bodian was also selected to chair the Panel of Experts."	0
"Implementation of the policy on gender equality and empowerment of women and girls."	1
"24. The Committee will consider the information provided by the Executive Directorate that it continues to pay close attention to resolution 1624 (2005) in the context of its dialogue with Member States; working with those Member States, in accordance with their obligations under international law, to develop strategies that include addressing incitement to commit terrorist acts motivated by extremism and intolerance associated with violence; and facilitating technical assistance for the implementation of resolution 1624 (2005)."	0
"In this regard, we take note of the statements made by Kosovo &apos; s main elected representatives, who immediately condemned that crime and demanded that the perpetrators be brought to justice."	0
"The prison provides better infrastructure and sanitation facilities, medical support for prisoners and staff, education programmes for prisoners and vocational training programmes in areas such as construction, sewing, carpentry and brick industry."	1
"The title of the article is \"Housing and assisting the wicked.\" Again, it also fits the analysis provided with respect to articles 475 and 477."	0
"3. Progress towards neutralizing foreign and Congolese armed groups in North and South Kivu provinces remains limited."	1
"There is no doubt that the structure and development of public administration in Timor-Leste remain an important challenge and must be taken into account."	0
