"en_es_GOOGLE"	"VerConf"
"15. Una amenaza particular ha surgido del uso cada vez mayor por parte de grupos y personas terroristas de nuevas tecnologías de la información y las comunicaciones para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de fronteras internacionales."	1
"24. Hasta la fecha, el Irán ha proporcionado al Organismo un DIQ inicial y tres DIQ revisados:"	0
"303. Se ha informado de muchos incidentes en los que, al parecer, las fuerzas gubernamentales rodearon aldeas y montaron guardia mientras los Janjaweed quemaban, saqueaban y cometían otras atrocidades contra la población."	0
"Una revisión exhaustiva posterior de los archivos en el Tesoro de las Naciones Unidas reveló que el número correcto de cartas de crédito para las cuales Cotecna había completado todo el trabajo relacionado con los documentos de autenticación en el momento de la entrega era efectivamente 17."	0
"Condenando el continuo flujo ilícito de armas dentro y hacia el [Estado afectado] en violación de las resoluciones [que prescriben sanciones], declarando su determinación de seguir supervisando de cerca la implementación del embargo de armas y otras medidas establecidas en sus resoluciones relativas a los [Estado afectado] estado],"	1
"(1) Esta Ley se aplicará, dentro del territorio de la República de Hungría, a"	0
"El Subsecretario General interino informó sobre los acontecimientos políticos en Ucrania, incluida la celebración de las elecciones parlamentarias del 26 de octubre y las elecciones celebradas por los rebeldes en Donetsk y Lugansk el 2 de noviembre, que habían sido deploradas por el Secretario General. y muchos en la comunidad internacional."	1
"Un mecanismo de este tipo es necesario para investigar plenamente la suerte corrida por las personas desaparecidas."	0
"Alrededor del 44 por ciento del volumen levantado provino de Ceyhan en Turquía."	0
"Un análisis de la amenaza que plantean los grupos terroristas en el continente africano suscita gran preocupación; Con razón o sin ella, confunde el extremismo político, religioso e ideológico con el crimen organizado."	1
"Algunos de ellos son sospechosos de haber cometido varios delitos simultáneamente."	0
"A la cuenta del Hotel Africa en el International Bank desde Borneo Jaya Pte, Ltd. (como transferencia bancaria)"	0
"Deplorando los continuos obstáculos que ha impuesto el Gobierno del Sudán a la labor del Grupo de Expertos durante el transcurso de su mandato, incluidas restricciones a la libertad de circulación del Grupo de Expertos y de la UNAMID, y limitaciones al Grupo de Expertos &#39; acceso a zonas de conflicto armado y zonas de presuntas violaciones de los derechos humanos y del derecho internacional humanitario, al tiempo que toma nota de una mejor interacción entre el Gobierno de Sudán y el Panel de Expertos,"	1
"Sin embargo, mi delegación lamenta observar que la situación de seguridad sigue siendo motivo de preocupación."	1
"No proliferación (29 de marzo de 2006; 10 de diciembre de 2008)."	0
"Además de renovar la esperanza para el pueblo de la República, estos cambios han brindado a la UNMIK una nueva oportunidad para mejorar sus consultas con las autoridades federales y entablar un diálogo constructivo sobre cuestiones de interés mutuo."	0
"La nota conceptual describe el camino a seguir para la evaluación conjunta de las necesidades de Somalia e incluye una participación sustancial de los somalíes en el ejercicio, como contrapartes gubernamentales y zonales y expertos internacionales de la diáspora somalí."	0
"Esto ha provocado graves tensiones con las comunidades locales, así como amenazas contra la MONUC por parte de algunos ex comandantes militares del CNDP ahora integrados en las FARDC."	1
