"","es_en_TRANSOFMERS","VerConf"
"1102",":: On 28 November 2014, regime warplanes launched a missile at a water crossing between the villages of Bolail and Sabha in Dayr al-Zawr province, resulting in five deaths and six injuries.",0
"1103","38. Reaffirms that the Monitoring Team shall transmit to the Committee every six months a list of individuals on the Al-Qaida Sanctions List whose death has been reported, together with an assessment of relevant information, such as the death certificate and, to the extent possible, the status and location of frozen assets and the names of individuals or entities likely to receive the unfrozen property, instructs the Committee to review those entries to decide whether they remain appropriate, and calls upon the Committee to eliminate entries for deceased persons when reliable information on the death is available;",0
"1104","The Palestinians must put an end to public incitement to violence and do their utmost to prevent militants from attacking Israel, thereby provoking a reaction.",1
"1105","Government leaders and their supporters, for their part, accused MPCI and other ârebel movementsâ of employing foreign forces and committing atrocities, in particular, the killing of dozens of Gendarmerie agents in BouakÃ©.",1
"1106","The criteria used to list a person or entity are set out in paragraphs 2 and 3 of resolution 2160 (2014) and relate to its association with the Taliban and as a threat to the peace, stability and security of Afghanistan.",1
"1107","- Call upon States and regional and subregional organizations to provide technical assistance to local police, the judiciary and correctional institutions (e.g. by providing personalized guidance and legislative development services).",1
"1108","4. No return to pre-1999 status.",0
"1109","At the same time, despite the promises of the democratic transition process, it should not be forgotten that this is a highly responsible stage in the history of the Middle East, which requires maximum vigilance and hard work in order to rule out miscalculation and unpredictability of the future of the region.",1
"1110","Terrorism undoubtedly represents one of the most serious threats to international peace and security and remains a major concern not only for African States but for the international community as a whole.",1
"1111","(b) Mamoon detergent project equipment",0
"1112","We are deeply concerned that unless both sides demonstrate a firm will to end terrorism and violence, the peace process will not succeed.",1
"1113","This is the time to promote that goal.",0
"1114","This makes it even more necessary to intensify efforts to properly establish and implement a travel ban targeting listed individuals, in particular those closely related to networking and facilitation activities.",0
"1115","2. Decides further that the mandate of UNOTIL shall be as follows:",0
"1116","This came as a result of the priority given by the European Commission to the continuation of structural reform of the police of Bosnia and Herzegovina, in the absence of an agreement on Bosnia and Herzegovina's accession to the European Union.",1
"1117","12. Demands that all parties cooperate fully with MONUC operations and ensure the immediate and unhindered security and access of United Nations and associated personnel to fulfil their mandate throughout the territory of the Democratic Republic of the Congo, demands in particular that all parties give full access to MONUC military observers, including in all ports, airports, airfields, military bases and border posts, and that, in addition, MONUC human rights observers be granted access to detention centres and classification centres, and requests the Secretary-General to report without delay on any non-compliance with these requirements;",1
"1118","(a) Communications systems - US$12,213,250",0
"1119","It is also clear, however, that the F-FDTL command took limited measures to verify the extent of the threat posed or to use non-military means to resolve the perceived threat. On 25 May, the F-FDTL High Command did not attempt to contact the PNTL operational command or to request the Prime Minister or the President to address the situation.",1
"1120","10. The situation in Georgia (8 October 1992; 15 June 2009).",0
"1121","By winning 41 of the 83 seats in the Republika Srpska National Assembly, Mr. Dodik was close to obtaining an absolute majority and more than doubled the previous 19 seats in the SNSD.",0
"1122","Brigadier General Taur Matan Ruak declined President GusmÃ£o's request to attend the demonstration and instead sent the F-FDTL Chief of Staff, Colonel Lere Annan Timor.",1
"1123","Less than half of the 140 States that submitted reports pursuant to resolution 1455 (2003) mentioned what measures they had taken to restrict or regulate the movement of precious goods, and those that did generally referred only to controls under customs and tax legislation.",0
"1124","At the same time, one of the issues that continues to be raised by the most intense discussions in the subregion is to ensure that counter-terrorism measures respect human rights obligations.",1
"1125","In addition, the Mission should continue to protect United Nations personnel and property and, in accordance with its current mandate and provided that adequate aviation resources are made available to it, and contain violent acts that threaten the protection of civilians during the electoral period.",0
"1126","The supervisory body, the High Council of the Prosecutor's Office, has not yet been established.",1
"1127",":: Council Regulation (EC) No. 2368/2002 of 20 December 2002",0
"1128","Father's name: Odai Mother's name: Ihsan",0
"1129","In both Bunia and Aru, the Panel noted that officials actually inspected aircraft arriving and leaving, albeit superficially.",0
"1130","Council members welcomed the Government's efforts to combat the Lord's Resistance Army, as well as the African Union regional cooperation initiative to end the Lord's Resistance Army and to appoint an African Union special envoy to coordinate the initiative.",0
"1131","Our main concern in that regard is the fact that, according to the report, none of the eight standards has yet been fully complied with.",1
"1132","Preliminary stage: At the beginning of the second mandate, in June 1999, a considerable number of preliminary motions were pending.",0
"1133","Based on the findings of the Commission and the investigations carried out to date by the Lebanese authorities, as well as the material and documentary evidence obtained, and taking into account the clues followed so far, there is evidence pointing to the joint involvement of Lebanese and Syrians in this terrorist act.",1
"1134","2. Decides to remain seized of the matter.",0
"1135","In that regard, we have taken note of the statements made by the main elected representatives of Kosovo, who immediately condemned the crime and called for those responsible to be brought to justice.",1
"1136","Underlining the obligation imposed on all Member States to implement fully resolution 1373 (2001), especially with regard to any member of the Taliban and Al-Qaida organization and all individuals, groups, undertakings and entities associated with the Taliban and the Al-Qaida organization who have been involved in the financing, planning, facilitating, preparing or perpetrating terrorist acts or supporting terrorist acts, as well as to facilitate the implementation of counter-terrorism obligations in accordance with relevant Security Council resolutions,",1
"1137","To take no action on such a dangerous group on the unfortunate pretext that it poses no threat from the Government is to renounce the essential responsibility of any State, that is, to ensure the security of its citizens.",1
"1138","2. The situation in Sierra Leone.",0
"1139","Both defendants were transferred to The Hague.",0
"1140","However, the process has also highlighted how important the challenges remain in Liberia's security sector, especially with regard to the logistics, communications and mobility capabilities of the police and immigration services.",1
"1141","âThe Security Council reiterates its demand for full civilian control of the armed forces.",1
"1142","There will be a risk that the tension will focus on the status to the detriment of the rules.",1
"1143","For example, most States still have to criminalize the financing of terrorism and declare it a predicate offence in relation to money-laundering.",1
"1144","Damage or total loss: office equipment (value)",0
"1145","The committees rejected too high a minimum of cases because, from the interrogation of the victims, they inferred that the crime reported did not constitute a violation because there had been no penetration, or that the complainants had confused the Arab words meaning âoppressionâ and ârapeâ, and had mistakenly filed complaints of other forms of abuse or violence, such as beatings.",1
"1146","Consequently, climate change was not only exacerbating existing threats to international peace and security; it was also in itself a threat to international peace and security.",1
"1147",":: Some members stressed that international law, in particular human rights standards, must be respected in the fight against terrorism; reiterating that terrorism constituted a serious violation of the rights and freedoms of the individual, including the fundamental right to life, one member stressed the need to establish the right of individuals to protection against terrorism and reiterated its initiative to develop, under the auspices of the United Nations, a code to protect human rights against terrorism.",0
"1148","In Libya, the collapse of state control following the fall of the Gaddafi regime in 2011, together with the ineffectiveness of border controls and the arms arsenal, led to the development of a major illicit arms market in the country, fuelling the ongoing conflict both within and throughout the Sahel region.",0
"1149","Reiterates its demand that all parties to armed conflict cease fully and with immediate effect all acts of sexual violence, and its call upon those parties to undertake and implement concrete and time-bound commitments to combat sexual violence, including, inter alia, the provision of clear orders through chains of command prohibiting sexual violence, and accountability for non-compliance with such orders, the prohibition of sexual violence in the codes of conduct and campaign manuals of military and police forces or its equivalent, and to make and implement concrete commitments on the timely investigation of alleged abuses; further calls upon all relevant parties to armed conflicts, within the framework of those commitments, to cooperate with appropriate personnel of United Nations missions monitoring their implementation; and calls upon the parties to designate, as appropriate, a high-level representative to ensure compliance with those commitments;",1
"1150","It is encouraging that progress has continued to be made in all four priority areas assigned to UNMIT, including dialogue initiatives on the main challenges facing the country, further progress in the resumption by the national police of primary responsibility for police functions, the enactment of a legislative package on national security, the National Strategic Development Plan and the Timor-Leste Justice Sector Strategic Plan.",1
"1151","The Syrian National Coalition is working to alleviate the suffering of the Syrian people and, likewise, we are working to end the conflict that causes that suffering.",0
"1152","Accountability [I]nvites the Government [of the affected country] to ensure the full implementation of its âzero tolerance policyâ on issues of discipline and human rights violations, including sexual and gender-based violence, committed by elements of [the armed forces], and also urges that all allegations of such violations be thoroughly investigated, with the support of [the mission], and that those responsible be brought to justice through a robust and independent process.",1
"1153",":: On 16 November 2014, ISIL executed 17 people at the Tabaqa market in Ar-Raqqa after being accused of espionage and collaborating with regime forces.",0
"1154","The officer in charge of the crime scene, General Naji Mulaeb, of the Internal Security Forces, arrived at the scene at 1305 hours on 14 February 2005. He has issued a report dated 3 March 2005 on the review carried out by the Lebanese authorities [General Directorate of the Internal Security Forces, Beirut Police Unit, reference No. 95], stating:",0
"1155","Hungary submits its declarations to IAEA under the Additional Protocol on the basis of that national registration system.",0
"1156","I expressed the deep concern of this Council and the Secretary-General at the recent increase in tensions between the north and the south, as well as at the continuing lack of progress on Abyei and other post-Comprehensive Peace Agreement issues.",1
"1157","“The Security Council notes with concern the postponement of the first round of the presidential elections, scheduled to be held on 29 November 2009, in accordance with the communiqué of 18 May 2009 of the Permanent Consultative Framework established by the Ouagadougou Political Agreement, which had been approved by all major Ivorian political actors.",1
"1158","The fact that both sides, the Republic of the Sudan and the Republic of South Sudan, use rhetoric intensively, is a matter of concern.",1
"1159","Eastern IRU agents threatened to walk the deceased's body through the streets of Dili before taking him to the residence of Commander General Martins.",1
"1160","The administrative costs, calculated on the basis of operational rates of exchange, are estimated at CFAF 162,432,000.",0
"1161","1. Deplores and condemns in the strongest terms the terrorist acts of ISIL and its violent extremist ideology, as well as its ongoing, flagrant, systematic and widespread abuses of human rights and violations of international humanitarian law;",1
"1162","Counter-financing of terrorism has improved throughout the subregion, but gaps remain, especially with regard to asset freeze mechanisms, regulation of alternative remittance systems and monitoring of non-profit organizations.",0
"1163","Mr. Malik wanted to send UNPOL officers with Colonel Reis to meet Brigadier General Ruak, which Colonel Reis refused, believing that the presence of more blue-shirted police officers would aggravate the situation.",1
"1164","Vice-Chairmen: Costa Rica and Viet Nam",0
"1165","He cautioned that shortcomings could occur if a âgroup of friendsâ, including non-members of the Council, were invited to participate in the Council's decision-making process.",1
"1166","Source: UNMIL and Panel of Experts.",0
"1167","Before presenting the results of the Commission's findings and legal qualification, it is appropriate to explain some aspects of displacement and destruction in order to give a clear picture of the magnitude and gravity of the situation.",0
"1168","We are concerned about the increase in the insurgency in some areas of Afghanistan.",1
"1169","The existence of a system of communicating vessels between criminal activities that fuel terrorism in Africa and criminal activities that thrive in other regions of the world cannot be ruled out.",1
"1170","This requires a clear stance, especially, speaking honestly, on the part of the United States of America.",1
"1171","2. With regard to the situation on the ground:",0
"1172","In case of repetition, the credit institution may lose its authorization to operate.",0
"1173",""" The Security Council also expresses its concern at the growing tensions in the Ituri region and calls on all parties to exercise restraint.",1
"1174","In Egypt, we continue to call for a peaceful and immediate transfer of power to a civilian Government.",1
"1175","However, concern continues for the 2.3 million people who continue to be in crisis.",1
"1176","Under the transitional provisions of the Constitution, the Presidential Council, composed of the President and two Vice-Presidents, will replace the Office of the President of the Republic in the first four-year period of the new Constitution.",0
"1177","Mr. Dinesh Mahtani (United Kingdom of Great Britain and Northern Ireland) (finance expert)",0
"1178","We urgently call for their increased support for the collective initiatives that our States will undertake, within the framework of the Nuakchott Process, to address the threat that terrorism, violent extremism and transnational organized crime pose to international peace and security.",1
"1179","2. Justice and the rule of law: the role of the United Nations",0
"1180","44. Qiu Xiaoyu, editor of Chinese international radio.",0
"1181","In counter-terrorism efforts there should be no âdouble standardsâ or unilateral measures of use of force that could weaken the cohesion of the anti-terrorism coalition and destabilize the situation at the regional and global levels.",0
"1182","- Undertakes to improve coordination with the Peacebuilding Commission and looks forward to the Commission's consideration in 2010 and recommendations on how to further enhance its role;",0
"1183","The Commission received reliable information that these persons had been tortured and subjected to cruel, inhuman and degrading treatment.",0
"1184","This is obviously because the States concerned rejected their measures.",1
"1185","Deploring the continuing obstacles that the Government of the Sudan has imposed on the work of the Panel of Experts during the course of its mandate, including restrictions on the freedom of movement of the Panel of Experts and UNAMID, and limitations on the Panel's access to areas of armed conflict and areas where violations of human rights and international humanitarian law have allegedly occurred, but noting that interaction between the Government of the Sudan and the Panel of Experts has improved,",1
"1186","The disarmament and detention of perpetrators of violent acts is the most important demand of the Council and the clearest case of failure by the Government to discharge its responsibilities.",1
"1187","The German vessel BBC China, flying the flag of Antigua, was diverted from its route to an Italian and registered port.",0
"1188","It has also been found that there have been contacts between this prepaid card and a number of prominent Lebanese and Syrian officials, for example, from the card contacts were established with three different numbers, which in turn were in contact with Mustapha Hamdan's mobile phone in January, March and July 2005.",0
"1189","The Team now also recommends that as soon as the Team or the Committee receives a report of the death of a listed individual, the Team make every effort to establish the facts, in cooperation with the States concerned, and transmit its findings to the Committee as soon as possible.",0
"1190","First, while Sierra Leone is the most advanced member of the West African Coast Initiative, the slow pace of progress elsewhere is impeding data sharing and early warning.",1
"1191","However, these production/time variations have a substantially lower impact on the United States dollar value of exports than the current oil price differentials.",0
"1192","It is believed that ransoms paid for the release of retained ships, cargoes and crews could be used to finance terrorist groups or activities.",1
"1193","To be held on Monday, 23 November 2009, at 10.15 a.m.",0
"1194","It will also continue to monitor and promote the implementation of resolution 1373 (2001) by Member States and will take practical measures to enhance the capacity of States to combat terrorism, including measures to facilitate the provision of technical assistance.",0
"1195","However, one participant wondered whether most Council diplomats generally placed global interests ahead of national interests.",0
"1196","However, there is still potential for a total collapse of public order, in addition to a collapse of the fragile economy and a disintegration of autonomous institutions.",1
"1197","On that occasion, it also provided an update on the threat posed by foreign terrorist fighters associated with the Islamic State of Iraq and the Levant and the Nusra Front, in accordance with paragraph 26 of resolution 2178 (2014).",1
"1198","Sustained developments in that direction would jeopardize efforts to restore and rebuild the country and, in the long term, threaten peace and stability throughout the region.",1
"1199","Without addressing the differences in the transitional federal institutions, the current political stalemate could create deeper divisions and undermine the very institutions that the Somali people so ardently yearn for and which the international community and the United Nations are ready to support.",1
"1200","To this end, inter alia, terminology that appears to accept the religious justifications advanced by Al-Qaida should be avoided; the Monitoring Team continues to argue that when non-Muslim commentators or politicians use religious terms to describe Al-Qaida, however convenient, habitual or intentional such use may be, the consequence is that it is more difficult to refute that message and prevent it from taking effect among those to whom it is intended.",1
"1201","While the United Nations Assistance Mission in Afghanistan and the Independent Electoral Commission had so far relied on civilian observers to defuse the tension of conflict, such a mechanism might not be sufficient to address the most serious threats.",1
"1202","As noted above, this approach is based on improving the Executive Directorate's understanding of current challenges in the fight against terrorism, a knowledge gained through active dialogue with States, in particular through its country assessment visits. The Executive Directorate continues to process specific requests for technical assistance related to the needs identified in the States it has visited and conducts this work in a selective manner by choosing the donors it considers most willing to collaborate, either because they are already involved in existing programmes in a particular State or because they have a strong interest or clear technical capacity in the area in question.",0
"1203","As MINURSO does not have a specific human rights mandate, it does not have personnel to monitor the human rights situation in the territory or in refugee camps near Tindouf.",0
"1204","UNMIS, together with the African Union High-level Panel and other international partners, will continue to make efforts to help the parties break the impasse.",0
"1205","In the National Assembly, the National Congress Party won 73 of the 86 seats allocated to Darfur.",0
"1206","We believe that it is unacceptable for us to deviate from that principle as the fragile situation in the province could be plunged into widespread destabilization.",1
"1207","19. Condemns in the strongest terms all sexual and other violence against civilians in armed conflict, in particular against women and children, and undertakes to ensure that all peace support operations implement all possible measures to prevent such violence and to address its impact when it occurs;",1
"1208","This is a sensitive issue, as there has been a lack of confidence among some police officers from different locations.",1
"1209","At the same time, Germany and the European Union have repeatedly condemned the terrorist atrocities that have resulted in the deaths of hundreds of Israelis.",1
"1210","I am deeply concerned that sexual violence against girls continues for many years to undermine prospects for peaceful coexistence in Darfur.",1
"1211","I call once again for all innocent seafarers held hostage in Somalia to be immediately and unconditionally released so that they can reunite with their families.",1
"1212","Noting that the situation in the region remains a threat to international peace and security,",1
"1213","While the command of FFDTL has emphasized the importance of the chain of command in dealing with complaints, there appears to have been no established and detailed procedure regulating how such complaints can be dealt with and dealt with formally.",1
"1214","10. The situation in Georgia (8 October 1992; 15 June 2009).",0
"1215","For our part, we believe that the issue of legitimacy is directly related to the holding of the elections, whose preparations are under way in the Joint Electoral Management Body.",1
"1216","This fundamental provision of the resolution, which has not yet been implemented, reaffirms the decision to which all Lebanese acceded in the 1989 Taif Agreement after the end of the civil war.",1
"1217","One State cited the example of persons who had been refused entry during the past decade because they were suspected of involvement in international terrorist activities.",1
"1218","States should not prevent humanitarian actors from working with non-State armed groups for humanitarian purposes, in particular from carrying out activities aimed at promoting respect for international humanitarian law.",1
"1219","(Summit resolution 483/21, adopted on 30 March 2009)",0
"1220","Some of these children were recruited into the Maoist army in violation of the Comprehensive Peace Agreement, while others were recruited by affiliated organizations of the CPN-Maoist. About 30 per cent of these children were released after spending a few days with the CPN-Maoist and approximately 20 per cent were later found in Maoist army cantonments.",0
"1221","2. For the second time, in the case of a minor;",0
"1222","The Acting Assistant Secretary-General reported on developments in the political situation in Ukraine, including the holding on 26 October of parliamentary elections and the elections held by the rebels in Donetsk and Lugansk on 2 November, which had been deplored by the Secretary-General and many actors in the international community.",1
"1223","Theodor Meron (United States of America)",0
"1224","The Democratic People's Republic of Korea categorically rejects the human rights resolution directed against it, which was based on conspiracies, infuse and misinformation and imposed by the United States and other hostile countries in a despotic and arbitrary manner.",1
"1225","20. Also condemns in equally strong terms any acts of sexual exploitation or abuse and trafficking in women and children by military, civilian or police personnel participating in United Nations operations, welcomes the efforts made by United Nations peacekeeping agencies and operations to implement a policy of zero tolerance in this regard, and requests the Secretary-General and contributing countries to continue to take all appropriate measures necessary to combat such abuses by such personnel, including the full implementation without delay of the measures adopted in the relevant resolutions of the General Assembly on the basis of the recommendations of the Special Committee on Peacekeeping Operations (A/59/19/Rev.1);",1
"1226","Its themes include financing the electoral campaign, electoral activities and public order, access to the mass media and misuse of government resources for political purposes.",1
"1227","This is the result of the political negotiation at the Somali National Reconciliation Conference, which is largely based on the power of militia leaders and their clan associations.",0
"1228","After monitoring the passage of displaced persons into Kosovo and interviewing ethnic Albanians in the southern part of Serbia proper, the Office of the United Nations High Commissioner for Refugees (UNHCR) reported that they had fled for fear of two fires, as well as a general concern regarding the accumulation of police and military forces in the Presevo Valley.",1
"1229","During that period, there have been significant changes both in terms of the threat posed by Al-Qaida, the Taliban and their associated entities and in terms of the sanctions regime established by the Security Council to address them.",1
"1230","Seven Abkhaz ethnic detainees were released within a few days and the rest on 24 September following a trial in Gali.",0
"1231","There have been reports that women and girls continue to be victims of sexual violence in attacks on their villages, for example, during the recent attack on Hamada on 13 January 2005, in which a number of women were raped.",0
"1232",":: On 29 November 2014, regime warplanes dropped two barrel bombs on the Wahid al-Yousef school in the village of Kafr Sajna in Idlib and completely destroyed it.",0
"1233","In the southern region 197 sorties were flown at speeds of 720 to 780 kilometres per hour and at altitudes of 9,000 to 13,000 metres, as follows:",0
"1234","This way in which some sources have interpreted the information has added a new dimension to the conflict.",0
"1235","If Afghanistan loses appeal in terms of the number of targets for militant groups, they may redirect their efforts to their own countries of origin or to other countries.",0
"1236","His intention and ability to plan attacks were evident in Algeria and Niger in 2013.",0
"1237","Immediately after the explosion, the security, military and civil defence bodies, as well as the Red Cross, moved to the crime scene to begin carrying out their respective tasks.",0
"1238","In the opinion of the Secretary-General, these credentials are in order.",0
"1239","It also noted that acts of terrorism were defined as ordinary offences and treated in accordance with standard criminal procedures rather than special rules or special courts.",1
"1240","12. The situation in Cyprus (16 July 1974; 4 September 2008).",0
"1241","The Council reaffirms, recalls or reiterates regularly its demand for States to implement existing arms embargoes, because implementation remains a major challenge.",1
"1242","2. Decides to remain seized of the matter.",0
"1243","The Organization of Islamic Cooperation calls for an end to the Israeli military occupation of Palestinian territory, including East Jerusalem, and to the unlawful actions of the occupying Power that have claimed the lives of thousands of civilians, caused massive destruction and aggravated the socio-economic and humanitarian hardships of the Palestinian people in contravention of international law, in particular humanitarian law and human rights law.",1
"1244","2. Vienna Convention on Civil Liability for Nuclear Damage.",0
"1245","These guidelines are available on the Committee's website.",0
"1246","However, during his mandate, he was unable to travel to a small number of areas of interest to the Panel, including Sirba, in Western Darfur, and Dobo, in the eastern part of Jebel Marra.",0
"1247","The analysis of the threat posed by terrorist groups on the African continent is a matter of great concern, as, rightly or without it, it brings together political, religious and ideological extremism with organized crime.",1
"1248","It also urges the Secretary-General to seek to enhance the role and contribution of women in United Nations field operations, especially as military observers, civilian police, human rights specialists and humanitarian actors.",0
"1249","One State reported that its national counter-terrorism strategy required that the actions of the authorities be consistent and transparent and that they ensure respect for the rule of law, democracy, fundamental rights and good governance.",1
"1250","The Council recalls the importance it attaches to ending impunity and providing justice for crimes committed in Darfur.",1
"1251","The main Palestinian factions in Lebanon have expressed concern over the incidents and have disassociated themselves from Fatah al-Islam.",1
"1252","Decides hereby, having received the request made by [affected State], to establish an international tribunal for the sole purpose of prosecuting those responsible for genocide and other serious violations of international humanitarian law committed in the territory of [affected State] and citizens of [affected State] responsible for genocide and other such violations committed in the territory of neighbouring States between [dates].",0
"1253","On 2 June, 21 June and 25 September 2005, Lebanese personalities were subjected to car bombings in Beirut, killing Samir Qassir and George Hawi, and wounding May Chidiac. On 12 July 2005, another assassination attempt was made against Lebanese Defence Minister Elias Murr, resulting in one person being killed and several others, including the Minister, being injured.",0
"1254","The humanitarian situation in Somalia remains a major concern.",1
"1255","In the opinion of the Secretary-General, these credentials are in order.",0
"1256","The Group also visited the Niangoloko police checkpoint and inspected the âmovement registerâ but noted no irregularities; there had been some confiscations of handguns and handguns.",0
"1257","By contemplating initiatives that in fact reward this strategy, the Council would only embolden extremists and undermine the letter and spirit of the road map.",1
"1258","The French authorities are extremely concerned about the current deterioration of the situation in the northern Gaza Strip last week.",1
"1259","9. In its resolution 22/13, the Human Rights Council urged the Government of the Democratic People's Republic of Korea to cooperate fully with the Special Rapporteur and the commission of inquiry and to allow the members of the commission unrestricted access to the country and to provide them with any information they needed to fulfil their mandate.",1
"1260","Purchase of property on the island of Failaka: USD 199,668,000.",0
"1261","Dissemination and dissemination of the work of the Office",0
"1262","âThe Security Council condemns all violations of international law, including international humanitarian law, human rights law and refugee law, committed against civilians in situations of armed conflict.",1
"1263","In addition, many victims informed the Commission that they had no greater confidence in the impartiality of the justice system and their ability to bring to justice the perpetrators of the serious crimes committed in Darfur.",1
"1264","On several occasions, our country has expressed its concern about the civilian population in that area and the importance of MONUC deploying there to protect it.",1
"1265","The US company Devon Energy Corporation also operates in the Lion and Panthere fields, which produce nearly 20,000 barrels per day in lot CI-11.",0
"1266","In their public statements, Colonel Khaddafi and his family have continued to threaten citizens with civil war and the possibility of mass killings if protests continue.",1
"1267","The Council also deplored the adoption by the Kosovo Assembly of that resolution, and agreed with the Special Representative's view that those resolutions and decisions of the Assembly on issues outside its sphere of competence were null and void.",1
"1268","Bosnia and Herzegovina expresses concern at the current political impasse in the establishment of a new government and the definition of a clear constitutional reform process.",1
"1269","In 1993, that vision was blurred, to say the least, and at that time it was impossible to define the final objectives that would approach the concerns of both peoples.",1
"1270","I remain concerned about the continued restriction of access of ordinary citizens in the north of Mali to basic services, including health-care services and schools.",1
"1271","We are particularly concerned about the lack of training of middle-level civil servants and the serious shortcomings that still remain in the judicial sphere.",1
"1272","(c) Implementation of ongoing works to rehabilitate Geneina airport;",0
"1273","The European Union is deeply concerned about the cycle of fierce violence currently taking place in Israel and in the occupied territories.",1
"1274","While this is constructive, direct negotiations without preconditions, in which the parties would be expected to submit territorial and security proposals within 90 days, are still not taking place.",1
"1275","The leaders of the Provisional Institutions of Self-Government often evade their responsibilities under resolution 1244 (1999) and the Constitutional Framework.",1
"1276","Idlib :: On 6 November 2014, Syrian regime warplanes attacked the town of Mouqa with a missile, killing five people, including one girl and two women, and damaging residential buildings.",0
"1277","Despite these advances, however, some challenges remain to the authority of the Government and its effective control over the national territory.",1
"1278","The Special Representative regretted that the human rights situation continued to be characterized by continuing violations and cautioned that the situation could even worsen with the adoption and implementation of a new security bill.",1
"1279","There is a similar obligation on rebels for all crimes committed, whether or not the perpetrators have been identified and punished.",0
"1280","He also provided photographs of some pieces.",0
"1281","In particular, I would like to stress that the Taliban -- as his report concludes -- continue to pose a real threat to the reconstruction and stability of the country, and containing them is an essential aspect.""",1
"1282","Expressing its deep concern at the armed activities and banditry in [the affected region], which pose a threat to the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and which lead to serious violations of human rights and international humanitarian law.",1
"1283","Reduction or refusal to avoid multiple compensation",0
"1284","Reiterating its deep concern at the threat of terrorism and the risk that non-State actors may acquire, develop, use or traffic in nuclear, chemical and biological weapons and their means of delivery,",1
"1285","In conclusion, the challenges facing Afghanistan are enormous, but we are making progress.",1
"1286","To be held on Friday, 17 June 2005, at 10.20 a.m.",0
"1287","UNHCR, DPA, DPKO, WFP, UNDP, UNESCO, UNICEF",0
"1288","In fact, it is vital that there be a greater presence of the United Nations, but if the added value of our Organization is to be fully exploited, the necessary means, both in terms of troops and security, as Mr. Eide recalled a few minutes ago, will have to be available.",1
"1289","26-28 February 20th Asian Seminar on Export Control",0
"1290","The Prosecutor regretted that the security situation in Libya had worsened, that political instability had increased and that, as a result, the prevailing climate was not conducive to closing the impunity gap in the country.",1
"1291","This is mainly because terrorism is a changing phenomenon.",1
"1292","Congolese and foreign armed groups, as well as some FARDC elements, continued to attack civilians, including in acts of sexual violence.",0
"1293","The ability to prevent terrorists from organizing and moving freely throughout the territories of the Member States of the subregion (especially in the Sahel) depends not only on the effectiveness of bilateral and subregional collaboration, but also on the measures taken to implement the best international codes and practices relating to law enforcement and border control, as well as effective protection and monitoring of borders, coasts and hinterland regions.",0
"1294","The first programme component is the establishment of transnational crime units in CÃ´te d'Ivoire, Guinea, Guinea-Bissau, Liberia and Sierra Leone.",0
"1295","It urged the Supreme Leader to prevent and suppress crimes against humanity and to ensure that the perpetrators were prosecuted and brought to justice.",1
"1296","Unsolved ethnic and border conflicts have led to differences that undermine efforts to implement a cohesive and regional response to terrorism.",1
"1297","“The Security Council expresses deep concern at tensions in Blue Nile and Southern Kordofan States.",1
"1298","The Commission notes first that it has identified 10 senior central Government officials, 17 local government officials in Darfur, 14 members of the Janjaweed militias, and 7 members of the various rebel groups and 3 foreign army officers (who participated individually in the conflict) suspected of individual criminal responsibility for the crimes committed in Darfur.",1
"1299","With regard to the eligible regions, the Governing Council decided as follows:",0
"1300","Professor Joseph Mpangu, Coordinator of the Reflection Group on the situation in the Great Lakes region",0
"1301","In particular, consideration should be given to expanding the dissemination of job announcements by referring them to professional associations and changing the language requirements of posts.",0
"1302","That is why Greece has insisted on the need to clarify, in the sixth preambular paragraph, in which the Council calls for “progress towards the resumption of negotiations for a comprehensive settlement”, which should be reiterated that such negotiations must take place between the two communities.",1
"1303","Although the official campaign period has not yet begun, opposition parties and civil society expressed concern at the actions taken by national authorities, in particular the police, to disrupt their political activities.",1
"1304","The other crucial elements of this institution-building process are strengthening the rule of law by increasing the efficiency, impartiality and overall functioning of the judicial system, and improving law enforcement institutions to curb organized crime and ethnic violence and bring all offenders to justice.",1
"1305","Sifa, peasant, from Bulinzi town",0
"1306","In some cases where the Committee considered that the information available was not sufficient to make a decision on the appropriateness of maintaining an entry on the List, it requested the Team to seek further information; this was especially true in cases where an individual was believed to have died but his death certificate or equivalent official documentation was lacking.",0
"1307","Member States have pointed out that sites promoting terrorism in one country are invariably located in another.",1
"1308","Finally, participants in the group stressed the need to be open to innovative mechanisms and to work to create comprehensive and mutually reinforcing systems in order to create linkages between the International Criminal Court, potential future hybrid courts and national agencies, as well as between criminal trials and reparations programmes.",0
"1309","The Team believes that, at a minimum, all States should ensure that traders specializing in the sale of precious metals and precious stones take measures to prevent money-laundering and the financing of terrorism in accordance with FATF requirements.",0
"1310","On a smaller scale, FN uses natural resources under its control to finance its military activities and gain personal profits. Cocoa smuggling to Ghana and Togo is transiting through the north, where FN units collect transit rights on the roads they control. In addition to cotton and diamonds, which are discussed below, the production of timber, gold, sugar cane and coffee contributes to the FN economy through the profits its military draws from these products,",0
"1311","The threat to security and stability in Afghanistan posed by terrorists, criminals and those involved in illicit drug trafficking is real and must be addressed constantly.",1
"1312","There are more outbreaks of violence in the Comoro Market. One civilian is killed, eight people are shot and four people suffer other serious injuries.",0
"1313","Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian Special Court process, further remedial action would be required to ensure justice.",1
"1314","It calls for adherence to international law and compliance by the parties with their obligations and the road map to achieve the vision of two States living side by side in peace and security.",1
