"en_ar_TRANSFORMERS"	"MatCoop"
"وفي الحالة الراهنة، البالغة الصعوبة، ندعو الإسرائيليين والفلسطينيين على حد سواء إلى منع تصعيد الصراع والبدء في تنفيذ التزاماتهم بموجب خارطة الطريق، بغية إحياء آفاق السلام."	0
"المقرر عقدها يوم الاثنين، 10 أيلول/سبتمبر 2007، الساعة 40/17"	0
"(أ) يجري رئيس الفرع في مكتب شؤون نزع السلاح استعراضا موضوعيا للمشروع لتحديد الاتساق؛"	1
"ونحث حكومة هايتي على اتخاذ تدابير قوية لمنع هذا العنف وضمان تقديم مرتكبي تلك الأعمال إلى العدالة."	0
"إذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،"	0
"فكشف حركة النقد والصكوك القابلة للتداول لحاملها عبر الحدود بصورة غير مشروعة، والتنسيق بين الجمارك ووحدات الاستخبارات المالية والموظفين المكلفين بإنفاذ القوانين في هذا الصدد إما غير موجود أو غير كاف."	1
"وكانت شقيقتي البالغة من العمر 8 سنوات معي أيضا في ذلك اليوم، كما تعرضت للاغتصاب ولم تتعرض للضرب."	0
"وسيمكن التقدم المحرز في هذا المجال مراكز الأمن العام في جمهورية صربسكا وإدارة الشرطة في اتحاد وزارة الداخلية في البوسنة والهرسك من العمل باستخدام منهجية مالية محسنة في العام المقبل."	1
"ومع ذلك، يبدو أن لجنة الأمم المتحدة للتعويضات مثال استثنائي يمكن فيه لجميع أعضاء المجلس أن يتوصلوا إلى اتفاق، بل وربما الأهم من ذلك، إنشاء آلية لضمان الأموال اللازمة لدفع التعويضات نتيجة لقدرة الأمم المتحدة على مراقبة صادرات العراق من النفط."	1
"واستبعاد أشكال أخرى من الاعتداء الجنسي من نطاق التحقيق ترك عدداً كبيراً من الادعاءات دون معالجة."	1
"ومن المزمع أن يكون النظام متاحا لمختلف مجموعات المستعملين، بما في ذلك المديرية التنفيذية للجنة مكافحة الإرهاب والخبراء المعينون لدعم اللجنة المنشأة عملا بالقرار 1540 (2004)، مع حماية المواد التي تقدمها الدول الأعضاء في إطار من الثقة."	1
"يقرر أن تكون [للبعثة] الولاية التالية في [البلد المتأثر]، بالاتصال مع فريق الأمم المتحدة القطري... أمن المدنيين وحمايتهم (ج) الاتصال بـ... حكومة [البلد المتأثر] ومفوضية الأمم المتحدة لشؤون اللاجئين دعما لجهودهما الرامية إلى نقل مخيمات اللاجئين القريبة من الحدود، وتقديم المساعدة اللوجستية لهذا الغرض إلى مفوضية الأمم المتحدة لشؤون اللاجئين، على أساس التوافر وعلى أساس استرداد التكاليف؛... (هـ) دعم مبادرات السلطات الوطنية والمحلية في [البلد المتأثر] لحل التوترات المحلية وتعزيز جهود المصالحة المحلية، من أجل تعزيز بيئة عودة المشردين داخليا."	1
"وتلقى حبسادي دعماً مالياً وعسكرياً من أتو، وموسى سودي، وشيخ يوسف إندوهادي وآخرين."	1
"36 - وفي حالات أخرى، أدت بعثات المجلس السياسية الخاصة دورا هاما في مساعدة الدول على تقليص الحيز الاستراتيجي المتاح للجماعات الإرهابية من خلال المشاركة في الجريمة العابرة للحدود."	1
"59 - وسافر فريق الخبراء على نطاق واسع في كوت ديفوار وفي المنطقة دون الإقليمية وفي أماكن أخرى في إطار جهوده الرامية إلى تقييم الامتثال للحظر وتحديد التدابير الإضافية التي يمكن اتخاذها لتحسين فعاليته."	1
"(ج) ثلاثة (3) صور فوتوغرافية بحجم الجواز؛"	0
"وواصل فريق تقييم الإعلان، خلال زيارته الأخيرة إلى دمشق في الفترة من 10 إلى 15 كانون الأول/ديسمبر 2014، إجراء مقابلات مع الأفراد الرئيسيين في برنامج الأسلحة الكيميائية السوري، وعقد اجتماعات تقنية مع السلطة الوطنية للجمهورية العربية السورية، وزار موقعين."	1
"20 - خلص فريق الرصد خلال فترة الولاية الحالية إلى أن تدفقات الأسلحة من اليمن إلى الصومال لا تأتي من الجماعات الإجرامية (إلى سوق بكارا للأسلحة لتشتريها المعارضة) فحسب، بل أيضا من حكومة اليمن مباشرة إلى الحكومة الاتحادية الانتقالية."	1
"* عقب صدور الجزء الثاني من القائمة المؤقتة للناخبين في 17 كانون الثاني/يناير 2000."	0
"ولم تسجل حالة شلل الأطفال في الصومال منذ آذار/مارس 2007."	0
"44 - وفيما يتعلق بإعادة توحيد القوتين، أبلغ رئيسا أركان قوات الدفاع والأمن والقوات الجديدة بعثة التقييم بأنهما وضعا مقترحا لإنشاء جيش انتقالي موحد يتألف من وحدات مختلطة مسؤولة عن توفير الأمن للعملية الانتخابية."	1
"يؤكد أن البرامج الفعالة لنـزع سلاح الأطفال وتسريحهم وإعادة إدماجهم، استنادا إلى أفضل الممارسات التي حددتها اليونيسيف وغيرها من الجهات الفاعلة المعنية بحماية الطفل، هي برامج بالغة الأهمية لرفاه جميع الأطفال الذين قامت القوات والجماعات المسلحة بتجنيدهم أو استخدامهم، في انتهاك للقانون الدولي الساري، وتشكل عاملا حاسما في تحقيق السلام والأمن الدائمين، ويحث الحكومات الوطنية والجهات المانحة على كفالة حصول هذه البرامج المجتمعية على الموارد والتمويل في الوقت المناسب وبصورة مطردة وكافية."	0
"وكان من الواضح أن مقر القيادة والذيل ظاهرين للعيان، ولكن ليس هيكل الطائرة أو الأجنحة."	0
"وفي أيلول/سبتمبر 2005، اعتمدت المنظمة الدولية للشرطة الجنائية (الإنتربول)، في دورتها الرابعة والسبعين، القرار AG-2005-RES-05 بشأن التعاون بين الأمم المتحدة والمنظمة الدولية للشرطة الجنائية (الإنتربول)، الذي ينشئ إشعارا خاصا للأفراد المدرجين في القائمة الموحدة يمكن للمنظمة الدولية للشرطة الجنائية أن تصدره بناء على طلب اللجنة، ويخطر الدول بأن بعض الأفراد هم المستهدفون بالجزاءات التي تفرضها الأمم المتحدة."	1
"1 - يغطي هذا التقرير المقدم من لجنة مجلس الأمن المنشأة عملا بالقرار 1518 (2003) الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2009."	0
"وعلاوة على ذلك، فإن سهول نهر مورو في ليبريا معرضة بشكل خاص لفيضانات واسعة النطاق خلال موسم الأمطار، مما يجعل من المستحيل تعدين الحفر الغرينية بطريقة منتظمة ومميكنة."	0
"577- واتبعت المحاكم المختلطة المنشأة في نزاعات أخرى نموذجين متشابهين ولكن منفصلين."	1
"المساعدة القائمة (الثنائية/الجماعية/المتعددة الأطراف)"	0
"وتحسب النقاط الـ 601 المتبقية بدقة ثانية من القوس (30 مترا)."	0
"وقد بدأ البرنامج في ملاحظة أوجه الترابط ووضع ملامح قد تكون ذات صلة بدول أخرى، ويشيد الفريق بالطريقة التي يجري بها تقاسم النتائج على الصعيد الدولي."	1
"دال-3 توفير تدريب منهجي لجميع فئات العاملين في مجال تقديم المساعدة الإنسانية بشأن القضايا الجنسانية، وإذكاء الوعي وبناء القدرات بشأن التحليل الجنساني والأدوات التشاركية لموظفي المساعدة الإنسانية والشركاء العاملين في برامج ومشاريع الطوارئ وإعادة التأهيل."	1
"والتزم الموقعون أيضا بتنظيم حملة انتخابية مفتوحة ونزيهة وبإنشاء لجنة برلمانية معنية بالفساد في الدورة المقبلة للبرلمان."	0
"ويبدو أن التعاون مع فرقة العمل المعنية بالإجراءات المالية المتعلقة بغسل الأموال، وضوابط مكافحة الفساد، والتعاون الدولي في التحقيقات المالية والتصديق على الاتفاقيات الدولية ذات الصلة بمكافحة الإرهاب، تؤدي جميعها إلى تحسين البيئة التنظيمية العامة في الدول."	1
"”ويؤكد مجلس الأمن من جديد أن على الدول الأعضاء أن تمتنع في علاقاتها الدولية عن التهديد باستعمال القوة أو استعمالها ضد السلامة الإقليمية أو الاستقلال السياسي لأي دولة، وأن تقدم أيضا إلى الأمم المتحدة كل مساعدة في أي عمل تتخذه وفقا لميثاق الأمم المتحدة، وأن تمتنع عن تقديم المساعدة إلى أي دولة تتخذ الأمم المتحدة إجراءات وقائية أو إنفاذية ضدها."	1
"فعلى سبيل المثال، أنشأت بوتان في عام 2009 وحدة من القوات الخاصة النخبة في إدارة الشرطة للتصدي للإرهاب."	1
"ويجري وضع معايير وإجراءات مشتركة في ستة مجالات رئيسية هي: مدونة قواعد السلوك؛ والمواد والاستراتيجيات التدريبية؛ وتوحيد إجراءات إحالة الشكاوى داخل وكالة ما؛ وتوعية المجتمعات المحلية؛ وتوحيد إجراءات الشركاء المنفذين لوكالات الأمم المتحدة وبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية امتثالا لنشرة الأمين العام (ST/SGB/2003/13) بشأن التدابير الخاصة للحماية من الاستغلال الجنسي والاعتداء الجنسي؛ وإحالة الشكاوى التي تتلقاها إحدى الوكالات بشأن حادث تعرض له موظف في وكالة أخرى."	1
"وفي نيسان/أبريل 2010، كان من المتوقع صدور الحكم في تشرين الأول/أكتوبر 2010."	0
"وآمل أن تساعد هذه الخطوة الإيجابية على تهيئة مناخ يفضي إلى إنهاء المأزق الحالي ويمهد الطريق للتقدم الذي طال انتظاره نحو حل سياسي عادل ودائم ومقبول للطرفين للصراع."	1
"(ج) منع توريد الأسلحة وما يتصل بها من أعتدة بجميع أنواعها، بما في ذلك الأسلحة والذخائر والمركبات والمعدات العسكرية والمعدات والمعدات شبه العسكرية وقطع الغيار اللازمة لما سبق ذكره، أو بيعها أو نقلها إليها، بصورة مباشرة أو غير مباشرة، انطلاقا من أراضيها أو من جانب رعاياها الموجودين خارج أراضيها، أو باستخدام السفن أو الطائرات التي ترفع أعلامها، أو باستخدام تلك السفن أو الطائرات؛"	1
"22 - ولم ترد تقارير عن قيام القوات المسلحة أو الجماعات المسلحة بعمليات قتل متعمدة للأطفال."	1
"وهناك 54 مشاركاً، منهم نحو 28 جنسية."	0
"ووجود قوة الحراسة أمر بالغ الأهمية للحفاظ على جو من الأمن من أجل منع رشو الشهود وتمكينهم من الوصول إلى مرافق المحكمة دون خوف."	1
"21 - وبالنظر إلى الشواغل المذكورة أعلاه واستمرار وجود الميليشيات وأنشطتها في لبنان، فإن تحسين إدارة ومراقبة الحدود البرية للبنان أمر بالغ الأهمية لمنع التدفق غير المشروع للأسلحة إلى الجماعات المسلحة."	1
"”(أ) إثبات الوقائع والظروف المتصلة بالحوادث التي وقعت في 28 و 29 نيسان/أبريل و 23 و 24 و 25 أيار/مايو وما يتصل بها من أحداث أو مسائل أسهمت في الأزمة، بما في ذلك المسائل المتصلة بأداء قطاع الأمن لمهامه؛"	1
"94 - ولم تبدأ اللجنة والمنظمة الدولية للشرطة الجنائية إلا منذ فترة وجيزة عملية إعداد وإصدار إشعارات لكل فرد من الأفراد ذوي الصلة المدرجين في قائمة الأمم المتحدة."	1
"4 - وفي كوت ديفوار، أجرى الفريق اتصالات وثيقة مع الفروع السياسية والشرطة والعسكرية لعملية الأمم المتحدة في كوت ديفوار."	1
"وأبناء جزر كوك مواطنون نيوزيلنديون."	0
"وقال إن العالم بأسره، وخاصة شعب سيراليون، سيراقب إجراءاته بعناية."	0
"(ص) التصديق دون تأخير على الاتفاقية الدولية لحماية جميع الأشخاص من الاختفاء القسري، واتفاقية حقوق الأشخاص ذوي الإعاقة، ونظام روما الأساسي للمحكمة الجنائية الدولية، والاتفاقيات الأساسية لمنظمة العمل الدولية؛"	1
"وكان الرئيس البشير يعتزم التعهد في 19 حزيران/يونيه 2004 بنزع سلاح الجنجويد بحيث لا ينطبق إلا على قطاع الطرق، وليس على قوات الدفاع الشعبي أو الشرطة الشعبية أو غيرهم من رجال القبائل المسلحين من الدولة لمحاربة المتمردين."	1
"9 - يطلب إلى الأمين العام أن يواصل تقديم تقارير منتظمة، مرة كل ثلاثة أشهر على الأقل، عن الحالة في جمهورية الكونغو الديمقراطية وعن أنشطة بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية، وأن يقدم إلى مجلس الأمن، على نفس النحو المنتظم، معلومات مستكملة محددة عن الحالة العسكرية؛"	1
"ولدى سبع دول بعض التدابير لرصد وتنظيم ومراقبة إنتاج الأسلحة والمتفجرات وبيعها ونقلها."	1
"وإذ تهيب بالدول أن تكفل، وفقا للقانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين، عدم إساءة استخدام مركز اللاجئ من جانب مرتكبي الأعمال الإرهابية أو منظميها أو ميسريها، بمن فيهم المقاتلون الإرهابيون الأجانب،"	0
"يشرفني أن أحيل طيه التقرير الحادي عشر لفريق الدعم التحليلي ورصد الجزاءات المنشأ عملا بقرار مجلس الأمن 1526 (2004) والممدد بموجب القرار 1904 (2009)."	1
":: هناك حاجة إلى متابعة أكثر اتساقا لاستنتاجات وتوصيات آليات تقصي الحقائق لضمان فعاليتها ومصداقيتها والوفاء بتوقعات إنشائها، ولا سيما بين الضحايا."	0
"165 - وهناك إحدى عشرة دولة طرفا في اتفاقية تمويل الإرهاب، وقامت ست من هذه الدول بتجريم تمويل الإرهاب على النحو المناسب."	0
"55 - وفي منتصف تشرين الثاني/نوفمبر، أصدر منسق الأمم المتحدة للشؤون الإنسانية في كوسوفو نتائج دراسة استقصائية للمخاطر الإنسانية، كشفت أن نحو 000 42 أسرة قد تكون في حاجة إلى الحطب والفحم، وأن نحو 000 6 أسرة في حاجة إلى مأوى مؤقت لحالات الطوارئ في فصل الشتاء."	1
"٥ - يقرر أن يبقي المسألة قيد نظره."	0
"11 - وسيظل الهيكل الأساسي للمديرية التنفيذية، بما في ذلك عدد موظفيها ورتبهم، دون تغيير."	0
"وفقا للفقرة 32 من هذا القرار، يعمل فريق الرصد تحت إشراف اللجنة المنشأة عملا بالقرار 1267، ويضطلع بالمسؤوليات التالية:"	1
"ولكن، كما قلت في جلسة يوم الثلاثاء المفتوحة، يجب النظر في الأحداث في سياقها، ومجلس الأمن لا يفعل شيئا للإسهام في التوصل إلى تسوية سلمية عندما يدين أعمال أحد الأطراف ويتغاضى عن كل شيء آخر يحدث في المنطقة."	0
"وقد اعتبرت المحكمة الدولية ليوغوسلافيا السابقة أن حظر التعذيب في القانون الدولي العرفي يتسم بهذا الطابع القانوني في قضية فوروندجيا (انظر الفقرة 144 والفقرات 153-157)، في قضية مجلس اللوردات في بينوشيه، وأكده أيضاً مقرر الأمم المتحدة الخاص المعني بمسألة التعذيب."	1
"وفي حين أن زيادة التعاون الدولي في مجالات إنفاذ القانون والاستخبارات والواجهات الدبلوماسية، وتحسين نظم مراقبة الحدود في الدول الأعضاء، جعلت جميعها سفر الإرهابيين أكثر صعوبة، فإن مفتاح النجاح في تنفيذ نظام الجزاءات هو مقدار التفاصيل الدقيقة المدرجة في القائمة الموحدة."	1
"2- التحليل والتقييم 115 - 116 30"	0
"233 - وتوصي اللجنة بأن تتاح للمدعين العامين إمكانية الوصول إلى أفراد الشرطة وموظفي التحقيق المتفرغين، والموظفين الإداريين وموظفي الترجمة التحريرية وموظفي البحوث المناسبين، فضلا عن الدعم اللوجستي اللازم."	1
"فعلى سبيل المثال، عملت المديرية التنفيذية للجنة مكافحة الإرهاب على نطاق واسع مع الدول لبناء قدراتها على إدارة الحدود من أجل مراقبة تحركات الإرهابيين وقدرتها في مجال العدالة الجنائية على التصدي لغسل الأموال."	1
"3 - فرض مجلس الأمن بموجب قراره 2140 (2014) تجميدا للأصول وحظرا على سفر الأفراد والكيانات الضالعين في الأعمال التي تهدد السلام أو الأمن أو الاستقرار في اليمن أو الذين يقدمون الدعم لها، لفترة أولية مدتها سنة واحدة من تاريخ اتخاذ القرار."	0
"وأي تحسن في الإجراءات القانونية الواجبة يقلل من مخاطر اتخاذ قرار سلبي قد يعقّد التنفيذ."	1
"ألف - البنود الخاضعة لأحكام قرار مجلس الأمن 1051 (1996)."	0
"13 - ولئن كان من المعروف أن معظم دول المنطقة دون الإقليمية قد أنشأت وحدات لإنفاذ قوانين مكافحة الإرهاب، فإن ثلاث دول فقط هي التي أنشأت هياكل مؤسسية كافية والتنسيق بين الوكالات اللازم لمعالجة مسائل مكافحة الإرهاب."	1
"وتتطلع اللجنة إلى استمرار هذا الدعم المهني الرفيع المستوى."	0
"وتجدر الإشارة أيضاً إلى الملاحظات التالية:"	0
"اتفاقية حقوق الطفل لعام ١٩٨٩"	0
"ومع ذلك، ومع وجود الآلاف من الشباب الفقراء، الذين يعانون من سوء التغذية والعاطلين عن العمل، يجوبون الشوارع في جميع أنحاء البلد، وكثير منهم شبه أميين أو أميين، فإن سيراليون لم تصبح بعد مثالا ساطعا على أن تحذو ليبريا حذوه."	0
"19 - خلال الفترة قيد الاستعراض، بذل المكتب مساعيه الحميدة من أجل توطيد العمليات والمؤسسات الديمقراطية في جميع أنحاء المنطقة، ولا سيما في توغو وغينيا."	0
"12 - وفي الوقت نفسه، أُحرز مزيد من التقدم نحو إنشاء ”خلية إنشطار استخبارية“ في إطار الآلية الثلاثية، وفي 16 و 17 آب/أغسطس، قام وفد من الولايات المتحدة، يرافقه ضباط عسكريون روانديون وأوغنديون وكونغوليون، بزيارة كيسانغاني لتقييم التقدم المحرز نحو إنشائها."	1
"وقد وُضعت الاستراتيجية الوطنية لجورجيا بشأن الأسلحة البيولوجية والبيولوجية والنووية في نيسان/أبريل 2013."	0
"وقد مكّن إنشاء خلية التحليل المشتركة للبعثة البعثة من زيادة قدرتها بدرجة كبيرة على تحليل المعلومات وتبادلها في جميع أنحاء البعثة، غير أن البعثة لا تزال تفتقر إلى المعلومات الاستخبارية التكتيكية الموثوق بها."	1
"وبالتالي، ليس أمام تايلند خيار سوى ممارسة الحق الأصيل في الدفاع عن النفس، على النحو المنصوص عليه في المادة 51 من ميثاق الأمم المتحدة."	0
"5 - تعلن أن أعمال الإرهاب وأساليبه وممارساته تتعارض مع مقاصد الأمم المتحدة ومبادئها، وأن تمويل الأعمال الإرهابية والتخطيط لها والتحريض عليها عن علم يتعارض أيضا مع مقاصد الأمم المتحدة ومبادئها؛"	1
"(ب) إذا ارتكب ذلك الفعل أثناء حالة الطوارئ الوطنية أو حالة الحرب."	0
"واستجابة لذلك، أنشأت إدارة العدل التابعة لبعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو فريقا عاملا مشتركا مع ركيزة بناء المؤسسات لدراسة التقرير وتحديد سبل تنفيذ توصياته."	0
"ويعزى ذلك إلى حد كبير إلى قيادة رئيس الوزراء غوسماو، وكذلك إلى تعاون جميع الأحزاب السياسية الممثلة في البرلمان، بما في ذلك المعارضة، التي أظهرت استعدادها للمضي قدما في مسألة وطنية ذات أولوية."	1
"وينبغي للدول الأعضاء أيضا أن تتخذ خطوات لتحديد وتعقب الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة في الوقت المناسب وبطريقة موثوق بها."	1
"أولا، في حين أن سيراليون هي العضو الأكثر تقدما في مبادرة ساحل غرب أفريقيا، فإن بطء وتيرة التقدم في أماكن أخرى يعوق تبادل المعلومات الاستخبارية والإنذار المبكر."	0
"100 - وقد تجاوزت دول المنطقة دون الإقليمية إلى حد بعيد نُهُج إنفاذ القانون لمواجهة التحدي الذي تمثله الجماعات الإرهابية."	1
"ومن المقرر إنشاء نظام يتم بموجبه إحالة ضحايا الاستغلال والاعتداء الجنسيين على أساس كل حالة على حدة إلى منظمة غير حكومية توفر الدعم اللازم."	1
"6 - يؤكد أن الاحتياجات الواردة في الفقرة 1 (أ) أعلاه تنطبق على الموارد المالية والاقتصادية بجميع أنواعها، بما في ذلك، على سبيل المثال لا الحصر، الموارد المستخدمة في توفير خدمات استضافة الإنترنت أو الخدمات المتصلة بها، المستخدمة لدعم حركة طالبان المدرجة في هذه القائمة، وسائر من يرتبط بهم من أفراد وجماعات ومؤسسات وكيانات، وكذلك غيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطين بحركة الطالبان الذين يشكلون تهديدا للسلام والاستقرار والأمن في أفغانستان وغيرها من الأفراد أو الجماعات أو المؤسسات أو الكيانات المرتبطة بهم؛"	0
"3 - يوعز إلى اللجنة أن تحيل إلى اللجنة المنشأة عملا بالقرار 1988 (2011) جميع طلبات الإدراج في القائمة وطلبات الرفع منها والاستكمالات المقترحة للمعلومات القائمة المتصلة بالفرع ألف (”الكيانات المرتبطة بحركة الطالبان“) والفرع باء (”الكيانات وغيرها من الجماعات والمؤسسات المرتبطة بحركة الطالبان“) من القائمة الموحدة التي كانت معروضة على اللجنة حتى تاريخ اتخاذ هذا القرار، لكي يتسنى للجنة المنشأة عملا بالقرار 1988 (2011) النظر في تلك المسائل وفقا للقرار 1988 (2011)؛"	1
"(أ) أداء الوظائف والخدمات ذات الطابع المدني على النحو المنصوص عليه في الباب 33؛"	0
"4 - وأتاح تبادل الزيارات العراقي - الكويتي الرفيع المستوى الذي جرى مؤخرا بيئة إيجابية لإجراء المنسق اتصالات مع ممثلي العراق والكويت ومع الأعضاء الآخرين في اللجنة الثلاثية ولجنتها الفرعية التقنية، التي لا تزال الهيئة الرئيسية لمعالجة مسألة الأشخاص المفقودين من حرب الخليج 1990-1991."	1
"وقامت حكومة مالي على الفور بوضع العيادة تحت الحجر الصحي، وساعدت وحدات الشرطة المشكلة التابعة للبعثة السلطات المالية في توفير الأمن حول العيادة."	1
"قرار مجلس الأمن 2046 (2012)، الفقرة 4 من المنطوق"	0
"126 - وحقق الفريق في سلسلة الإمداد لتسليم هذه المركبات للتأكد مما إذا كان المعنيون على علم مسبق بأن المستخدم النهائي سيكون وزارة الدفاع الإيفوارية."	1
"57 - وينبغي للبعثة أن تواصل إعطاء الأولوية لرصد انتهاكات القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان والإبلاغ عنها، ولا سيما أعمال القتل والعنف الجنسي والانتهاكات الجسيمة ضد الأطفال، مع دعم الحكومة في جهودها الرامية إلى التصدي لإرث الانتهاكات الجسيمة من خلال آليات العدالة الانتقالية وتعزيز الجهود الرامية إلى مكافحة الإفلات من العقاب."	1
"كما أُحرز تقدم في تبادل المعلومات المتعلقة بهؤلاء الأفراد - لا سيما من خلال المنظمة الدولية للشرطة الجنائية (الإنتربول) - وكذلك في التعاون في مجال أمن الحدود."	1
"يقرر تعزيز ولاية [البعثة] واستكمالها على النحو التالي: تعزيز حقوق الإنسان وحمايتها: - المساعدة على تعزيز قدرات النظام القضائي، بما في ذلك آليات العدالة الانتقالية، والمؤسسات الوطنية لحقوق الإنسان، والمساعدة في جهود المصالحة الوطنية؛"	1
"ولم يكن واضحاً للشهود الذين أطلقوا النار فعلاً عليهم: القوات الموازية أو الشرطة أو الدرك."	0
"مكان الميلاد: غاغنوا، كوت ديفوار"	0
"وتعطل نظام التوزيع العام للأغذية والعقاقير."	0
"إن حكومة جمهورية العراق تؤكد احترامها لالتزاماتها بموجب قرارات مجلس الأمن الدولي واتباعها لسياسات التعايش السلمي مع جيرانها بما يحقق الأمن والاستقرار في المنطقة، وتتطلع إلى اعتراف مجلس الأمن الدولي بالتطورات الإيجابية الكبرى التي حدثت في العراق، وأن الوضع في العراق يختلف اختلافا جذريا عن الوضع الذي كان سائدا وقت اتخاذ قرار مجلس الأمن الدولي رقم 661 (1990)، وأن الوقت قد حان لكي يستعيد العراق وضعه القانوني والدولي الذي كان سائدا قبل اتخاذ مجلس الأمن لهذا القرار وما تلاه من جزاءات فرضت عليه بموجب الفصل السابع من ميثاق الأمم المتحدة."	0
"وعندما يتم تحديد المركز، من المتوقع أن يضطلع الاتحاد الأوروبي بدور أكثر بروزاً، ويتعلق هذا بدور الشرطة والعدالة، حيث سيلزم وجود مستمر، وإن كان أصغر حجماً وأكثر تخصصاً؛ وبرصد ودعم عملية المعايير، التي ستدمج تدريجياً مع عمليات الاتحاد الأوروبي القائمة؛ وبجهود مركزة لبناء القدرات."	1
"ونظر الفريق في كل حالة من حيث الأسس الموضوعية."	0
"54 - أنشئ مقر البعثة المتكاملة لبعثة الأمم المتحدة لتحقيق الاستقرار في هايتي بالكامل في 27 حزيران/يونيه."	1
"2 - وفي الفقرة 8 من القرار، قرر مجلس الأمن إنشاء فريق عامل تابع للمجلس لاستعراض تقارير الآلية المشار إليها في الفقرة 3 من القرار، واستعراض التقدم المحرز في وضع وتنفيذ خطط العمل المشار إليها في الفقرة 7 من القرار، والنظر في المعلومات الأخرى ذات الصلة المقدمة إليه."	1
":: نتائج ونتائج الأنشطة التي اضطلعت بها السلطات اللبنانية في مسرح الجريمة والمناطق المتاخمة لها"	1
"وتؤدي الحكومات دوراً رائداً في تأمين المخزونات العسكرية أو منع التسرب من قنوات الشراء الرسمية."	1
