"en_es_TRANSFORMERS"	"VerCoop"
"Quisiera expresar mi agradecimiento al Embajador Michael Bell y al Gobierno del Canadá por su eficaz presidencia del Fondo en los dos últimos años."	0
"En la nota del Ministerio de Relaciones Exteriores de Rusia se propone que los Estados miembros del Commonwealth adopten medidas análogas y se retiren del régimen de restricciones contra Abjasia, establecido en 1996."	1
"En particular, debería estudiarse la posibilidad de ampliar la publicidad de los puestos dirigiéndose a las asociaciones profesionales y modificando los requisitos lingüísticos de los puestos."	1
"El Consejo de Seguridad encomia los esfuerzos de la operación de la Unión Europea ATALANTA, las operaciones de la Organización del Tratado del Atlántico del Norte Protector Aliado y Escudo Oceánico comandadas por los Estados miembros de la OTAN, la Fuerza de Tareas Combinada 151 de las Fuerzas Marítimas Combinadas, comandada por Dinamarca, los Estados Unidos, Nueva Zelandia, el Pakistán, la República de Corea, Singapur, Turquía y Tailandia, y otros Estados que actúan en su capacidad nacional en cooperación con las autoridades somalíes y entre sí, para reprimir la piratería y proteger a los buques vulnerables que transitan por las aguas frente a las costas de Somalia, y aprecia los esfuerzos de los Estados Miembros, incluidos China, la Federación de Rusia, la India, el Japón, Malasia y la República de Corea, que han desplegado buques o aeronaves en la región, como se indica en el informe del Secretario General (S/2012/783)."	1
"Informe del Secretario General sobre la Misión de las Naciones Unidas en la República Centroafricana y el Chad (S/2010/409)."	0
"Consejero Paul Ekorong à Dong (Camerún)"	0
"El Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones establecido en virtud de la resolución 1526 (2004) del Consejo de Seguridad y prorrogado por las resoluciones 1617 (2005) y 1735 (2006) del Consejo de Seguridad relativas a Al-Qaida y los talibanes y personas y entidades asociadas, tiene el honor de transmitirle su séptimo informe, de conformidad con la resolución 1735 (2006)."	1
"Las redes terroristas forjadas en los conflictos de hoy podrían plantear una amenaza en los próximos decenios."	0
"A medida que avanzaba la labor de la Comisión, se presentaron más testigos."	0
"El vuelo se canceló y una crisis se evitó sólo después de que el Comandante de la fuerza Licorne, General Irastorza, llamara al Jefe de Estado Mayor de las FANCI, General Mangou, para decir que dicho vuelo sería considerado como una acción hostil."	0
"El Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes (denominado en adelante \"el Comité\") ha hecho mucho para brindar a los Estados Miembros la oportunidad de expresar sus opiniones, ya sea directamente o por conducto del Equipo."	1
"Si bien algunos son lentos en responder al Comité, un número cada vez mayor está dispuesto a participar en su labor, ya sea presentando nombres o promoviendo ideas para nuevas esferas en las que las sanciones u otras medidas del Consejo de Seguridad podrían ayudar a detener la corriente de reclutas y reducir la probabilidad de nuevos ataques de terroristas relacionados con Al-Qaida y los talibanes."	0
"Que se celebrará el lunes 17 de noviembre de 2003, a las 10.00 horas"	0
"El embalse consta de varios tipos de roca porosa que contienen el aceite y el agua."	0
"El Consejo de Seguridad espera con interés las conclusiones y recomendaciones de la misión."	1
"Aparte de estas cuestiones operacionales, como política general, el Ombudsman tratará las solicitudes presentadas como confidenciales."	1
"Por lo tanto, le insto a que se esfuerce por aplicar el Capítulo VII de la Carta de las Naciones Unidas de conformidad con el Acuerdo de Argel, que fue bendecido con su firma, ya que Etiopía ha mantenido y sigue manteniendo su posición intransigente durante casi dos años."	1
"El apoyo debe estar condicionado a los progresos realizados por las autoridades congoleñas hacia el establecimiento de una cadena de suministro en funcionamiento en las FARDC, lo que debe ir acompañado de esfuerzos para mejorar la rendición de cuentas de las FARDC y su respeto de los derechos humanos."	1
"Condenamos los repetidos ataques terroristas con cohetes contra objetivos civiles israelíes."	0
"El UNIFEM y el UNFPA promueven estrategias en los países que salen de un conflicto para abordar las dimensiones de género de la reconstrucción mediante evaluaciones de las necesidades y mecanismos de transición."	1
"Cada una de esas listas se examinó con referencia a la cuestión de la notificación."	0
"Es nuestro derecho inherente; de hecho, es nuestro deber."	0
"Tareas de protección del complejo común de la Unión Africana y las Naciones Unidas en el Aeropuerto Internacional de Mogadiscio"	0
"Alentando, en este contexto, a las partes a que demuestren una mayor voluntad política hacia una solución, incluso ampliando sus deliberaciones sobre las propuestas de cada una de ellas,"	1
"También se ha instalado un sistema de televisión de circuito cerrado."	0
"También pueden surgir problemas disciplinarios similares en la etapa posterior al conflicto."	0
"El Consejo de Seguridad reitera su llamamiento al Gobierno de la República Centroafricana para que reactive los esfuerzos encaminados a reformar las instituciones del sector de la seguridad, que es un elemento crucial del proceso de consolidación de la paz en la República Centroafricana, y para hacer frente a la impunidad generalizada, promover el estado de derecho y aumentar el respeto de los derechos humanos."	1
"Que se celebrará el viernes 19 de marzo de 2010, a las 10.00 horas"	0
"El Consejo de Seguridad acoge con beneplácito la decisión de la Unión Africana de enviar una Misión de Reconocimiento para preparar el terreno para el despliegue de observadores militares en Somalia, y exhorta a los dirigentes somalíes a que cooperen con esta iniciativa."	1
"f) Acogió con beneplácito e hizo hincapié en la importancia de que la Dirección Ejecutiva estuviera dispuesta a participar activamente en todas las actividades pertinentes de la Estrategia global de las Naciones Unidas contra el terrorismo y a prestarles apoyo, incluso en el marco del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, establecido para asegurar la coordinación y coherencia generales de las actividades de lucha contra el terrorismo del sistema de las Naciones Unidas."	1
"El Consejo subraya la necesidad de que todas las partes respeten y mantengan la seguridad y el carácter civil de los campamentos de refugiados y desplazados internos."	1
"El Servicio Geológico de los Estados Unidos revisó inicialmente la base de datos digital y envió una computadora portátil con la base de datos revisada al Ministerio de Tierras, Minas y Energía en febrero de 2009."	0
"Por esta razón, es importante establecer mecanismos eficaces, duraderos e integrales de colaboración regional en las esferas de la aplicación de la ley, la seguridad fronteriza, la asistencia judicial recíproca y la extradición."	1
"115. El embargo actual podría tener más efectos sobre los talibanes si tuviera esto en cuenta y si se impidiera a todos los agentes no estatales del Afganistán comprar armas, con las exenciones necesarias para fines humanitarios y de otra índole, según lo autorizado por el Gobierno del Afganistán o el Consejo de Seguridad."	0
"8. Apartados a) y b) del párrafo 3"	0
"Terrorismo químico, biológico, radiológico y nuclear"	0
"13. La Misión de Investigación que está estudiando las denuncias de uso de productos químicos tóxicos como armas en la República Árabe Siria continúa su labor."	0
"** Decisión de remisión de Milán Lukić revocada (20-Jul-2007)."	0
"Otro celebró en 2009 un seminario internacional sobre el fortalecimiento de la cooperación y el diálogo en la lucha contra el terrorismo entre los organismos gubernamentales, los medios de comunicación y la sociedad civil."	1
"Para el cumplimiento de la cuarta tarea, la Comisión consideró necesario hacer una evaluación preliminar del grado en que el sistema de justicia penal sudanés ha podido y está dispuesto a enjuiciar y enjuiciar a los presuntos autores de crímenes internacionales perpetrados en Darfur, y luego examinar los diversos mecanismos internacionales existentes."	0
"La Representante Especial lamentó que la situación de los derechos humanos siguiera estando marcada por violaciones constantes, y advirtió que la situación podría empeorar aún más con la aprobación y aplicación de un nuevo proyecto de ley de seguridad."	0
"Podría prever la mejora de las competencias en esferas como la policía, la justicia, la educación, la cultura, los medios de comunicación y la economía, y podría permitir vínculos horizontales entre los municipios mayoritarios serbios de Kosovo."	1
"Subrayando que los refugios seguros proporcionados a los terroristas siguen siendo motivo de gran preocupación y que todos los Estados Miembros deben cooperar plenamente en la lucha contra el terrorismo a fin de encontrar, denegar refugio y llevar ante la justicia, sobre la base del principio de extraditar o juzgar, a toda persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugios seguros,"	1
"Si bien seguiré dirigiéndome a los Estados que aún no han respondido a mi llamamiento para que aporten contribuciones a una fuerza multinacional y les pediría que sigan prestando asistencia para identificar una posible nación rectora, quisiera presentar al Consejo las propuestas adjuntas sobre opciones alternativas (véase el anexo)."	1
"El porte de armas fuera de las fuerzas armadas oficiales es imposible de conciliar con la participación en el poder y en el gobierno en una democracia."	0
"Las instalaciones y los lugares dentro de las zonas se clasifican en varias categorías, dependiendo de su importancia."	0
"La OTAN completó con éxito su misión militar en Bosnia y Herzegovina el 2 de diciembre en una ceremonia oficial en el campamento de Butmir en Sarajevo."	0
"También se ha restringido la libertad de circulación."	0
"Muchos dirigentes internacionales, incluidos los Jefes de Estado, los representantes de las Naciones Unidas y la mayoría de los miembros del Consejo de Seguridad, se han pronunciado claramente en contra de este tipo de flotillas a Gaza durante el último año, haciendo hincapié en la necesidad de que los suministros humanitarios se transfieran a la zona únicamente por los conductos establecidos."	1
"\"Informe del Secretario General sobre la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (S/2011/244)\"."	0
"Aunque la protección física de los civiles contra la violencia sigue siendo importante, debe prestarse mayor atención a la protección mediante procesos políticos y civiles, esfuerzos de reconciliación a nivel comunitario y el establecimiento de un entorno de protección en estrecha coordinación con el equipo de las Naciones Unidas en el país y otros agentes de protección."	1
"En ocasiones, la FNUOS ha recurrido al uso de carreteras de circunvalación, a las que no se puede acceder de noche."	0
"Recuerda que [el grupo de oposición] tiene la responsabilidad particular de proteger a los repatriados y facilitar el regreso de la población desplazada restante, y pide que se adopten nuevas medidas [por parte de los organismos de las Naciones Unidas] para crear condiciones propicias al regreso de los refugiados y los desplazados internos,... para desarrollar sus aptitudes y aumentar su autosuficiencia, respetando plenamente su derecho inalienable a regresar a sus hogares en condiciones seguras y dignas."	1
"Que se celebrará el martes 30 de agosto de 2005, a las 12.20 horas"	0
"Además de la posibilidad de ser considerados responsables, con arreglo a la doctrina de la empresa delictiva conjunta, de los delitos cometidos por otros durante los ataques, se sospecha que esas personas han llevado a cabo ataques indiscriminados contra civiles, un crimen de guerra."	0
"El Consejo de Seguridad recuerda a los Estados que deben velar por que las medidas que adopten para combatir el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario."	1
"\"El Consejo de Seguridad acoge con satisfacción el establecimiento de un mecanismo nacional de supervisión por el Presidente Joseph Kabila de la República Democrática del Congo, tal como se solicita en el Marco PSC y en la Resolución 2098 (2013), y pide al Presidente de la República Democrática del Congo que garantice la transparencia y la inclusión en este mecanismo."	1
"Un Estado citó un amplio plan antiradicalismo, aprobado en 2006, que tiene por objeto combatir la radicalización y proteger al mismo tiempo los valores democráticos."	1
"De cara al futuro, exhorto a las partes en el proceso de paz -- el Gobierno de Malí y los grupos armados representados -- a que hagan uso de esta pausa en las negociaciones para demostrar su liderazgo político y desarrollar las avenencias necesarias para llegar a un acuerdo en Argel."	1
"b) Recibir solicitudes de exención de las medidas indicadas en el apartado b) del párrafo 1 de la presente resolución presentadas por personas incluidas en la Lista y transmitirlas al Comité para que determine, caso por caso, si la entrada o el tránsito están justificados, ordenar al Comité que examine esas solicitudes en consulta con los Estados de tránsito y de destino y cualquier otro Estado pertinente, y decide además que el Comité sólo aceptará exenciones de las medidas previstas en el apartado b) del párrafo 1 de la presente resolución con el acuerdo de los Estados de tránsito y de destino, y también encomienda al Comité que, por conducto del punto focal, notifique a esas personas la decisión del Comité;"	1
"Deplorando el hecho de que los talibanes sigan proporcionando refugio a Osama bin Laden y permitiéndole a él y a otras personas asociadas a él dirigir una red de campamentos de adiestramiento de terroristas desde territorio controlado por los talibanes y utilizar al Afganistán como base para patrocinar operaciones terroristas internacionales,"	0
"El Consejo de Seguridad acoge con beneplácito la conclusión de un proceso de registro pacífico para el referéndum del Sudán Meridional en el Sudán, y alienta a las partes a que continúen este impulso hacia la celebración de referendos pacíficos y creíbles el 9 de enero de 2011 que reflejen la voluntad del pueblo."	1
"Se hundió en mal tiempo cerca de la costa somalí en julio de 2013 tras un fallo mecánico y los miembros sobrevivientes de la tripulación habían sido retenidos en tierra por piratas."	0
"Además, el 29 de julio, la UNOMIG publicó un informe de violación para el establecimiento de un puesto de \"tributación\" abjasio a 50 metros de un puesto de control de la fuerza de mantenimiento de la paz de la CEI en violación del Protocolo de Gali de 12 de mayo de 2005 (véase S/2005/453, párr. 4)."	0
"Calificados para el funcionamiento continuo a temperaturas inferiores a -45oC y superiores a +55oC; o"	0
"Los observadores de la OSCE habían observado combates continuos en muchos lugares de las regiones de Donetsk y Lugansk, con bombardeos de artillería y morteros que a menudo golpeaban zonas residenciales y causaban bajas entre la población civil."	0
"Dijo que las fuerzas armadas de Côte d'Ivoire recibían instrucciones periódicas sobre el derecho internacional humanitario y que la protección de los civiles formaba parte del credo del ejército de Côte d'Ivoire."	1
"Si bien la reforma de las fuerzas de seguridad es una prerrogativa soberana, aliento al Gobierno a que aborde la cuestión subyacente de la cohesión del ejército nacional, entre otras cosas mediante la creación de unas FARDC profesionales y equipadas y abastecidas adecuadamente."	1
"Al Gobierno de la República del Chad"	0
"IV. LAS RECLAMACIONES 25 - 76 7"	0
"La Misión siguió sensibilizando al personal acerca de las normas y reglamentos pertinentes de las Naciones Unidas sobre la prevención de la explotación y los abusos sexuales."	1
"La industria pesquera comercial está impulsada principalmente por intereses extranjeros."	0
"Acogiendo con beneplácito el aumento de la representación de la mujer en el Parlamento, encomiando a las autoridades [nacionales] y subrayando la necesidad de aumentar su papel en la adopción de decisiones con respecto a la prevención y solución de conflictos,"	1
"Se siguieron denunciando violaciones de los derechos humanos, muchas de ellas relacionadas con elementos no entrenados integrados en las FARDC por el Congreso Nacional para la Defensa del Pueblo (CNDP) y grupos armados."	0
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"El Comité seguirá centrándose en el fortalecimiento del consenso en el seno de la comunidad internacional sobre la importancia de la lucha contra el terrorismo, la adopción de medidas prácticas destinadas a aumentar la capacidad de los Estados en la lucha contra el terrorismo, la ayuda a identificar y abordar los problemas a que se enfrentan los Estados en la aplicación de la resolución 1373 (2001) del Consejo y la contribución al proceso de aumento del número de Estados que son partes en los convenios y protocolos internacionales pertinentes de lucha contra el terrorismo."	1
"Que se celebrará el sábado 15 de julio de 2006, a las 15.45 horas"	0
"El Representante Especial Bangura, a su vez, consideró que, a fin de proporcionar una protección real a los civiles, era preciso establecer la rendición de cuentas y el acceso a la justicia, lo que rompería la cultura de la negación."	1
"El Comité reconoce que la no presentación de informes podría ser una señal de una \"fatiga general en la presentación de informes\" causada por el número de informes que los Estados Miembros han tenido que presentar al Comité, al Comité contra el Terrorismo, al Comité establecido en virtud de la resolución 1540 (2004) y a otros órganos de las Naciones Unidas."	0
"La OACI y la IATA han convenido en destacar la labor del Comité establecido en virtud de la resolución 1267 (1999) y en dar a conocer la Lista consolidada entre sus miembros."	1
"v) Mantener el diálogo y el intercambio de información con los puntos de contacto o coordinadores designados sobre cuestiones relacionadas con su contribución a la aplicación de la resolución 1540 (2004);"	1
"Inicio de la subdivisión de Arusha"	0
"Además del espectacular aumento de las corrientes de armas hacia Somalia, ambas partes también están distribuyendo muy activamente armas y municiones a sus milicias, dotando a los milicianos de equipo de combate individual, obteniendo y almacenando alimentos, medicamentos, combustible y otras necesidades para participar en combates sostenidos, organizándose en estructuras de tipo militar, intensificando el reclutamiento y la formación de milicias y elaborando estrategias y planes para derrotar militarmente a la otra parte."	0
"12. La situación en Burundi (25 de octubre de 1993; 17 de mayo de 2011)."	0
"Tras las consultas, el Presidente del Consejo emitió un comunicado de prensa en el que los miembros del Consejo exhortaron a las autoridades de Côte d'Ivoire y a todas las partes interesadas a que pusieran fin a los obstáculos a la libertad de circulación de las fuerzas imparciales e instaron a todas las partes a que demostraran responsabilidad y moderación para que la próxima campaña electoral se celebrara en un ambiente pacífico y según lo previsto."	1
"A este respecto, el Consejo de Seguridad acoge con beneplácito la noticia del 1 de mayo de 2011 de que Osama bin Laden nunca más podrá perpetrar esos actos de terrorismo, y reafirma que el terrorismo no puede ni debe asociarse con ninguna religión, nacionalidad, civilización o grupo."	1
"Informe del Secretario General sobre la Misión Integrada de las Naciones Unidas en Timor-Leste (S/2007/50)."	0
"El Consejo espera con interés la reunión de seguimiento de la aplicación que se celebrará en Puerto Príncipe del 22 al 23 de septiembre, teniendo en cuenta las prioridades establecidas en el marco de cooperación provisional del Gobierno de Haití."	1
"El Comité alienta a la Dirección Ejecutiva a que prosiga su análisis de las cuestiones regionales y temáticas, incluso con el fin de informar al Comité y a los miembros en general, teniendo en cuenta la evolución de la situación mundial y centrándose en temas clave como el uso y el abuso de las nuevas tecnologías de la información y las comunicaciones, la protección de los derechos de las víctimas del terrorismo, los nuevos problemas que plantea el enjuiciamiento del terrorismo, el establecimiento de asociaciones estratégicas con los agentes no gubernamentales pertinentes (incluidos los grupos de mujeres y jóvenes, los dirigentes religiosos, los medios de comunicación y el sector privado), la protección de la infraestructura turística, el secuestro para obtener rescates, la lucha contra el extremismo violento y los delitos que financian el terrorismo."	1
"A este respecto, es significativo que el Consejo de Seguridad, en su resolución 1963 (2010), alienta a la Dirección Ejecutiva del Comité contra el Terrorismo a que examine con los Estados Miembros, con su consentimiento, la posible elaboración de estrategias nacionales amplias e integradas de lucha contra el terrorismo que incluyan la atención a los factores que conducen a las actividades terroristas, de conformidad con las obligaciones que les incumben en virtud del derecho internacional. También es pertinente la importancia que el Consejo, en su resolución 1963 (2010), asigna a la función que pueden desempeñar las organizaciones regionales y subregionales en la lucha contra el terrorismo, en particular aumentando la capacidad de los Estados Miembros para aplicar plenamente la resolución 1373 (2001) y facilitando la prestación de asistencia técnica."	1
"Como muestra esta lista parcial, es evidente la tendencia a que la comunidad internacional recurra cada vez más a las comisiones de investigación y las misiones de determinación de los hechos en el contexto de las actividades de rendición de cuentas."	1
"A. Doble nacionalidad de buena fe 10 - 11 5"	0
"En nombre de la República Checa, quisiera dar las gracias al Comité contra el Terrorismo por todos sus esfuerzos en la lucha contra el terrorismo internacional."	1
"El Consejo de Seguridad reconoce la importancia de un enfoque amplio, coherente y orientado a la acción, incluso en la planificación temprana, de la protección de los civiles en situaciones de conflicto armado."	1
"12. La situación en Chipre (16 de julio de 1974; 13 de junio de 2008)."	0
"Lo mismo es válido cuando se habla simplemente de Europa del Este."	0
"A este respecto, el Consejo encomia los esfuerzos realizados hasta la fecha por la República Centroafricana, la República Democrática del Congo, la República de Sudán del Sur y Uganda para poner fin a la amenaza que representa el LRA, e insta a que se sigan desplegando esfuerzos por parte de esos países, así como de otros países de la región."	1
"El representante de Israel, acogiendo con beneplácito la aprobación de la resolución, destacó que se necesitaban más esfuerzos para aplicar plenamente las disposiciones de la resolución 1701 (2006), incluso con respecto al desarme y la disolución de Hizbullah y otras milicias."	1
"El Consejo de Seguridad exhorta al Secretario General a que redoble sus esfuerzos para asegurar el fortalecimiento de la capacidad del Mecanismo de Vigilancia y Presentación de Informes con miras a la aplicación de la resolución 1882 (2009) a fin de permitir una pronta promoción y una respuesta eficaz a todas las violaciones y abusos cometidos contra los niños, entre otras cosas, velando por que todos los organismos pertinentes de las Naciones Unidas ayuden activamente a reunir información precisa, objetiva, fiable y verificable sobre los actos de violación y otros actos de violencia sexual cometidos contra los niños, y también garantizando sinergias y evitando la superposición entre las entidades pertinentes de las Naciones Unidas, en la sede y en los países, de conformidad con lo solicitado en las resoluciones 1882 (2009) y 1888 (2009)."	1
"Que se celebrará el miércoles 7 de marzo de 2007, a las 11.50 horas"	0
"Vicepresidentes: Croacia, México y Reino Unido de Gran Bretaña e Irlanda del Norte"	0
"b) El libre acceso a todos los lugares y establecimientos pertinentes a la labor de la Comisión;"	0
"El Equipo también ha aumentado la concienciación sobre las sanciones impuestas a Al-Qaida en el sector de las líneas aéreas comerciales trabajando en estrecha colaboración con la Organización de Aviación Civil Internacional (OACI), la Asociación de Transporte Aéreo Internacional (IATA) y la industria privada."	0
"Los siete Estados sólo han aplicado parcialmente medidas para prevenir el contrabando de armas y explosivos."	0
"En diciembre de 2005, Vanuatu depositó su Instrumento de Adhesión a la Convención de las Naciones Unidas contra la Delincuencia Organizada Transnacional (Convención de Palermo)."	0
