"","es_en_DEEPL","VerConf"
"1077","2. Reimbursement to diplomatic personnel for losses of personal property",0
"1078","18. On 31 December 2002, a MONUC special investigation team went to the Beni area to investigate allegations of serious human rights violations (arbitrary executions, rape, torture and enforced disappearances) in the town of Mambasa and in the villages along the Mambasa/Mangina and Mambasa/Erengeti axes.",0
"1079","Compliance with paragraph 6 of resolution 1903 (2009)",0
"1080","Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian Special Court process, additional remedial action would be necessary to ensure that justice is done.",1
"1081","It is believed that ransoms paid for the release of detained ships, cargo and crew could be used to finance terrorist groups or activities.",1
"1082","The Security Council notes with concern that terrorism continues to constitute a serious threat to international peace and security, the enjoyment of human rights and the socio-economic development of all Member States, in addition to undermining global stability and prosperity, that this threat has become more diffuse, with an increase in terrorist acts in various regions of the world, including acts motivated by intolerance or extremism, and expresses its determination to combat this threat.",1
"1083","The Security Council insists that the CCD-Goma will be held responsible for any extrajudicial killings, including of members of civil society or persons held in DRC detention centers in Kisangani.",1
"1084","The Council also deplored the adoption by the Assembly of Kosovo of that resolution, and concurred with the view of the Special Representative that such resolutions and decisions of the Assembly concerning matters outside its competence were null and void.",1
"1085","Council members expressed their deep concern over the appalling human rights violations and crimes against humanity described in the report.",1
"1086","The recent publication by the Ulema Council of a religious decree condemning drug trafficking and related activities may be instrumental in discouraging opium poppy cultivation.",1
"1087","Many of the rural communities remain inaccessible by road for most of the year.",0
"1088",":: The establishment of the priority investment program for 2015-2017, amounting to 7.208 billion African Financial Community (AFC) francs (about US$15 billion).",0
"1089","Condemns violent extremism, which can lead to terrorism, sectarian violence, and the commission of terrorist acts by foreign terrorist fighters, and demands that all foreign terrorist fighters lay down their arms, cease all terrorist acts, and stop participating in armed conflicts;",1
"1090","I also condemn the reckless disregard shown by Hezbollah for the wishes of the elected Government of Lebanon and for the interests of the Lebanese people and the region at large.",1
"1091","In the medium term, the main focus would be on controlling mining areas, eliminating the threat posed by Ituri armed groups and restricting the presence of the FDLR in certain areas with a view to facilitating the disarmament, demobilization, repatriation, reintegration and rehabilitation process.",1
"1092","The report confirms a worrying picture regarding the situation in the Sahel region and the related issues of security, economy and humanitarian conditions.",1
"1093","10. Reiterates the importance for all States to identify, and if necessary adopt, appropriate procedures to fully implement all aspects of the measures described in paragraph 1, strongly urges all Member States to implement the comprehensive international standards embodied in the forty revised recommendations on combating money-laundering and terrorist financing and proliferation issued by the Financial Action Task Force, in particular recommendation 6 on targeted financial sanctions that address terrorism and terrorist financing;",1
"1094","6. Emphasizes that it is fully prepared to impose targeted measures against individuals designated by the Committee in accordance with paragraphs 9, 11 and 14 of resolution 1572 (2004), who have been determined, inter alia, that:",1
"1095","The kidnappings took place in 29 of the 32 departments, particularly in Antioquia, Bogota, Caldas, Casanare, Cundinamarca, Valle del Cauca and Vichada.",0
"1096","Mr. Siniora's government clearly defends democratic values.",0
"1097","The Security Council reaffirms the importance of the principle of non-refoulement and the right of refugees to return voluntarily to Syria, and encourages Syria's neighbors to protect all persons fleeing the violence in Syria, including Palestinians.",0
"1098","The Council members condemned the attacks on UNOCI personnel and stated that those responsible for the attacks should be held accountable.",1
"1099","To be held on Wednesday, November 21, 2012, at 10:00 a.m.",0
"1100","President Abbas also told me that ""the illicit transfer of substantial quantities of weapons to the refugee camps through some Palestinian groups represents a risk to Lebanon and does not help the Palestinian cause.""",1
"1101","However, the potential remains for a total breakdown of law and order, as well as a collapse of the fragile economy and a disintegration of autonomous institutions.",1
"1102","In case of repetition, the credit institution may lose its authorization to operate.",0
"1103","III. Antiques and cultural heritage",0
"1104","Afghanistan will face decisive challenges in the coming months.",0
"1105","The claim relates to the alleged loss of goods such as electrical cables, oil and spare parts that Hitachi used for installation work on various projects in Kuwait. MEA was the employer for all of these projects.",0
"1106","It also highlighted the differences in threat perception, even among neighboring countries.",1
"1107","U.S. training of the Armed Forces of Liberia (AFL)",0
"1108","However, there is a serious danger that, as a result of this decision, which violates the documents of the Bonn and Berlin conferences, the country will face an explosive situation characterized by a new armed resistance and by the internal division of the power structures.",1
"1109","Expressing its deep concern at the armed activities and banditry in [the affected region], which pose a threat to the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and which result in serious violations of human rights and international humanitarian law.",1
"1110","Finally, we must warn that it is not in the interest of international peace and security for the international community, including the Security Council, to use the plight of the Arab peoples for its own self-interest and to effect regime change.",1
"1111","Above all, we were most concerned about the insistence of the authorities in Pristina to somehow implement the so-called strategy for the northern part of Kosovo, in flagrant contravention of resolution 1244 (1999), which is the main international legal platform for resolving the Kosovo issue.",1
"1112","The Security Council calls on Burundi to prevent the provision of any support from its territory to armed groups in the Democratic Republic of Congo.",1
"1113","On 25 July, I informed the Security Council of my decision to appoint Peter van Walsum (Netherlands) as my Personal Envoy for Western Sahara to assist me in assessing the situation and exploring with the parties and neighboring States and other stakeholders how best to break the political impasse in which we find ourselves.",0
"1114",":: On November 7, 2014, regime forces launched an explosive cylinder at Walid hospital in Al Waer neighborhood in Homs, causing extensive damage to the hospital.",0
"1115","At least 1,000 kilograms of military explosives were used to cause the explosion.",0
"1116","As noted above, the Ombudsman fully agrees with the Special Rapporteur's observations on the shortcomings in the transparency of the process.",0
"1117","Another State referred to the risks of increased migration flows, radical movements and the activation of international terrorist networks in the vicinity of Europe, although it stated that no imminent threat to its territory had been detected.",1
"1118","Stressing that improved dialogue and broader understanding among civilizations, in an attempt to prevent the indiscriminate targeting of different religions and cultures, and addressing unresolved regional conflicts and the full range of global challenges, including development issues, will contribute to international cooperation which, in turn, is necessary to sustain the broadest possible fight against terrorism,",0
"1119","This cooperation resulted in the development and implementation of practical solutions in operational and naval coordination and legal and judicial matters, self-protection measures in the maritime transport sector, public diplomacy and interventions to disrupt pirate activities on land.",0
"1120","The Security Council, in its resolution 1559 (2004), called for the disbanding and disarming of all Lebanese and non-Lebanese militias.",1
"1121","The Security Council reiterates its strongest condemnation of cases of desecration, damage and destruction of sacred sites and sites of historical and cultural significance, in particular, but not exclusively, those declared World Heritage Sites by UNESCO, including those in the city of Timbuktu.",1
"1122","The administrative reform at the national level does not represent an improvement to date.",1
"1123","The Larnaca, Cyprus facility was closed on June 22, 2004.",0
"1124","Condemns once again in the strongest terms all acts of violence or abuses committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with respect to (i) torture and other prohibited treatment, (ii) gender-based and sexual violence, (iii) violence against children, (iv) recruitment and use of child soldiers, (v) trafficking in human beings, (vi) forced displacement, and (vii) intentional denial of humanitarian assistance, and demands that all parties put an end to these practices.",1
"1125","Since the beginning of the political stalemate, following the March 29 elections, the Secretary General has expressed concern about the process and politically motivated violence.",1
"1126","Mr. Chairman: We are disappointed that, despite your efforts and the efforts of many others, the Council was unable to condemn this heinous terrorist attack.",1
"1127","That was the reason why, as soon as it became aware of the undesirable presence of the Ugandan rebels of the Lord's Resistance Army, the Government of my country did not hesitate for an instant to issue an ultimatum to them, ordering them to leave the national territory immediately.",1
"1128","Son of: Wasna Injai and Quiritche Cofte",0
"1129","In this regard, he considered it important that the deployment of the additional UNMISS force be completed.",0
"1130","Condemning in particular acts of sexual violence committed by [militias and armed groups, as well as elements of the national armed forces and police] and other security and intelligence agencies, stressing the urgent need for [the affected State], in cooperation with [the peacekeeping mission] and other relevant actors, to put an end to the violence and bring to justice the perpetrators, as well as the senior commanders under whose orders they serve, and calling upon Member States to assist in this regard and to continue to provide medical, humanitarian and other assistance to the victims.",1
"1131","(g) Persons or entities supporting illegal armed groups in the eastern part of the Democratic Republic of the Congo through illicit trade in natural resources;",0
"1132","UNICEF, WHO and UNFPA are supporting the Ministry of Health in finalizing the national strategy on reproductive health and mother-child health.",0
"1133","Africans have clearly expressed their concerns regarding the situation in Zimbabwe.",1
"1134","These countries also face the significant challenges of cross-border refugee flows.",0
"1135","A distinction can be made between universal criteria and individual (detailed) criteria.",0
"1136","Despite the persistent advocacy campaign carried out by the United Nations, nine minors allegedly associated with armed groups remain in detention centers in Bamako, in contravention of the protocol on the release, reunification and reintegration of children associated with armed forces or groups in Mali, signed on July 1, 2013 by the Government.",0
"1137","The Council recalls the importance it attaches to ending impunity and ensuring justice for crimes committed in Darfur.",1
"1138","Children in these areas now receive the health and education services enjoyed by children in other parts of the country.",0
"1139","Fundamentalist extremism and its manifestations are likely to continue to exist in the eastern areas.",0
"1140","To be held on Monday, December 9, at 4:41 p.m.",0
"1141","Since November 2004, the Government of CÃ´te d'Ivoire has sought to repair, maintain and reconstitute the FACI, as a political statement that air power provides the Government with a military advantage not enjoyed by the FN.",0
"1142","For example, the recent approval of six additional gas turbines to be installed by the end of August 1999 at the Mullah Abdullah power plant will supply an additional 220 MW to the national power grid.",0
"1143","We need peace to be able to deal with other equally Dantesque challenges.",0
"1144","The Security Council condemns the deaths of innocent civilians and human rights violations that have taken place in eastern DRC and calls for a full investigation into these incidents.",1
"1145","The Chairman briefed the Council on the Committee's deliberations at the meeting held on September 3, which had considered the mid-term report of the Panel of Experts established pursuant to resolution 1874 (2009), issued on August 1, and the update of the incident report prepared by the Panel of Experts, also issued on August 1, on the ballistic missile launches by the DPRK in June and July 2014.",0
"1146","However, despite increased attention to this issue and positive developments, numerous obstacles remain on the ground in implementing mandates, particularly with respect to the continuing lack of clarity surrounding the concept and implementation of protection of civilians, internal and external coordination mechanisms, early warning and rapid response systems, support to host government security forces, and troop capacity and resourcing.",1
"1147","Like Osman Atto, Deylaf has been described to the Group as having free access not only to neighboring countries but also to the economic centers of Europe.",0
"1148",":: Continue to develop initiatives to prohibit and prevent incitement, identify best practices and exchange information, taking into account the need to ensure that all relevant measures comply with their international legal obligations, including human rights obligations.",0
"1149","The Team continued to promote and encourage exchanges with the experts appointed to assist the CTC and the new CTED, and participated in three CTC meetings where presentations were made on areas relevant to the Team's work.",0
"1150","For the purposes of the fourth task, the Commission considered it necessary to make a preliminary determination of the extent to which the Sudanese criminal justice system had been able and willing to prosecute and bring to justice alleged perpetrators of international crimes committed in Darfur, and then to examine the various international mechanisms that exist.",0
"1151","It is also considering becoming a party to the International Convention on Mutual Administrative Assistance in Customs Matters (Johannesburg Convention).",0
"1152","II. LEGAL FRAMEWORK 16 - 25 14",0
"1153","My delegation strongly condemns these acts of violence and expresses its condolences to the family of the deceased pediatrician.",1
"1154","Regarding the military aspects of security sector reform, the government has made it clear that it wishes to rely heavily on bilateral aid to increase the military's capabilities.",1
"1155","The measures it has taken to fight the insurgency in Darfur have blatantly violated international law.",0
"1156","23. Flint fragments of different sizes, and two small ceramic fragments, in total 10 fragments, from the Qurayn region (No. 9/1975).",0
"1157","22. The situation in Guinea-Bissau (6 November 1998; 5 March 2010).",0
"1158","To take no action against such a dangerous group on the unfortunate pretext that it poses no threat from the government is to abdicate the essential responsibility of any state, i.e., to ensure the safety of its citizens.",1
"1159","The Russian Federation expresses its deep regret and concern over the information regarding the persistence of violence in Darfur.",1
"1160","It is clear that all law enforcement institutions face serious challenges.",1
"1161","Calling upon States to work together, with a sense of urgency, to prevent and suppress acts of terrorism, in particular by increasing their cooperation and complying fully with the relevant international conventions against terrorism,",0
"1162","During the reporting period, the Youth Department organized programs in the area of non-formal education, community service and student exchange and scholarships.",0
"1163","We challenge anyone who says that there is an outbreak of violence or battle anywhere in Sudan at this time.",1
"1164","The Chairman took note of the continuing concern of some countries regarding the scope of the high-risk zone.",1
"1165","The Team believes that the embargo could be more effective against this and other high-priority threats, such as the use of man-portable air defense systems, if it were more closely linked to other counter-proliferation and arms control regimes.",1
"1166","IV. Joint Border Verification and Surveillance Mechanism",0
"1167","Notes that the excessive accumulation and destabilizing effect of small arms and light weapons represent a significant obstacle to the delivery of humanitarian assistance and can exacerbate and prolong conflicts, endanger civilians, and undermine the security and confidence necessary for the restoration of peace and stability ...",1
"1168","The creation of the panel on resolution 1624 (2005) and the human rights aspects of counter-terrorism will serve, in the first instance, to enable CTED to contribute to the Committee's consideration of how it can assist Member States in addressing issues such as incitement to terrorism and intercultural dialogue, as raised in resolution 1624 (2005).",0
"1169","After monitoring the passage of displaced persons into Kosovo and meeting with ethnic Albanians in the southern part of Serbia proper, the Office of the United Nations High Commissioner for Refugees (UNHCR) reported that they had fled for fear of being caught in the crossfire, as well as a general concern about the build-up of police and military forces in the Presevo Valley.",1
"1170","During the Committee's informal consultations on 22 May, the Coordinator of the Monitoring Team made an oral presentation on the current threat to international peace and security posed by Al-Qaida and its associates.",1
"1171","This reduced the value of the initiative in terms of providing comprehensive justice for victims.",1
"1172","The Mission asked the Government military about rumors that some 70 people, mostly Muslims, had been killed by Government soldiers after they recaptured the town.",0
"1173","Concerned that foreign terrorist fighters increase the intensity, duration and intractability of conflicts and may also pose a serious threat to their States of origin, the States through which they transit and the States to which they travel, as well as to the States neighboring the areas of armed conflict in which foreign terrorist fighters are active and which are affected by serious security problems, and noting that the threat posed by foreign terrorist fighters can affect all regions and Member States, including those far from conflict zones, and expressing grave concern that foreign terrorist fighters use their extremist ideology to promote terrorism,",1
"1174","In response to the influenza A (H1N1) pandemic, between mid-2009 and August 2010, the Ministry of Health, with the support of WHO, developed a pandemic preparedness plan that included, among other things, improving its surveillance systems; obtaining Tamiflu tablets; installing a ventilator at the National Hospital; and organizing several training sessions for health care personnel.",0
"1175","To expedite the approval process, States could be encouraged to provide the Committee with any available supporting information or documentation, such as arrest warrants, Interpol notices, indictments and judgments or court records.",0
"1176","It also supported the development of maritime law enforcement capacity and, to this end, created a new Trust Fund for Maritime Security in West and Central Africa.",0
"1177","Despite these challenges, we cannot fail to recognize that approximately 50% of the Afghan population lives in areas where responsibility for security has been transferred to Afghan security forces.",1
"1178","In paragraph 8 of the resolution, the Security Council decided to establish a working group of the Council to review the reports of the mechanism referred to in paragraph 3 of the resolution, to review progress in the preparation and implementation of the action plans referred to in paragraph 7 of the resolution and to consider other relevant information submitted to it.",0
"1179","Instructs the Commission to conduct an analysis of the financing of ECOWAS activities to ensure that the institutions have sufficient resources.",1
"1180","The Act applies to the export from Australia of WMD-related goods and the provision of WMD-related services, both within and outside Australia.",0
"1181","The Israeli people, who had hoped that Israel's withdrawal from Lebanon -- which was certified by this Council six years ago -- would result in security along its northern border, find themselves under constant rocket attacks by Hezbollah, which are penetrating deeper into Israeli territory every day.",1
"1182","Demands that the parties to the conflict immediately take appropriate measures to protect civilians, especially women and children, from all forms of sexual violence, in accordance with resolution 1820 (2008).",1
"1183","In this regard, a United Nations multidisciplinary team will soon visit the Central African Republic, the Democratic Republic of Congo, Sudan and Uganda to assess the threat posed by the LRA and make recommendations on strengthening and improving the coordination of the work to be undertaken by the United Nations to help resolve the LRA problem in the subregion.",0
"1184","This includes avoiding the use of terminology that appears to accept the religious justifications advanced by Al-Qaida; the Monitoring Team continues to argue that when non-Muslim commentators or politicians use religious terms to describe Al-Qaida, however convenient, commonplace or well-intentioned that use may be, the consequence is that it is more difficult to refute that message and prevent it from having an effect on those for whom it is intended.",1
"1185","In his public statements, Colonel Khaddafi and his family members have continued to threaten citizens with civil war and the possibility of mass killings if protests continue.",1
"1186","At my request, Prime Minister Seniora and President Abbas met in Paris on October 18 to discuss issues related to the presence of Palestinian refugees in Lebanon.",0
"1187","Sustained developments in that direction would jeopardize efforts to restore and rebuild the country and, in the long term, threaten peace and stability in the entire region.",1
"1188","The United States urges the Haitian authorities to fulfill their commitment to fill the six Supreme Court vacancies by October 3, 2011.",1
"1189","In addition, there is concern that the intense exchange of drugs for weapons in Afghanistan may lead to the financing of terrorism in neighboring Central Asian states through the sending of money by couriers.",1
"1190","This contract contains a clause prohibiting the buyer from using the vehicles for military purposes and a statement that the vehicles are intended for the national economy. The 22 vehicles were sold for a sum of $90,200.",0
"1191","Began on November 27, 2003. Resumed on September 19, 2005.",0
"1192",":: 1 Against children and adolescents or those over seventy years of age.",0
"1193","The Security Council reiterates its concern at the growing connection, in many cases, between terrorism and transnational organized crime, illicit drugs, money-laundering and illicit arms trafficking, and emphasizes the need to promote the coordination of efforts at the national, subregional, regional and international levels to strengthen the international response to this serious problem and major threat to international peace and security, and encourages the United Nations Office on Drugs and Crime to continue its efforts to strengthen the international response to this serious problem and major threat to international peace and security, subregional, regional and international levels to strengthen the international response to this serious problem and major threat to international peace and security, and encourages the United Nations Office on Drugs and Crime to continue its work in this regard, in collaboration with other relevant United Nations entities.",1
"1194","The Security Council considers that terrorist safe havens remain a matter of grave concern, and reaffirms the need for States to strengthen their cooperation in order to find, deny safe haven and bring to justice, on the basis of the principle of extradite or prosecute, any person who supports, facilitates, participates or attempts to participate in the financing, planning, preparation or commission of terrorist acts or provides safe havens.",1
"1195","In a region as complex as it is vital for the maintenance of international peace and security, the authorities face great difficulties and limitations in responding to the demands and expectations of a population eager for reform.",1
"1196","20. Decides to remain seized of the matter.",0
"1197","Condemns the use of [national television channels] and other media to incite discrimination, hostility, hatred and violence, including against [the relevant United Nations Mission], as well as acts of intimidation and violence against journalists, and calls for the lifting of all restrictions on the exercise of the right to freedom of expression in [the country concerned];",1
"1198","Individuals and cells associated with Al-Qaida and its affiliated entities continue to find new targets, tactics and technologies.",1
"1199","On July 24, 2005, this agreement was violated because the ICAF prepared its Mi-24P for military operations in response to an alleged attack on Anyama.",1
"1200","The Movement for Democratic Change candidate has little or no access to the Zimbabwean media; he is prohibited from campaigning freely; and there are reports that the State has confiscated campaign buses and vehicles, allegedly because they were not properly registered.",1
"1201","The Commission has also found that the Government's armed forces, State security apparatus and military intelligence services are responsible for the illegal detention and arrest of civilians.",1
"1202","The mission will discuss with the Ugandan authorities ways to find a solution to the conflict, including the application of the amnesty law for LRA members who have not committed the most serious violations of human rights and international humanitarian law, in the context of recent negotiation attempts and the procedures established by the International Criminal Court to prosecute those responsible for serious violations of human rights and international humanitarian law.",0
"1203","Four States have duly criminalized terrorist financing, while three have not yet done so.",1
"1204","The men in those vehicles and the soldiers on the street fired at the police vehicles and wounded one PNTL officer in the legs.",0
"1205","The transfer of tasks lacks a strategic framework and involves a handover of responsibilities that does not sufficiently consider the comparative advantage and capacity of the country team, the role of the Government, changing needs on the ground, logistical challenges and the overall reconfiguration of the United Nations presence.",0
"1206","Therefore, in the current situation, refugee information cannot be systematically checked for possible links to terrorism and other serious criminal activities.",0
"1207","Beyond MINURCAT's area of responsibility in eastern Chad, other developments are also cause for concern.",1
"1208","It calls for adherence to international law and for the parties to fulfill their obligations and the roadmap to achieve the vision of two states living side by side in peace and security.",1
"1209","However, I remain concerned that restrictions continue to be imposed on the freedom of movement of United Nations military observers attempting to visit the parties' units, barracks and strongholds for verification purposes.",1
"1210","It is clearly essential that States ensure that their control regimes for both military and civilian explosives are as stringent as possible.",0
"1211","I am pleased to recall that since the Security Council adopted resolution 1559 (2004) on September 2, 2004, several of its provisions have been implemented: free and fair presidential and parliamentary elections were held, the Syrian Arab Republic withdrew its troops and military assets from Lebanon in April 2005, and the two countries established full diplomatic relations in 2009.",0
"1212","The latter group is composed of new members who have become radicalized or are in the process of becoming radicalized as a result of world events or the actions in their communities of extremists who have already been seduced by Al-Qaida's message, and even through web pages or chat rooms.",0
"1213","Progress on other issues has been slow.",0
"1214","Accordingly, the Secretary General has called the recent events in Zimbabwe a ""catastrophic injustice"".",1
"1215","The socioeconomic challenges facing Afghanistan are significant.",1
"1216","The DPRK categorically rejects the human rights resolution against it, which was fabricated on the basis of collusion, fabrication and misinformation and imposed by the United States and other hostile countries in a despotic and arbitrary manner.",1
"1217","The Security Council further condemns terrorism in all its forms and manifestations, however and by whomever committed.",1
"1218","""The Security Council notes with concern the postponement of the first round of the presidential elections, the holding of which, scheduled for 29 November 2009, according to the communiqué dated 18 May 2009 of the Permanent Consultative Framework established by the Ouagadougou Political Agreement, had been approved by all the main Ivorian political actors.",1
"1219","In this regard, we are particularly concerned about the lack of progress in terms of freedom of movement for minorities, sustainable returns and meaningful representation of minorities in government structures and in the public sector in general.",1
"1220","The Security Council remains gravely concerned by the threat posed by acts of piracy and armed robbery at sea to international navigation, the safety of commercial shipping lanes and the security and economic development of States in the affected regions, as well as to the safety and well-being of seafarers and others, including the risk of being taken hostage, and by the increasing violence employed by pirates and those involved in acts of piracy and armed robbery at sea. The Security Council condemns in the strongest terms the taking of hostages and the use of violence against them, and calls upon States to also cooperate, as appropriate, to secure the early release of hostages, including through the exchange of information and intelligence.",1
"1221","To be held on Thursday, March 6, 2014, at 10:00 a.m.",0
"1222","When the medal is awarded posthumously, the immediate family of the recipient may display the medal during ceremonies held to honor the recipient or members of United Nations peace operations.",0
"1223","The vast majority of land border police posts lack the tools and equipment to carry out their work, and national border control agencies do not cooperate sufficiently with each other or with their counterparts in neighboring states.",1
"1224","""The Security Council unequivocally condemns the terrorist attack committed in Marib, Republic of Yemen, on 2 July 2007, and expresses its sincere condolences to the victims of that attack and their families, as well as to the peoples and Governments of the Republic of Yemen and the Kingdom of Spain.",1
"1225","In paragraph 67 of his opinion the Advocate General sets out five reasons why close scrutiny is not applicable in this context: (a) the preventive nature of the Al-Qaida sanctions; (b) the international context of the contested act; (c) the need to strike a balance between the requirements of the fight against terrorism and those of the protection of fundamental rights; (d) the political nature of the 1267 Committee's assessments; and (e) the improvements in delisting procedures by the 1267 Committee in recent years, particularly since the 2008 decision of the Court of Justice of the European Union in the Kadi case.",1
"1226","2. The second group, consisting of 15 inspectors, left the Canal Hotel in Baghdad at 0800 hours and arrived at 1030 hours at the Northern Refineries and Small Refineries Company, located in Al-Siniya, Salah Al-Din Governorate.",0
"1227","I have the honor to enclose herewith the eleventh report of the Analytical Support and Sanctions Monitoring Team established pursuant to Security Council resolution 1526 (2004) and extended by resolution 1904 (2009).",0
"1228","The Syrian Network for Human Rights was unable to gather information on deaths in areas isolated by the regime.",1
"1229","Techniques and methods are being passed from one Al-Qaida-linked group to another, facilitating a level of innovation that increases the threat.",1
"1230","Since the publication of the report, there has been a significant increase in attention devoted to the situation on Liberia's border with Côte d'Ivoire.",0
"1231","I must report, with great concern, an escalation in criminal acts and attacks against UN and humanitarian personnel.",1
"1232","These actions can be considered as an indirect participation in misleading public opinion and disregarding the position of the Syrian Government with regard to the events in its own territory. It is an irresponsible incitement to all sorts of violent acts, providing international cover for international terrorist acts undertaken by terrorist groups against Syria, its interests and its people.",1
"1233","Only the latter aspect has a quasi-judicial function.",0
"1234","3. The situation in Cyprus (December 27, 1963; January 24, 2013).",0
"1235","I am particularly concerned about the unstable present that could deteriorate further if the political situation does not change and if the socio-economic situation continues to remain unaddressed.",1
"1236","3. Russian Federation 17 8",0
"1237","At headquarters, the agitated intervention of the Minister of the Interior, including the fact that he had removed a weapon from storage, would have contributed to a climate of panic.",1
"1238","It also suffers from a proven vulnerability to misuse by terrorists and their supporters to finance acts of terrorism.",0
"1239","Reiterating its deep concern that, despite its repeated condemnation of violence against women and children, including all forms of sexual violence in situations of armed conflict, and notwithstanding its calls to all parties to armed conflict to put an end to such acts with immediate effect, such acts continue to occur and in some situations have become systematic and widespread.",1
"1240","The Human Rights Committee has clearly stated this right in its General Comment No. 27. On several occasions, the Committee on Economic, Social and Cultural Rights has declared that forced evictions are incompatible in principle with the requirements of the International Covenant on Economic, Social and Cultural Rights.",1
"1241","WHICH INDICATE THE MATTERS THAT ARE SUBJECT TO THE COUNCIL",0
"1242","Tasks Protection of African Union and United Nations common compound civilian personnel inside Mogadishu International Airport.",0
"1243","Although they have not officially accepted Al-Shabaab as part of Al-Qaida, Usama bin Laden and Aiman al-Zawahiri (QI.A.6.01) have expressed clear interest in the situation in Somalia and have used it as a point of attraction to recruit troops around the world for paramilitary training and indoctrination.",1
"1244","Five of the 12 Security Council sanctions regimes incorporate listing criteria related to violations of international human rights law and international humanitarian law, and in particular to involvement in violations of the rights of children and women in conflict situations.",0
"1245","All delegations agreed that the main threat in the region came from the Jemaah Islamiyah (QE.J.92.02.), the Abu Sayyaf group (QE.A.1.01.) and a newcomer, the Rajah Solaiman movement (not listed), which works closely with the Abu Sayyaf group*.",1
"1246","3. Decides to remain seized of the matter.",0
"1247","In most cases, it may be provided in the form of a subsidy to be used for travel on regular commercial means of transportation.",0
"1248","Uganda does not support the Congolese militias, as claimed by the Permanent Representative of the Democratic Republic of Congo.",1
"1249","The issues of a single region and a Vice President for Darfur were postponed.",0
"1250","The Catholic Church and civil society organizations expressed concern that these commutations of sentences could contribute to a perception of impunity, although the President explained that the commutations had been decided in consultation with the Government, members of Parliament and families of victims and perpetrators, among others, and in accordance with the Constitution and applicable laws.",1
"1251","Reaffirms its unequivocal condemnation of all acts, methods and practices of terrorism as criminal and unjustifiable, regardless of their motivation, in all their forms and manifestations, wherever and by whomever committed,",1
"1252","The Sudanese Penal Code and the Criminal Procedure Act do not provide for substantive or procedural provisions that could apply to the special situation of crimes committed during an armed conflict.",1
"1253","12. Deputy Secretary, Department of Legal Affairs, Government of the North-West Frontier Province, January 19, 1982 to July 9, 1983.",0
"1254","To calculate the refining margin losses incurred in 1994, KPC uses projected market prices adjusted for relevant price differences.",0
"1255","There were also 18 allegations of rape following the attack on Adwa in South Darfur in early December 2004.",0
"1256","Condemning all attacks against United Nations peacekeepers and humanitarian personnel, whoever the perpetrators, and emphasizing that those responsible for such attacks must be brought to justice.",1
"1257","Although the President acted in accordance with his constitutional prerogatives, I expressed concern that the pardon granted on December 25, 2009 could exacerbate perceptions of impunity.",1
"1258","The arguments of the representative of Armenia are particularly striking because he has presented them before the Security Council, which, in 1993, adopted four resolutions condemning the use of force against Azerbaijan and the occupation of its territories and demanding the immediate, total and unconditional withdrawal of the Armenian occupation forces from all occupied territories of Azerbaijan (resolutions 822 (1993), 853 (1993), 874 (1993) and 884 (1993)).",1
"1259","b) Refinement of the processing and evaluation methodology after the first series 190 - 198 71",0
"1260","I have the honour to refer to Security Council resolution 1606 (2005), dated 20 June 2005, by which the Council requested me to enter into negotiations with the Government of Burundi and consultations with all Burundian stakeholders to determine how to implement the recommendations contained in the report of the assessment mission (S/2005/58) on the establishment of a joint truth commission and a special chamber within the Burundian judicial system. The Council further requested me to report to it by 30 September on the details of implementation, including costs, structures and timetable.",0
"1261",":: June 21, 2005: Former Lebanese Communist Party leader George Hawi is killed when his car explodes near his home in Wata Musaytbeh.",1
"1262","To carry out his plan, he plans to unite several militias under his control and equip and train them in Fer Fer (Ethiopia) and Waajid (Bakool region).",0
"1263","As such, the city represents an environment where potential targets for attacks abound and there have been several attacks on military installations and embassies of Western countries.",0
"1264","To be held on Monday, April 25, 2005, at 10:00 a.m.",0
"1265","Instead, the Group has decided to limit itself to three specific issues, which are discussed below.",0
"1266","Terrorism is a determining factor in an increasing number of conflict situations, especially in the Sahel region and the Maghreb.",1
"1267","(b) City of Riyadh (1,425,000 riyals)",0
"1268","The Government of Jordan stresses the need for the Government of Israel to immediately and completely halt its acts of violence and destruction in the Gaza Strip, as well as throughout the Occupied Palestinian Territory; to cease its policy of deliberate destruction of Palestinian infrastructure and homes; and to immediately cease its extrajudicial killings and imposition of collective punishment and other practices against the Palestinian people.",1
"1269","The Security Council strongly condemns the continuation of violence and human rights violations by all armed groups, including summary executions, sexual and gender-based violence and large-scale recruitment and use of children, demands that all armed groups immediately cease all forms of violence and destabilizing activities and that their members disperse, It reiterates that those responsible for violations of human rights and international humanitarian law should be held accountable and disqualified from joining the FARDC or other elements of the State security forces.",1
"1270","Some 8,490 ex-combatants have received reintegration support from UNDP and its implementing partners in Northern Sudan.",0
"1271","It should be noted that approximately one week (May 22, 2005) before the second battle of Baidoa, a large consignment of weapons from Yemen arrived at the Bakaaraha market through arms trading networks.",0
"1272","The trial continues regarding the murders of human rights activist Mr. Floribert Chebeya Bahizire and his driver, Mr. FidÃ¨le Bazana, committed on June 2, 2010.",0
"1273","Local government reform programs should not wait for final status negotiations to begin.",0
