es_en_GOOGLE	QuadClass
On November 9, 2005, suicide bombers attacked three hotels in Amman, leaving 60 dead and at least 115 injured.	1
While it may be impractical to authorize all contingents to carry out specific offensive operations to neutralize armed groups, urgent measures are required for framework brigades to contribute more actively to armed group neutralization and protection activities. of civilians.	1
The Council encourages neighboring States to cooperate with the Regional Task Force to end the LRA threat.	4
The Commission is of course of the view that all persons, even those accused of serious crimes, should be presumed innocent until proven guilty in a fair trial.	2
Drug trafficking and transnational organized crime	1
Bearing also in mind the recommendation of the Commission in this regard, according to which it was necessary to maintain international assistance so that the Lebanese authorities could fully clarify this terrorist act and it was essential that the international community make a sustained effort to establish, together with the authorities of Lebanon, a structure for assistance and cooperation in the field of security and justice,	2
Cooperation in the subregion is constantly improving, but must be further intensified, especially in border areas, in order to strengthen controls against possible terrorist incursions and the proliferation of transnational crime.	2
In order to respond effectively to the asymmetric nature of the terrorist threat, it is essential to strengthen cooperation through the permanent exchange of information between law enforcement agencies, border security bodies and intelligence services.	2
To suspect certain people as perpetrators, it is necessary to determine the international crimes for which they could be held responsible.	1
The struggle for power manifests itself in various forms and aims to gain the support of the different social forces that coexist in civil society and public opinion in order to obtain more popular support or influence.	2
A senior Al-Itihaad leader in charge of training camps purchased AK-47 assault rifles, PKM machine guns, RPG-7 rocket launchers, F1 hand grenades, grenade launchers, 60 and 82 millimeter mortar ammunition on the weapons market. Irtogte between November 7 and 21, 2004. The same individual purchased 2 PKM machine guns, 10 SG-43 medium machine guns, 120 Tokarev TT-33 pistols and 60 magazines for AK-47 assault rifles on November 27, 2004, as well as 16 PKM machine guns and ammunition for RPG-7 rocket launchers on 15 January 2005 (S/2005/153, annex II).	1
At the end of the reporting period, the UNMIK Police consisted of approximately 4,400 officers from 53 countries, representing more than 90 per cent of the total authorized strength.	1
His innovation was to transfer the objectives of Muslim countries to the West, particularly the United States of America, and by defining his terrorism as a struggle between Islam and its enemies, he was able to bring together under a single banner several disparate groups that often competed against each other. Yeah.	3
Law enforcement agencies are well structured and special bodies, committees and units have been established to combat terrorism.	2
The militias continue to attack under the pretext that they are not party to any agreement and the Government has not stopped them.	1
On the day of the explosion, 10 people were questioned and during the following two months about 40 people were questioned.	2
Even so, in Port-au-Prince, the sharp increase in violence and crime, including kidnappings, generated serious concern among the population during May and June.	1
General Moges concluded his presentation by warning that, with the arrival of the dry season, the risk of a resumption of hostilities was greater, which is why UNISFA had increased patrols, but he stressed that without dialogue it would not be possible to prevent the situation would deteriorate at some point.	3
Following its meeting on September 8, 2010, the Working Group approved its conclusions on children and the armed conflict in Colombia (see S/AC.51/2010/3).	4
Emphasizing the obligation imposed on all Member States to fully implement resolution 1373 (2001), especially with respect to the Taliban or Al-Qaida and individuals, groups, companies and entities associated with Al-Qaida, Osama bin Laden or the Taliban who have participated in the financing, planning, facilitation, preparation or commission of acts of terrorism, recruited people to commit them or otherwise provided support for them, as well as facilitating the fulfillment of obligations to combat terrorism terrorism in accordance with the resolutions of the Security Council on the matter,	3
On 12 November, another suicide bomb attack took place at a school in Kontagora, Niger State, injuring dozens of people. On November 25, two girl suicides killed more than 45 people in the Maiduguri market. On November 27, a bomb explosion in the Maraba-Mubi area of Adamawa State killed at least 40 people. On November 28, an attack on the central mosque in Kano left at least 120 dead and 270 injured.	1
Decides that the [travel ban and asset freeze] measures mentioned in the [relevant] paragraph of this resolution shall apply to the following persons and, where applicable, entities, designated by the Committee: ...e) the persons or entities operating in [the affected country] that commit serious violations through acts deliberately directed against... women in situations of armed conflict, including murder and mutilation, acts of sexual violence, kidnappings and forced displacement;	1
Two vehicles were burned and the ground floor offices were looted.	1
According to witness reports, in January 2004 rebels attacked and looted a police station and state offices in Yassin, southern Darfur.	1
The force has also identified military assets that are underutilized and could be repatriated without harming the Mission&#39;s ability to conduct operations.	1
The Security Council recognizes that the human rights of women and girls are at particular risk in armed conflict and post-conflict situations, and notes that in a number of such situations members of civil society involved in Women&#39;s human rights issues can be targeted.	3
The ability to freeze funds and assets linked to terrorism is generally insufficient and limited in all States.	2
The Commission has also found that the Government&#39;s armed forces, the State security apparatus and the military intelligence services are responsible for the illegal detention and arrest of civilians.	3
Accordingly, the Committee will transmit these recommendations to the Counter-Terrorism Committee established pursuant to resolution 1373 (2001).	4
As stated in a political statement released in March 2003, &quot;the Sudan Liberation Movement and Army is a national movement that aims, together with other like-minded political groups, to address and resolve the fundamental problems of the entire Sudan.	2
Above all, it urges them to strictly respect the deadline set for holding democratic elections before November 2015.	4
Although no real case of use of such a device has been reported since the publication of the Team&#39;s previous report, concern remains that the groups and individuals included on the list remain interested in committing such an attack. type, as well as news that illicit sources of radiological materials still exist, particularly in areas of Al-Qaida and Taliban activity.	3
In accordance with the provisions of Article 3, which is common to the four Geneva Conventions, international humanitarian law is also applicable in armed conflicts that are not of an international nature.	2
3. States must bring to justice those who finance, plan, support or commit terrorist acts or provide safe haven, in accordance with international law and in particular based on the principle of extradition or prosecution;	2
Regarding paragraphs 46, 48 and 49, regarding the arms embargo and border control, in reality, weapons are smuggled into Syria from Lebanon. Everyone knows that certain parties in Lebanon are seeking to destabilize Syria by providing armed terrorist groups in Syria with weapons and funds to undermine the Government.	1
Import/export of weapons: surveillance and detection of smuggling activities	1
For example, a military unit, carrying out superior orders, detains, in contravention of international law, a number of enemy civilians. One of the soldiers, in the heat of military action, kills or tortures one of those civilians.	1
The bodies of five people, believed to be supporters of Mr. Coulibaly, showing gunshot wounds and signs of torture, have remained in the Bouak̩ mortuary since late December, awaiting the conclusion of criminal investigations.	1
Some reports also indicate that foreigners from Chad, the Libyan Arab Jamahiriya and other States responded to the call and that the Government was more than willing to recruit them.	1
This is another example of a joint attack planned and organized by Government forces and the Janjaweed, during which mass murders and summary executions were committed.	1
The Committee plays a crucial role in the United Nations counter-terrorism efforts by maintaining, updating and improving its Consolidated List of Persons and Entities Associated with Al-Qaida and the Taliban and by effectively monitoring the implementation by Member States of sanctions against the people and entities that appear on the List.	2
As indicated above, various sources have confirmed that the children wear uniforms and carry weapons.	1
2. Reiterates that the main responsibility for the proper implementation of the Peace Agreement lies with the authorities of Bosnia and Herzegovina themselves and that the willingness of the international community and the main donors to assume the political, military and economic burdens of the implementation of the agreement and reconstruction is subject to all authorities in Bosnia and Herzegovina complying with the Peace Agreement and actively participating in its implementation and in the reconstruction of civil society, fully cooperating in particular with the International Criminal Tribunal for the former Yugoslavia, in the consolidation of mixed institutions and in supporting the return of refugees and displaced persons;	4
Supporting the Envoy&#39;s call for the Government of Syria to visibly and immediately implement all elements of the Envoy&#39;s six-point proposal in its entirety to achieve a sustained cessation of armed violence in all its forms by all parties ,	4
The ability to prevent terrorists from organizing and moving freely through the territories of Member States of the subregion (especially in the Sahel) depends not only on the effectiveness of bilateral and subregional collaboration, but also on the measures adopted to put an end to implementing the best international codes and practices relating to law enforcement and border control as well as the effective protection and supervision of borders, coasts and inland regions.	2
The active presence of ethnic and community-based militias remains a major source of instability, especially in the western part of the country, where violent inter-ethnic clashes have occurred in recent months.	1
The report also sets out three specific approaches that would improve the application of sanctions: first, discouraging the payment of ransoms to Al-Qaida and its affiliated entities to encourage the freezing of assets. Second, use biometric techniques and introduce changes to national criteria for defining ineligible travelers to strengthen the travel ban imposed against listed individuals. Third, improve analysis and take action to limit the availability of components used in the development of improvised explosive devices used by Al-Qaida and its affiliated entities. II. Overview A. Al-Qaida	1
49. During the famine period, ideological indoctrination was used to maintain the regime, at the price of seriously aggravating hunger and starvation.	1
The multi-ethnic concept regarding Kosovo and Metohija advocated in the report has been practically abandoned, which is particularly evident following the establishment of the judicial system in Kosovo and Metohija (paragraph 57).	3
President Abbas also told me that &quot;the illicit transfer of substantial quantities of weapons to refugee camps through some Palestinian groups represents a risk to Lebanon and does not help the Palestinian cause.&quot;	3
At the end of the conference, a series of declarations were adopted on key thematic areas, namely political and economic governance; private sector development; natural resource management; support for the Sierra Leone diaspora; Pay accounts; and the frameworks for the exploitation of natural resources and the allocation of public resources.	4
The present report of the Security Council Committee established pursuant to resolution 1518 (2003) covers the period from 1 January to 31 December 2009.	4
The Security Council further calls upon the Government of the Democratic Republic of the Congo to continue to implement its plan of action to prevent and end the recruitment and use of children, as well as to prevent and end all acts of sexual violence against children by the FARDC.	1
In both cases, the militants forced the women at gunpoint to strip naked, raped them, and left them naked on the road.	1
1. Calls upon States to reiterate their commitment to prevent and combat genocide and other serious crimes in accordance with international law, reaffirms paragraphs 138 and 139 of the 2005 World Summit Outcome Document (A/60/L.1), relating to the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity, and emphasizes the importance of taking into account the lessons learned from the 1994 genocide against the Tutsis in Rwanda, in the that Hutus and other people who opposed him were also killed;	4
Later that day, military operations against the FACI air base at Abidjan International Airport resulted in the destruction of the remaining two Su-25s, two Mi-24v helicopters and one unmanned aerial vehicle.	1
With multilateral financing suspended, the Government of C̫te d&#39;Ivoire depends on the cocoa harvest to remain solvent and pay its civil servants, including the military. Cocoa is an important source of funds for procurement unbudgeted or extra-budgetary military funds of the Government, and although the amount of cocoa income has decreased, the percentage taken from the amount available is still high,	1
In a press statement by the President, Council members expressed their deep concern about the serious humanitarian situation, as the latest fighting had led to an increase in human rights violations and a new population displacement.	1
One of the targets was the Kansfra hospital, where infrastructure and machines were damaged.	1
The Commission did not have information or find evidence indicating that rebel groups were responsible for acts of widespread destruction.	2
The academy will be an important institution for the implementation of the new curriculum and for supporting the implementation of the roadmap for the reconstruction of the civil police force.	4
In resolution 1820 (2008), the Council encourages the Secretary-General, in consultation with women and women-led organizations, to develop effective mechanisms to protect against violence, in particular sexual violence and other forms of gender-based violence. gender-based, to women and girls in and around refugee and internally displaced persons camps.	4
The Royal Moroccan Army also indicated that its efforts had been hampered by a shortage of resources and a lack of available information on mine-infested areas.	3
Once again we are forced to state that the violence unleashed in the Gali district is the logical result of the increase in flagrant violations of the rights of the peaceful population carried out by the Abkhazian regime, a situation that encourages the smuggling of weapons and drugs.	1
Training of other staff to raise awareness of human rights and the rights of women and children.	2
Apart from the periodic meetings of the Council of Arab Interior Ministers, there is no regular and institutionalized exchange of operational information in the subregion.	4
Notes that the human rights due diligence policy has been developed, encourages [the Mission] to continue to fully implement it and requests the Secretary-General to report to the Council on progress made in its implementation of said policy;	4
The Committee must not only work with States to improve their anti-terrorism legislation but also monitor the implementation of such legislation in the light of current needs.	2
In September 2005, under intense public and international pressure, three Nepal Army officers were court-martialed and sentenced to six months in prison for failing to observe proper procedures in disposing of the body of Maina Sunawar.	1
Of particular concern is the pattern of alleged serious misconduct by Haitian National Police officers, including the alleged involvement of a group of them in the summary execution of at least nine people that took place on August 20 during the a soccer match in the Martissant area (Port-au-Prince).	1
The Security Council reiterates its strong support for the adoption by the General Assembly of the United Nations global counter-terrorism strategy (resolution 60/288) of 8 September 2006 and the institutionalization of the Task Force on the Implementation of Counter-Terrorism, in accordance with General Assembly resolution 64/235, to ensure the overall coordination and coherence of the activities of the United Nations system against terrorism, as well as full participation, within the framework of its mandates, of the relevant subsidiary bodies of the Security Council in the work of the Task Force and its working groups, and welcomes the adoption of resolution 64/297 by the General Assembly.	4
The information we have received indicates that the special envoy is already studying new accommodating and appeasing agreements in the face of Ethiopia&#39;s failure to comply with the conditions of the Algiers Agreement and its rejection of the Boundary Commission&#39;s decision.	3
The benchmarks established jointly by the Malian authorities, MINUSMA and the United Nations team focus on three priority tasks identified in Security Council resolution 2164 (2014), namely security, stabilization and protection of civilians; supporting national political dialogue and national reconciliation; and supporting the reestablishment of State authority throughout the country, the reconstruction of Mali&#39;s security sector, the promotion and protection of human rights, and support for humanitarian assistance.	2
The attack was led by the military. The Arabs stole.	1
I condemn in the strongest terms the reprehensible attacks against people who help the Somali people fight organized crime that hinders the development of their country.	3
This organization, at its 74th General Assembly, held in September 2005, approved resolution AG-2005-RES-05, on cooperation between the United Nations and Interpol, which creates a special notification for persons included in the consolidated list that may be issued by Interpol at the request of the Committee and that will alert States that certain individuals are subject to United Nations sanctions.	2
Individuals and cells associated with Al-Qaida and its affiliated entities continue to find new targets, tactics and technologies.	3
The Convention on the Rights of the Child further requires States Parties to commit to protecting children from all forms of sexual exploitation and abuse.	2
MPCI fighters have established themselves in several public places.	1
Three States have established effective legal frameworks to ensure mutual legal assistance and extradition, as well as adequate mechanisms for the timely and effective exchange of information with international counterparts.	2
Such meetings and activities contribute to raising awareness among the international community on counter-terrorism issues and provide a useful forum for States and organizations to consider emerging threats and capacity-building initiatives to address them. to problems related to terrorism.	4
o) Cooperate closely with relevant bodies established by the United Nations to combat terrorism in providing information on actions taken by Member States in relation to kidnappings and hostage-taking for ransom by Al-Qaida and other persons, groups, companies and entities associated with it, and about trends and developments in that area;	2
3. Decides further that all States should adopt and enforce effective measures to establish national controls to prevent the proliferation of nuclear, chemical or biological weapons and their delivery systems, including by establishing adequate controls on related materials, and, with To this end, they must:	2
:: The prohibition of slavery and the slave trade in all its forms and forced, unpaid or abusive labor.	3
The Under-Secretary-General further reported that acts of violence and human rights abuses continued on a daily basis, including the use of torture, murder, rape and enslavement by ISIL, punishments and attacks against civil services by opposition groups, including groups designated as terrorists, and air strikes, including barrel bombs, carried out by the Government against civilian areas, internally displaced persons camps and civilian facilities.	1
The Security Council recognizes the need for systematic monitoring and reporting on progress made in the protection of civilians in armed conflict.	4
The Council also deplored the adoption by the Kosovo Assembly of that resolution, and agreed with the view of the Special Representative that such resolutions and decisions of the Assembly relating to matters not within its sphere of competence were null and void. .	3
One agent is killed, another seriously injured.	1
Members of the Security Council also condemned the continued attacks against Yemeni security forces in Hadrmut on 9 October, and in Bayda on 8 October, aimed at undermining the stability of Yemen.	3
The Mission continued to carry out awareness-raising activities within the framework of the &quot;UN Cares&quot; strategy.	2
The Committee seeks to ensure that the List is dynamic and adjusts to the evolving danger posed by Al-Qaida.	3
In many cases, government forces were reported to have surrounded villages, standing guard while the Janjaweed burned and looted villages and committed other atrocities against the population.	1
The Team routinely coordinates its travel plans with the Executive Directorate of the Counter-Terrorism Committee and in its visits to Member States and international organizations has carried out arrangements on behalf of the Executive Directorate and the experts who provide support to the Committee established under the resolution 1540 (2004). The Team looks forward to its first joint visit with the Executive Directorate to a Member State in February 2006, and anticipates that this practice will become increasingly frequent.	4
The Popular Defense Forces fight with the regular armed forces.	2
In light of the above, I recommend that the mandate of MONUSCO be extended for another period of 12 months and that the Mission&#39;s military and police contingent strength be maintained at the current authorized levels.	4
35. Decides, in order to assist the Committee in the fulfillment of its mandate, that Monitoring Team 1267, established pursuant to paragraph 7 of resolution 1526 (2004), will also provide support to the Committee for a period of 30 months , with the mandate set forth in annex A to the present resolution, and requests the Secretary-General to take all necessary measures for this purpose;	4
10. Calls upon all States, as another means of addressing this threat, to carry out, in accordance with their national laws and regulations and in accordance with international law, cooperative activities to prevent illicit arms trafficking nuclear, chemical or biological, their delivery systems and related materials;	3
Furthermore, many modern state institutions were created during the UNTAET period, including the National Parliament, the Council of Ministers, local government structures, the police service and the defense force.	2
Accountability mechanisms have generally been introduced to address irregularities and ensure that established legislation and procedures are applied but often do not offer sufficient protection.	2
c) Cooperate closely to fully implement sanctions against terrorists and their associates, in particular Al-Qaida and the Taliban and their associates, as outlined in resolutions 1267 (1999), 1390 (2002) and 1455 (2003), adopt urgently take measures to prevent them from accessing the financial resources they need to carry out their activities and cooperate fully with the Monitoring Group established pursuant to resolution 1363 (2001);	1
It is not clear who was responsible for this attack.	1
Some States need to strengthen their judicial systems further so that counter-terrorism proceedings are carried out in full accordance with the rule of law.	2
E. Arbitrary detention, torture, executions and prison camps	1
The Council also expresses concern at the information it continues to receive about LRA attacks in the Central African Republic, in towns as far west as Bangassou, and in the Democratic Republic of the Congo.	1
The Monitoring Team has intensified its efforts to establish links with experts from academia and civil society to increase understanding of the changing nature of the danger posed by Al-Qaida and the individuals and entities associated with it, through dialogue with specialists and competent academic bodies.	3
The Under-Secretary-General for Political Affairs reported on the increase in attacks carried out by the Lord&#39;s Resistance Army in 2011 and emphasized the serious impact these attacks had had on the civilian population and the humanitarian situation.	1
The bill, which will be presented to Parliament, establishes that a minimum of 30% of parliamentary seats must be reserved for women; that one district in each constituency at the local council level should be awarded to female candidates and that political parties should allocate &quot;safe&quot; seats for female candidates.	2
In most current conflicts, small arms and light weapons are mainly used.	1
The Young Communist League has apparently assimilated many of the members of the disbanded CPN-Maoist militias. Many of the children recruited during the recruitment drive that followed the 2006 ceasefire did not join the Maoist army.	1
In this regard, we express our full readiness, in consultation with the United Nations, to contribute to the strengthening of MINUSMA, in particular through the establishment, within the framework of MINUSMA, of a rapid intervention force with rules of engagement and robust means , following the model of the intervention brigade of the United Nations Stabilization Mission in the Democratic Republic of the Congo (MONUSCO), which would be deployed in northern Mali from within troop-contributing countries, to contribute to the fight against terrorist and armed criminal groups and facilitate the successful completion of stabilization initiatives in that part of the country.	2
At around 12:30, Mr. Malik and Colonel Reis, Chief Military Training Advisor, who had also heard the radio communication, spoke separately with the Special Representative of the Secretary-General to request permission to intervene, which they granted. granted.	4
The Council reiterates its intention to continue to fight vigorously against impunity and to hold accountable through appropriate means.	3
On 12 February 2013, the Security Council held an open debate on the protection of civilians in armed conflict, addressing the five core challenges identified by the Secretary-General. On 17 July 2013, the Security Council addressed the issue of the protection of journalists in another open debate.	4
In resolution 2122 (2013), the Council expresses concern that armed conflict and post-conflict situations exacerbate the vulnerability of women, particularly in relation to forced displacement, as a consequence of inequality in citizenship rights, the biased application of asylum laws based on gender and the obstacles to registering and obtaining identity documents that exist in many situations.	3
The disarmament of militias is a priority issue, especially in the period preceding an electoral campaign, given the potential for politically motivated violence to break out.	3
The Security Council expresses serious concern that the continued instability and growing security vacuum in the Central African Republic continue to negatively affect operations against the LRA and contribute to strengthening the LRA in the country.	3
This will require a review of the concept of operations to reflect a more mobile and agile force that can anticipate or respond to crises quickly, while eliminating redundancies.	1
Such violations, such as deliberate attacks against the civilian population, indiscriminate attacks against the civilian population and against civilian objects or attacks on villages where rebels were hiding or taking refuge, which caused disproportionate harm to the civilian population, or executions in mass, as well as the forcible removal of civilians from their homes, were widespread and systematic and constituted crimes against humanity.	1
Around 5:00 p.m. a vehicle passed without stopping at a certain speed. Mr. Kiak and his men opened fire, wounding the priest who was behind the wheel.	1
All States are members of the OAS, which provides regional mechanisms for cooperation in policies and operations.	2
Four of the eight South Asian States have enacted laws to criminalize the recruitment of terrorists and prohibit the use of their territories to commit or prepare terrorist acts against other States or their citizens.	1
The Council encourages the establishment or strengthening, as appropriate, of subregional or regional mechanisms for cooperation, coordination and information exchange, in particular cross-border customs cooperation and information exchange networks, with a view to preventing, combating and eradicating trade illicit use of small arms and light weapons across borders.	4
In addition, the International Monetary Fund provided direct budget support of $60 million in 2007 under its emergency assistance program for post-war countries and will provide the same amount in 2008, which will also be used to support elections and social rehabilitation.	2
In the same resolution, the Council tasked the commission with investigating systematic, widespread and serious violations of human rights in the State with a view to ensuring full accountability, particularly in cases where such violations may constitute crimes of It hurts humanity.	4
Furthermore, the international obligation would be considered fulfilled at the moment, after the signing of a peace treaty, in which the responsible State had agreed to pay war reparations to the others or compensation for damage caused to the nationals of the adversary, or not to make a payment.	2
Close cooperation between UNOMIG and CIS peacekeeping forces continued through regular liaison visits, weekly quadripartite meetings, information exchanges and joint patrols.	2
However, the capacity of the Lebanese State to fully exercise its authority throughout its territory remains limited and the occurrence of a series of security incidents demonstrated once again that armed groups outside the control of the State, as well as the proliferation of weapons, pose threats to Lebanon&#39;s security.	3
4. Calls upon all States that are not parties to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it as non-nuclear-weapon States in order to achieve universality at an early date, since, pending of their accession, comply with the provisions of it;	4
As long as States do not impose any obligation on listed individuals to comply with the travel ban, they will not find it risky to try to avoid it.	1
Third, in many situations the Security Council has recognized that serious violations of human rights and international humanitarian law are potential threats to peace and security.	3
The death of two UNODC experts on an anti-piracy mission on 7 April 2014 was a sad reminder of the risks the United Nations faces in its work to improve the lives of others.	1
Some rebel groups have directly impeded humanitarian work by looting cars and trucks and putting pressure on, and even kidnapping, national staff of humanitarian organizations.	1
The Security Council encourages the African Union Regional Task Force to continue its operations against all LRA groups, while collaborating with the United Nations and non-governmental organizations to establish safe centers and provide information to help LRA elements who demonstrate a genuine desire to demobilize and lay down their arms.	3
Several States have criminalized recruitment for the purposes of terrorist acts.	3
w) Collaborate with competent international and regional organizations in order to promote knowledge and compliance with the measures;	2
The participant added that the role of political coordinators had changed a lot in the last 10 years and had become a more formalized and institutionalized part of each delegation.	4
Terrorist groups and other non-state armed groups with access to cross-border criminal markets may have fewer incentives to abandon conflicts and reach a political settlement.	1
Mainstreaming gender issues into needs assessment and resource allocation in post-conflict reconstruction efforts.	2
The Office of Information and Administration will continue to expand and update the Committee&#39;s website and increase the number of hyperlinks provided to the websites of the United Nations and other entities with counter-terrorism mandates.	2
On 1 December, in accordance with paragraph p) of the annex to resolution 2160 (2014), the Monitoring Team submitted a special written report, prepared in consultation with the Government of Afghanistan, the United Nations Office Drugs and Crime and other United Nations sanctions experts, on specific cases of cooperation between organized criminal groups, in particular hostage groups, drug producers and traffickers, as well as those who illegally exploited natural resources of Afghanistan, including precious and semi-precious stones, and the individuals, groups, companies and entities that met the listing criteria in accordance with paragraph 1 of the resolution.	4
The Commission first notes that it has identified 10 senior central government officials, 17 local government officials in Darfur, 14 members of the Janjaweed militias, and 7 members of various rebel groups and 3 officers of a foreign army (who participated as individuals in the conflict) who are suspected of having individual criminal responsibility for crimes committed in Darfur.	3
In practice, most transfers of light weapons to C̫te d&#39;Ivoire are not declared.	1
During the meeting, the parties had a broad exchange of views on the implementation of Security Council resolutions and the exercise of the principle of self-determination.	4
4. Killings of wounded enemy combatants	1
According to official Australian sources, the training includes bomb making and techniques for committing suicide attacks.	1
NA	4
However, it should be noted that the SLPP and PMDC parliamentarians boycotted the opening of the parliamentary legislature by launching protests, among other issues, against the ban on political rallies and parades imposed by the Sierra Leone Sierra police following the violent acts recorded. on September 9 in Bo.	1
Many challenges remain in combating impunity, due in particular to the limited capacity of judicial authorities, both civilian and military, to carry out independent and thorough investigations and offer protection to victims and witnesses.	3
The information presented in previous reports examined by the Commission is based primarily on witness statements obtained from interviews with internally displaced persons and refugees.	4
The dividing lines between underdevelopment, instability, fragility, crisis, conflict and war are increasingly blurred; Therefore conflict prevention, conflict resolution and peacebuilding require multidimensional responses.	4
I have the honor to inform you that I have received a request from the Government of Pakistan to establish an international commission in relation to the assassination on 27 December 2007 of the former Prime Minister of Pakistan, Mohtarma Benazir Bhutto.	4
Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, the threats that terrorist acts constitute to international peace and security,	3
The Security Council encourages Member States to continue to cooperate among themselves in the fight against piracy and armed robbery at sea off the coast of Somalia, underlines the primary responsibility of the Somali authorities in combating piracy and armed robbery at sea off the coast of Somalia, and requests the Somali authorities, with the assistance of the Secretary-General and relevant United Nations entities, to adopt without delay a comprehensive set of laws against piracy and declare an exclusive economic zone in accordance with the United Nations Convention on the Law of the Sea.	4
The Group investigated the supply of such vehicles to northern C̫te d&#39;Ivoire but encountered the difficulty that it was unable to carry out a thorough inspection of FN vehicles, although it managed to photograph several of them in a military convoy in Bouake .	2
Arrangements are being examined for UNDP and UNHCR to establish and manage a successor trust fund for DIS, should the Government and potential donors so wish, until it is ensured that the necessary national structures and capacity are in place.	2
After monitoring the passage of displaced people into Kosovo and interviewing people of ethnic Albanian origin in the southern part of Serbia proper, the Office of the United Nations High Commissioner for Refugees (UNHCR) reported that these People had fled out of fear of being caught in the crossfire, as well as general concern about the build-up of police and military forces in the Presevo Valley.	3
The Mission asked the Government&#39;s military leaders if anyone had been brought to justice for having committed excesses.	4
Furthermore, on 29 July, UNOMIG reported the establishment of an Abkhazian post for the collection of &quot;taxes&quot; 50 meters from a checkpoint of CIS peacekeeping forces, in violation of the Protocol. of Gali of 12 May 2005 (see S/2005/453, para. 4).	3
I have the honor to transmit herewith the report of the Security Council Committee established pursuant to resolution 2048 (2012) concerning Guinea-Bissau, which gives an account of the activities carried out by the Committee between 1 January and December 31, 2014.	4
Recalling also its request to the Secretary-General to gather information on responsibility for the tragic incident in which the Presidents of Rwanda and Burundi were killed,	1
This year, in order to guide the pledges of new donors, UNMIK prepared &quot;Kosovo: Reconstruction 2000&quot;, a reconstruction and public investment program to guide donors towards the priorities of the Joint Interim Administrative Structure.	2
Considering these examples, it can be concluded that there are situations in which the Security Council, when faced with atrocious crimes against human rights, acts in the name of justice.	2
Expressing deep solidarity with the victims of terrorism and their families, highlighting the importance of providing assistance to victims of terrorism and providing support to them and their families in coping with loss and grief, recognizing the important role that networks of victims and survivors play in the fight against terrorism, including through their courageous statements against violent and extremist ideologies, and by welcoming and encouraging the efforts and activities of Member States in this regard and the United Nations system, in particular the Counter-Terrorism Implementation Task Force, in this area,	4
The deployment of MINUSTAH police personnel is being adjusted to allocate as many resources as possible to the electoral process.	1
It also signed 51 agreements with the financial intelligence units of other States to exchange information on transactions linked to the financing of terrorism.	2
What happened on March 25 and 26 was an indiscriminate killing of innocent civilians and massive violations of human rights.	1
We take this opportunity to review the political and security situation in the Sahel-Saharan region, as well as initiatives aimed at overcoming existing difficulties and promoting lasting peace, security and stability.	2
At my request, Prime Minister Seniora and President Abbas met in Paris on 18 October to discuss issues related to the presence of Palestinian refugees in Lebanon.	4
The Security Council requests the Secretary-General to report to it at the end of the liquidation phase of MINURCAT, on 30 April 2011, on the progress made in eastern Chad regarding the protection of civilians, especially women and children, including: i) the situation of refugees and internally displaced persons and durable solutions to their displacement; ii) unrestricted, secure and timely access for humanitarian assistance, including the movement and security of humanitarian personnel and the provision of humanitarian assistance; iii) measures taken to respond to violations of humanitarian law, human rights law and refugee law; and iv) the general security situation, to the extent that it affects the humanitarian situation.	4
During the period under review, MINURSO discovered and marked 260 mines and devices, and monitored the destruction of 3,693 mines and devices.	1
The international commission would be composed of three eminent personalities with appropriate experience and a reputation for probity and impartiality.	2
- Entrust the establishment of appropriate and locally adapted mechanisms for truth and reconciliation (for example, technical assistance, financing and reintegration of civilians into communities).	2
78. The Sudanese armed forces are conventional armed forces responsible for protecting and maintaining internal security.	4
(a) Continue to ensure that all measures taken to combat terrorism comply with all their obligations under international law, in particular international human rights law, refugee law and humanitarian law;	2
However, as the Council was informed on 31 January, reports of bombings continue to this day and African Union observers are investigating the most recent case.	1
Other soldiers began to beat the other four women, including the witness.	1
Welcoming the establishment of the Independent and Permanent National Electoral Commission, recalling the need to follow an independent and inclusive process to nominate its members and recalling the importance of the elections planned for 2010 being prepared in the spirit of reconciliation and enshrined dialogue in the Constitution of Burundi that facilitated the success of the transition,	2
On 21 December, the Council heard, in a public meeting, a presentation by the Chairman of the Committee established pursuant to resolution 1737 (2006) and Permanent Representative of Colombia, N̩stor Osorio, on the work carried out by the 1 September Committee as of December 18, 2011.	4
Tunisia and the Libyan Arab Jamahiriya expanded, in 2009 and 2010 respectively, their customer due diligence, record-keeping and suspicious transaction reporting obligations to businesses and professions other than the financial sector, thereby expanding the scope of its obligations in the field of combating money laundering and the financing of terrorism.	2
In order to neutralize armed groups, it is essential to offer sustainable alternatives to ex-combatants.	2
The National Commission for Youth was commissioned by President Koroma on November 25, 2011. It is expected to lead the promotion and harmonization of youth development under the Ministry of Youth Employment and Sports.	4
Expressing concern at the continuing threats that the illicit trafficking, destabilizing accumulation and misuse of small arms and light weapons pose to the safety and security of United Nations peacekeeping personnel and their effectiveness in the implementation of peacekeeping mandates peace ...	3
