id,ar_general_rarity,ar_genre_rarity,en_ar_DEEP_general_rarity,en_ar_DEEP_genre_rarity,en_ar_DEEPL_general_rarity,en_ar_DEEPL_genre_rarity,en_ar_GOOGLE_general_rarity,en_ar_GOOGLE_genre_rarity,en_ar_TRANSFORMERS_general_rarity,en_ar_TRANSFORMERS_genre_rarity
2007/s/2007/677/102:2,0.375,0.15,0.35,0.1,0.35714285714285715,0.09523809523809523,0.35,0.1,0.3902439024390244,0.0975609756097561
2014/s/2014/957/82:1,0.5384615384615384,0.1794871794871795,0.5833333333333334,0.2222222222222222,0.6060606060606061,0.18181818181818182,0.5833333333333334,0.2222222222222222,0.5625,0.125
2012/s/prst/2012/24/10:1,0.5681818181818182,0.18181818181818182,0.6190476190476191,0.19047619047619047,0.6,0.175,0.627906976744186,0.18604651162790697,0.5813953488372093,0.18604651162790697
2005/s/2005/60/462:2,0.5454545454545454,0.13636363636363635,0.47619047619047616,0.09523809523809523,0.47619047619047616,0.09523809523809523,0.47619047619047616,0.09523809523809523,0.47619047619047616,0.09523809523809523
2000/s/2000/1196/59:5,0.7272727272727273,0.2727272727272727,0.6538461538461539,0.15384615384615385,0.6538461538461539,0.15384615384615385,0.6538461538461539,0.15384615384615385,0.7692307692307693,0.2692307692307692
2009/s/res/1904_2009_/74:1,0.6161616161616161,0.12121212121212122,0.6039603960396039,0.0594059405940594,0.5922330097087378,0.05825242718446602,0.6039603960396039,0.0594059405940594,0.625,0.09375
2014/s/2014/369/37:1,0.62,0.18,0.5869565217391305,0.08695652173913043,0.574468085106383,0.06382978723404255,0.5869565217391305,0.08695652173913043,0.5957446808510638,0.10638297872340426
1999/s/prst/1999/6/19:1,0.6666666666666666,0.2222222222222222,0.64,0.0,0.5833333333333334,0.0,0.6538461538461539,0.0,0.6071428571428571,0.03571428571428571
2011/s/2011/463/395:4,0.4375,0.15625,0.43333333333333335,0.2,0.4482758620689655,0.1724137931034483,0.43333333333333335,0.2,0.42424242424242425,0.24242424242424243
2014/s/res/2160__2014_/35:1,0.18181818181818182,0.18181818181818182,0.6153846153846154,0.038461538461538464,0.5833333333333334,0.041666666666666664,0.6153846153846154,0.038461538461538464,0.5555555555555556,0.1111111111111111
2001/s/res/1363_2001_/14:1,0.5166666666666667,0.13333333333333333,0.5660377358490566,0.16981132075471697,0.5471698113207547,0.1320754716981132,0.5660377358490566,0.16981132075471697,0.5576923076923077,0.15384615384615385
2005/s/2005/572/96:1,0.7037037037037037,0.1111111111111111,0.68,0.08,0.68,0.08,0.68,0.08,0.68,0.08
2014/s/2014/902/70:4,0.5833333333333334,0.4166666666666667,0.4,0.26666666666666666,0.42857142857142855,0.2857142857142857,0.4,0.26666666666666666,0.46153846153846156,0.38461538461538464
2003/s/2003/90/107:3,0.6875,0.4375,0.5882352941176471,0.11764705882352941,0.5882352941176471,0.11764705882352941,0.5882352941176471,0.11764705882352941,0.7058823529411765,0.11764705882352941
2010/s/prst/2010/25/782:1,0.65625,0.09375,0.5625,0.125,0.6060606060606061,0.15151515151515152,0.5625,0.125,0.6060606060606061,0.18181818181818182
2000/s/2000/1190/73:1,0.5789473684210527,0.21052631578947367,0.631578947368421,0.18421052631578946,0.631578947368421,0.21052631578947367,0.631578947368421,0.18421052631578946,0.631578947368421,0.18421052631578946
2011/s/2011/245/55:3,0.5714285714285714,0.125,0.5714285714285714,0.14285714285714285,0.5294117647058824,0.13725490196078433,0.5714285714285714,0.14285714285714285,0.5344827586206896,0.13793103448275862
2006/s/2006/154/104:3,0.46153846153846156,0.15384615384615385,0.41379310344827586,0.20689655172413793,0.41379310344827586,0.20689655172413793,0.41379310344827586,0.20689655172413793,0.4482758620689655,0.20689655172413793
2005/s/2005/60/183:3,0.28205128205128205,0.1794871794871795,0.2894736842105263,0.13157894736842105,0.24390243902439024,0.07317073170731707,0.2894736842105263,0.13157894736842105,0.30303030303030304,0.12121212121212122
2014/s/2014/740/53:1,0.5660377358490566,0.3018867924528302,0.5686274509803921,0.2549019607843137,0.6458333333333334,0.2916666666666667,0.5686274509803921,0.2549019607843137,0.6382978723404256,0.2978723404255319
2006/s/2006/822/44:1,0.6111111111111112,0.16666666666666666,0.5625,0.125,0.6666666666666666,0.06666666666666667,0.5625,0.125,0.6428571428571429,0.14285714285714285
2014/s/2014/943/6:2,0.625,0.3181818181818182,0.6493506493506493,0.37662337662337664,0.6164383561643836,0.3698630136986301,0.6493506493506493,0.37662337662337664,0.6056338028169014,0.28169014084507044
2014/s/res/2160__2014_/79:1,0.5681818181818182,0.22727272727272727,0.5333333333333333,0.2,0.5714285714285714,0.19047619047619047,0.5333333333333333,0.2,0.5681818181818182,0.1590909090909091
2009/s/2009/170/31:1,0.676056338028169,0.09859154929577464,0.7142857142857143,0.07936507936507936,0.703125,0.0625,0.7142857142857143,0.07936507936507936,0.71875,0.09375
2010/s/2010/52/43:1,0.5714285714285714,0.2,0.7407407407407407,0.2222222222222222,0.6551724137931034,0.20689655172413793,0.7407407407407407,0.2222222222222222,0.78125,0.21875
2005/s/2005/60/681:6,0.8125,0.625,0.8125,0.5625,0.7894736842105263,0.5263157894736842,0.8125,0.5625,0.875,0.6875
2000/s/2000/1190/94:1,0.7,0.25,0.6,0.15,0.631578947368421,0.2631578947368421,0.6,0.15,0.6,0.15
2005/s/2005/699/316:1,0.6666666666666666,0.2222222222222222,0.6111111111111112,0.2777777777777778,0.6111111111111112,0.2777777777777778,0.631578947368421,0.21052631578947367,0.6190476190476191,0.23809523809523808
2014/s/2014/943/36:2,0.4931506849315068,0.2328767123287671,0.4864864864864865,0.28378378378378377,0.4939759036144578,0.24096385542168675,0.48,0.25333333333333335,0.4714285714285714,0.22857142857142856
2005/s/2005/686/29:1,0.6,0.2,0.5789473684210527,0.10526315789473684,0.5789473684210527,0.10526315789473684,0.5789473684210527,0.10526315789473684,0.631578947368421,0.10526315789473684
2005/s/2005/60/254:1,0.5384615384615384,0.38461538461538464,0.5,0.32142857142857145,0.5,0.4230769230769231,0.5,0.32142857142857145,0.6,0.44
2008/s/2008/379/226:7,0.7,0.3,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.14285714285714285,0.7,0.2,0.6666666666666666,0.14285714285714285
2014/s/res/2178__2014_/55:1,0.6419753086419753,0.1111111111111111,0.6125,0.075,0.6436781609195402,0.06896551724137931,0.6125,0.075,0.6,0.075
2010/s/2010/462/10:4,0.46875,0.0625,0.5151515151515151,0.0,0.5151515151515151,0.030303030303030304,0.5151515151515151,0.0,0.5483870967741935,0.0
2014/s/2014/902/124:1,0.59375,0.28125,0.6129032258064516,0.25806451612903225,0.6,0.3,0.6129032258064516,0.25806451612903225,0.7307692307692307,0.38461538461538464
2010/s/2010/528/133:1,0.696969696969697,0.2727272727272727,0.5428571428571428,0.17142857142857143,0.625,0.15625,0.5625,0.09375,0.5517241379310345,0.10344827586206896
2010/s/2010/522/57:4,0.5384615384615384,0.20512820512820512,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.25925925925925924,0.6666666666666666,0.2222222222222222,0.7586206896551724,0.3448275862068966
2012/s/2012/373/449:2,0.5517241379310345,0.41379310344827586,0.5714285714285714,0.35714285714285715,0.6666666666666666,0.4166666666666667,0.5714285714285714,0.35714285714285715,0.4838709677419355,0.2903225806451613
2012/s/res/2082__2012_/71:1,0.5,0.125,0.5,0.16666666666666666,0.5172413793103449,0.06896551724137931,0.5,0.16666666666666666,0.5517241379310345,0.034482758620689655
2005/s/2005/603/95:2,0.625,0.25,0.5416666666666666,0.08333333333333333,0.5128205128205128,0.07692307692307693,0.5416666666666666,0.08333333333333333,0.5128205128205128,0.15384615384615385
2005/s/2005/60/640:5,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.2857142857142857
2000/s/2000/1196/105:2,0.6666666666666666,0.09523809523809523,0.6818181818181818,0.09090909090909091,0.6666666666666666,0.125,0.75,0.15,0.7083333333333334,0.16666666666666666
2005/s/2005/60/457:3,0.48,0.22,0.5034965034965035,0.1958041958041958,0.4652777777777778,0.2222222222222222,0.4930555555555556,0.1875,0.46621621621621623,0.24324324324324326
2011/s/2011/463/181:2,0.7894736842105263,0.21052631578947367,0.875,0.25,0.7777777777777778,0.16666666666666666,0.875,0.25,0.875,0.25
2005/s/2005/634/17:2,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.4444444444444444
2014/s/prst/2014/3/798:1,0.6097560975609756,0.21951219512195122,0.7428571428571429,0.17142857142857143,0.6944444444444444,0.08333333333333333,0.7428571428571429,0.17142857142857143,0.7714285714285715,0.11428571428571428
2006/s/2006/154/290:2,0.4791666666666667,0.2916666666666667,0.4888888888888889,0.3111111111111111,0.5227272727272727,0.3409090909090909,0.5,0.3409090909090909,0.5581395348837209,0.3953488372093023
2014/s/2014/740/81:1,0.6363636363636364,0.3181818181818182,0.6363636363636364,0.2727272727272727,0.6818181818181818,0.36363636363636365,0.6363636363636364,0.2727272727272727,0.6363636363636364,0.2727272727272727
2006/s/2006/154/137:1,0.49019607843137253,0.17647058823529413,0.48936170212765956,0.1276595744680851,0.5,0.125,0.48936170212765956,0.1276595744680851,0.5,0.125
2003/s/2003/90/60:2,0.6071428571428571,0.39285714285714285,0.6296296296296297,0.37037037037037035,0.6785714285714286,0.39285714285714285,0.6551724137931034,0.3448275862068966,0.5714285714285714,0.32142857142857145
2006/s/2006/822/15:3,0.76,0.36,0.6521739130434783,0.34782608695652173,0.6,0.4,0.6521739130434783,0.34782608695652173,0.6521739130434783,0.34782608695652173
2005/s/2005/662/498:1,0.6,0.4,0.4,0.3333333333333333,0.42857142857142855,0.2857142857142857,0.4,0.3333333333333333,0.42857142857142855,0.2857142857142857
2010/s/2010/529/38:2,0.4375,0.25,0.42857142857142855,0.21428571428571427,0.4,0.2,0.42857142857142855,0.21428571428571427,0.42857142857142855,0.21428571428571427
2009/s/2009/671/1:1,0.5238095238095238,0.047619047619047616,0.5238095238095238,0.047619047619047616,0.5238095238095238,0.047619047619047616,0.5238095238095238,0.047619047619047616,0.5238095238095238,0.047619047619047616
2014/s/2014/9/105:3,0.6818181818181818,0.09090909090909091,0.7948717948717948,0.20512820512820512,0.6486486486486487,0.1891891891891892,0.6486486486486487,0.13513513513513514,0.6,0.15
2014/s/prst/2014/3/708:1,0.6153846153846154,0.15384615384615385,0.7272727272727273,0.2727272727272727,0.5714285714285714,0.14285714285714285,0.7272727272727273,0.2727272727272727,0.6153846153846154,0.15384615384615385
2005/s/2005/625/91:3,0.6875,0.53125,0.782608695652174,0.6956521739130435,0.782608695652174,0.6956521739130435,0.782608695652174,0.6956521739130435,0.7037037037037037,0.5185185185185185
2012/s/2012/24/66:8,0.6785714285714286,0.17857142857142858,0.6551724137931034,0.20689655172413793,0.6666666666666666,0.18518518518518517,0.6551724137931034,0.20689655172413793,0.75,0.20833333333333334
2011/s/2011/245/126:4,0.631578947368421,0.2894736842105263,0.6285714285714286,0.2857142857142857,0.6216216216216216,0.35135135135135137,0.6285714285714286,0.2857142857142857,0.5945945945945946,0.2702702702702703
2006/s/prst/2006/28/5:3,0.5454545454545454,0.11363636363636363,0.46511627906976744,0.09302325581395349,0.5116279069767442,0.09302325581395349,0.46511627906976744,0.09302325581395349,0.4883720930232558,0.09302325581395349
2005/s/2005/635/40:1,0.5,0.16666666666666666,0.5217391304347826,0.17391304347826086,0.5217391304347826,0.17391304347826086,0.5217391304347826,0.17391304347826086,0.5217391304347826,0.13043478260869565
2012/s/2012/244/29:5,0.5625,0.125,0.5,0.0625,0.5,0.0,0.5,0.0625,0.5625,0.0
2009/s/prst/2009/1/4:2,0.6458333333333334,0.20833333333333334,0.6,0.21666666666666667,0.6037735849056604,0.1320754716981132,0.6,0.21666666666666667,0.6382978723404256,0.23404255319148937
2005/s/2005/60/765:1,0.5454545454545454,0.18181818181818182,0.6190476190476191,0.19047619047619047,0.6,0.25,0.6190476190476191,0.19047619047619047,0.5909090909090909,0.18181818181818182
2005/s/2005/60/677:1,0.7142857142857143,0.09523809523809523,0.5789473684210527,0.10526315789473684,0.6842105263157895,0.10526315789473684,0.5789473684210527,0.10526315789473684,0.6666666666666666,0.1111111111111111
2008/s/2008/379/293:1,0.8,0.4,0.6,0.4,0.5,0.3333333333333333,0.6,0.4,0.6,0.4
2004/s/prst/2004/21/11:1,0.4444444444444444,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.47368421052631576,0.0,0.47058823529411764,0.0
2005/s/2005/60/145:1,0.75,0.25,0.7,0.1,0.7,0.2,0.7,0.1,0.7,0.4
2012/s/2012/16/99:3,0.5217391304347826,0.17391304347826086,0.4444444444444444,0.1111111111111111,0.42105263157894735,0.10526315789473684,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.1111111111111111
2006/s/2006/822/292:3,0.704225352112676,0.43661971830985913,0.7123287671232876,0.410958904109589,0.7611940298507462,0.5223880597014925,0.7123287671232876,0.410958904109589,0.7083333333333334,0.4166666666666667
2011/s/2011/463/163:5,0.6153846153846154,0.19230769230769232,0.5769230769230769,0.11538461538461539,0.6153846153846154,0.11538461538461539,0.5769230769230769,0.11538461538461539,0.5185185185185185,0.18518518518518517
2005/s/2005/60/362:1,0.4,0.26666666666666666,0.5384615384615384,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.5833333333333334,0.4166666666666667
2005/s/2005/60/474:5,0.625,0.375,0.5,0.25,0.375,0.25,0.5,0.25,0.5,0.25
2008/s/2008/259/14:6,0.4666666666666667,0.26666666666666666,0.5,0.25,0.5,0.1875,0.5,0.25,0.4375,0.1875
2014/s/2014/276/86:1,0.75,0.5833333333333334,0.6923076923076923,0.5384615384615384,0.7307692307692307,0.4230769230769231,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5
2012/s/2012/16/45:5,0.5454545454545454,0.22727272727272727,0.4444444444444444,0.2222222222222222,0.4,0.2,0.42105263157894735,0.21052631578947367,0.47058823529411764,0.23529411764705882
2005/s/2005/60/940:1,0.42857142857142855,0.21428571428571427,0.5277777777777778,0.19444444444444445,0.5277777777777778,0.19444444444444445,0.5277777777777778,0.19444444444444445,0.5714285714285714,0.22857142857142856
2005/s/2005/60/569:2,0.6,0.6,0.47368421052631576,0.3684210526315789,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.35294117647058826,0.42105263157894735,0.3157894736842105
2005/s/2005/678/3:3,0.75,0.25,0.6666666666666666,0.2777777777777778,0.6666666666666666,0.2777777777777778,0.6470588235294118,0.29411764705882354,0.7058823529411765,0.35294117647058826
2005/s/2005/60/712:1,0.43243243243243246,0.2972972972972973,0.46153846153846156,0.3333333333333333,0.5,0.42105263157894735,0.4864864864864865,0.3783783783783784,0.48717948717948717,0.3333333333333333
2010/s/prst/2010/19/9:1,0.5822784810126582,0.24050632911392406,0.6486486486486487,0.24324324324324326,0.6301369863013698,0.2328767123287671,0.5844155844155844,0.16883116883116883,0.5769230769230769,0.16666666666666666
2007/s/prst/2007/26/6:1,0.64,0.0,0.5416666666666666,0.0,0.5416666666666666,0.0,0.56,0.0,0.5416666666666666,0.0
2006/s/prst/2006/4/5:4,0.7058823529411765,0.35294117647058826,0.7857142857142857,0.2857142857142857,0.7333333333333333,0.26666666666666666,0.7857142857142857,0.2857142857142857,0.6875,0.3125
2005/s/2005/60/445:16,0.625,0.375,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.4,0.1
2005/s/2005/60/236:4,0.6,0.3,0.5,0.08333333333333333,0.5384615384615384,0.23076923076923078,0.5,0.08333333333333333,0.6363636363636364,0.18181818181818182
2005/s/2005/60/626:2,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.6153846153846154,0.23076923076923078,0.6,0.2,0.6666666666666666,0.26666666666666666
2005/s/2005/572/210:1,0.47058823529411764,0.20588235294117646,0.5294117647058824,0.23529411764705882,0.5405405405405406,0.21621621621621623,0.5294117647058824,0.23529411764705882,0.5454545454545454,0.18181818181818182
2011/s/2011/463/483:1,0.5909090909090909,0.13636363636363635,0.6818181818181818,0.2727272727272727,0.7,0.25,0.6818181818181818,0.2727272727272727,0.7,0.25
2014/s/2014/41/83:5,0.52,0.2,0.47619047619047616,0.14285714285714285,0.43478260869565216,0.13043478260869565,0.47619047619047616,0.14285714285714285,0.5,0.2
2006/s/res/1735_2006_/42:1,0.4583333333333333,0.13194444444444445,0.4473684210526316,0.11842105263157894,0.46496815286624205,0.10828025477707007,0.4473684210526316,0.11842105263157894,0.46774193548387094,0.11290322580645161
2014/s/2014/902/49:1,0.625,0.3125,0.6666666666666666,0.23809523809523808,0.5909090909090909,0.22727272727272727,0.6666666666666666,0.23809523809523808,0.6666666666666666,0.3333333333333333
2013/s/prst/2013/2/5:1,0.5555555555555556,0.16666666666666666,0.5263157894736842,0.05263157894736842,0.5263157894736842,0.05263157894736842,0.55,0.05,0.5263157894736842,0.05263157894736842
2005/s/2005/60/351:3,0.68,0.16,0.6956521739130435,0.30434782608695654,0.6521739130434783,0.2608695652173913,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.2727272727272727
2008/s/2008/258/109:1,0.5428571428571428,0.14285714285714285,0.46875,0.15625,0.5,0.13333333333333333,0.46875,0.15625,0.5333333333333333,0.16666666666666666
2006/s/2006/822/175:4,0.46875,0.1875,0.45,0.15,0.4411764705882353,0.20588235294117646,0.47058823529411764,0.17647058823529413,0.46875,0.28125
2005/s/2005/60/256:1,0.42424242424242425,0.15151515151515152,0.4444444444444444,0.19444444444444445,0.45714285714285713,0.17142857142857143,0.4444444444444444,0.19444444444444445,0.46875,0.21875
2005/s/2005/645/2:3,0.6,0.17142857142857143,0.5405405405405406,0.13513513513513514,0.6,0.14285714285714285,0.5675675675675675,0.13513513513513514,0.5714285714285714,0.17142857142857143
2005/s/2005/572/320:1,0.6875,0.125,0.6470588235294118,0.058823529411764705,0.6875,0.0625,0.6470588235294118,0.058823529411764705,0.7333333333333333,0.13333333333333333
2005/s/2005/60/445:3,0.6923076923076923,0.46153846153846156,0.7,0.6,0.7692307692307693,0.5384615384615384,0.7,0.6,0.7,0.6
2005/s/2005/60/191:9,0.4878048780487805,0.17073170731707318,0.5405405405405406,0.10810810810810811,0.55,0.225,0.5365853658536586,0.17073170731707318,0.5277777777777778,0.16666666666666666
2004/s/2004/384/104:2,0.35,0.25,0.35,0.25,0.3181818181818182,0.22727272727272727,0.3,0.2,0.38095238095238093,0.19047619047619047
2009/s/prst/2009/1/119:1,0.5,0.1724137931034483,0.5490196078431373,0.19607843137254902,0.44871794871794873,0.1282051282051282,0.42592592592592593,0.14814814814814814,0.4358974358974359,0.1282051282051282
2008/s/2008/168/8:2,0.5,0.25,0.43478260869565216,0.13043478260869565,0.4090909090909091,0.18181818181818182,0.43478260869565216,0.13043478260869565,0.43478260869565216,0.21739130434782608
2005/s/2005/60/577:4,0.6666666666666666,1.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334
2008/s/2008/259/39:3,0.7142857142857143,0.47619047619047616,0.6,0.5,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.6363636363636364,0.5
2012/s/2012/16/101:3,0.6,0.12,0.6086956521739131,0.13043478260869565,0.6086956521739131,0.08695652173913043,0.6086956521739131,0.13043478260869565,0.6086956521739131,0.13043478260869565
2010/s/2010/522/64:2,0.54,0.32,0.5925925925925926,0.37037037037037035,0.62,0.46,0.5272727272727272,0.36363636363636365,0.5576923076923077,0.34615384615384615
2005/s/2005/60/664:1,0.7105263157894737,0.3684210526315789,0.6756756756756757,0.1891891891891892,0.6486486486486487,0.1891891891891892,0.6756756756756757,0.1891891891891892,0.6571428571428571,0.17142857142857143
2008/s/2008/160/12:1,0.39285714285714285,0.17857142857142858,0.44,0.24,0.4074074074074074,0.18518518518518517,0.44,0.24,0.4482758620689655,0.20689655172413793
2005/s/2005/650/6:3,0.6923076923076923,0.2692307692307692,0.56,0.2,0.5769230769230769,0.19230769230769232,0.56,0.2,0.64,0.24
2009/s/prst/2009/19/4:3,0.37037037037037035,0.14814814814814814,0.5652173913043478,0.17391304347826086,0.4444444444444444,0.14814814814814814,0.5652173913043478,0.17391304347826086,0.5416666666666666,0.16666666666666666
2005/s/2005/625/36:1,0.875,0.625,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143
2010/s/2010/569/69:1,0.7142857142857143,0.42857142857142855,0.7368421052631579,0.42105263157894735,0.75,0.4,0.7368421052631579,0.42105263157894735,0.7142857142857143,0.38095238095238093
2014/s/prst/2014/3/43:1,0.6153846153846154,0.2692307692307692,0.65,0.1,0.5909090909090909,0.13636363636363635,0.65,0.1,0.5909090909090909,0.13636363636363635
2014/s/2014/902/47:1,0.5789473684210527,0.21052631578947367,0.5909090909090909,0.22727272727272727,0.52,0.16,0.5909090909090909,0.22727272727272727,0.4782608695652174,0.13043478260869565
2009/s/2009/289/49:4,0.525,0.125,0.6363636363636364,0.18181818181818182,0.6875,0.1875,0.6176470588235294,0.17647058823529413,0.6388888888888888,0.16666666666666666
2010/s/prst/2010/22/6:1,0.5428571428571428,0.2,0.5862068965517241,0.20689655172413793,0.5483870967741935,0.16129032258064516,0.6,0.2,0.5714285714285714,0.22857142857142856
2005/s/2005/60/130:1,0.48936170212765956,0.1702127659574468,0.5789473684210527,0.18421052631578946,0.6153846153846154,0.15384615384615385,0.575,0.225,0.55,0.225
