id,ar_en_DEEP_to_ar_difference_general_rarity,ar_en_DEEP_to_ar_difference_genre_rarity,ar_en_DEEPL_to_ar_difference_general_rarity,ar_en_DEEPL_to_ar_difference_genre_rarity,ar_en_GOOGLE_to_ar_difference_general_rarity,ar_en_GOOGLE_to_ar_difference_genre_rarity,ar_en_TRANSFORMERS_to_ar_difference_general_rarity,ar_en_TRANSFORMERS_to_ar_difference_genre_rarity
2014/s/2014/9/68:1,-0.32116402116402115,-0.0925925925925925,-0.3249869587897757,-0.0925925925925925,-0.32116402116402115,-0.0925925925925925,-0.3109024517475222,-0.078508085550339
2005/s/2005/642/54:5,-0.33720930232558144,-0.1649709302325582,-0.3,-0.1383928571428572,-0.33720930232558144,-0.1649709302325582,-0.2857142857142858,-0.1860119047619048
2013/s/2013/447/22:4,-0.2662835249042146,-0.0833333333333333,-0.28968253968253976,-0.0476190476190476,-0.2662835249042146,-0.0833333333333333,-0.2662835249042146,-0.0488505747126437
2009/s/prst/2009/1/595:1,-0.34182908545727136,-0.0869565217391304,-0.34182908545727136,-0.0869565217391304,-0.34182908545727136,-0.0869565217391304,-0.34182908545727136,-0.0869565217391304
2009/s/res/1904_2009_/68:1,-0.37034739454094295,-0.1538461538461538,-0.3856275303643726,-0.1538461538461538,-0.37034739454094295,-0.1538461538461538,-0.38076923076923075,-0.1538461538461538
2005/s/2005/636/29:1,-0.4444444444444444,-0.1666666666666666,-0.4064327485380117,-0.1666666666666666,-0.4444444444444444,-0.1666666666666666,-0.4064327485380117,-0.1666666666666666
2008/s/prst/2008/45/2:1,-0.27493606138107407,0.014066496163682902,-0.32475490196078427,0.012254901960784301,-0.27493606138107407,0.014066496163682902,-0.3455882352941176,-0.008578431372549
2010/s/prst/2010/25/568:1,-0.4285714285714286,-0.1428571428571428,-0.4285714285714286,-0.1428571428571428,-0.4285714285714286,-0.1428571428571428,-0.4285714285714286,-0.1428571428571428
2012/s/res/2083__2012_/178:1,-0.3618421052631579,-0.0625,-0.3618421052631579,-0.0625,-0.3618421052631579,-0.0625,-0.3618421052631579,-0.0625
2013/s/2013/792/18:1,-0.26687712481787274,-0.1755706653715396,-0.23870811073336573,-0.1755706653715396,-0.26687712481787274,-0.1755706653715396,-0.2567049808429118,-0.17576628352490428
2008/s/2008/258/81:3,-0.30000000000000004,-0.1,-0.3342105263157895,-0.1,-0.30000000000000004,-0.1,-0.35000000000000003,-0.1
2011/s/2011/463/168:5,-0.358974358974359,-0.1538461538461538,-0.4145299145299145,-0.1538461538461538,-0.358974358974359,-0.1538461538461538,-0.358974358974359,-0.1538461538461538
2005/s/2005/636/676:1,-0.3071555292726198,-0.10396215257244229,-0.239839090026356,-0.08433902066860868,-0.3071555292726198,-0.10396215257244229,-0.2328610975411171,-0.08809640123758339
2014/s/2014/935/80:2,-0.3877005347593583,-0.21390374331550802,-0.3787878787878788,-0.2121212121212121,-0.36931818181818177,-0.1477272727272727,-0.35828877005347587,-0.21390374331550802
2014/s/2014/731/14:3,-0.29841269841269846,-0.2777777777777778,-0.29841269841269846,-0.2777777777777778,-0.2923976608187135,-0.2777777777777778,-0.33933933933933935,-0.2777777777777778
2007/s/2007/677/102:2,-0.1317567567567568,-0.122972972972973,-0.2,-0.125,-0.09722222222222221,-0.12222222222222229,-0.1554878048780488,-0.125609756097561
2014/s/2014/957/82:1,-0.20512820512820512,-0.06043956043956049,-0.25939177101967803,-0.15623136553369119,-0.20512820512820512,-0.06043956043956049,-0.2634615384615384,-0.1544871794871795
2012/s/prst/2012/24/10:1,-0.3015151515151516,-0.1651515151515152,-0.27972027972027985,-0.1818181818181818,-0.3015151515151516,-0.1651515151515152,-0.28516295025728994,-0.16295025728988
2005/s/2005/60/462:2,-0.47648902821316613,-0.1363636363636363,-0.4713804713804714,-0.1363636363636363,-0.47648902821316613,-0.1363636363636363,-0.4383116883116883,-0.1363636363636363
2000/s/2000/1196/59:5,-0.5203761755485894,-0.2382445141065831,-0.48589341692789967,-0.2382445141065831,-0.4772727272727273,-0.237012987012987,-0.393939393939394,-0.2393939393939394
2009/s/res/1904_2009_/74:1,-0.35782828282828283,-0.1212121212121212,-0.31986531986531985,-0.1212121212121212,-0.3601616161616161,-0.1212121212121212,-0.36616161616161613,-0.1212121212121212
2014/s/2014/369/37:1,-0.3743859649122808,-0.18,-0.3607407407407408,-0.14296296296296299,-0.3743859649122808,-0.18,-0.38271186440677973,-0.16305084745762718
1999/s/prst/1999/6/19:1,-0.38888888888888884,-0.2222222222222222,-0.38888888888888884,-0.2222222222222222,-0.38888888888888884,-0.2222222222222222,-0.4444444444444444,-0.2222222222222222
2011/s/2011/463/395:4,-0.2316176470588236,-0.15625,-0.2306034482758621,-0.15625,-0.2316176470588236,-0.15625,-0.2306034482758621,-0.15625
2014/s/res/2160__2014_/35:1,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818
2001/s/res/1363_2001_/14:1,-0.22254901960784323,-0.11862745098039221,-0.20416666666666672,-0.1177083333333333,-0.22254901960784323,-0.11862745098039221,-0.22089201877934284,-0.1333333333333333
2005/s/2005/572/96:1,-0.4456391875746715,-0.0788530465949821,-0.4849537037037037,-0.0798611111111111,-0.4456391875746715,-0.0788530465949821,-0.4849537037037037,-0.0798611111111111
2014/s/2014/902/70:4,-0.14583333333333337,-0.4166666666666667,-0.20833333333333337,-0.4166666666666667,-0.14583333333333337,-0.4166666666666667,-0.20833333333333337,-0.4166666666666667
2003/s/2003/90/107:3,-0.4970238095238096,-0.4375,-0.4875,-0.4375,-0.4970238095238096,-0.4375,-0.4875,-0.4375
2010/s/prst/2010/25/782:1,-0.5399709302325582,-0.09375,-0.48958333333333337,-0.09375,-0.5399709302325582,-0.09375,-0.4657738095238096,-0.09375
2000/s/2000/1190/73:1,-0.16985645933014354,-0.11961722488038269,-0.15789473684210537,-0.1052631578947368,-0.16985645933014354,-0.11961722488038269,-0.19433198380566807,-0.10796221322537108
2011/s/2011/245/55:3,-0.2433035714285714,-0.09375,-0.198547215496368,-0.0911016949152543,-0.2433035714285714,-0.09375,-0.253968253968254,-0.0932539682539683
2006/s/2006/154/104:3,-0.2282051282051282,-0.0871794871794872,-0.2201591511936339,-0.0848806366047745,-0.2282051282051282,-0.0871794871794872,-0.1758241758241758,-0.0824175824175824
2005/s/2005/60/183:3,-0.1025641025641025,-0.15384615384615388,-0.0928620928620928,-0.1254331254331255,-0.1025641025641025,-0.15384615384615388,-0.09784075573549258,-0.15317139001349528
2014/s/2014/740/53:1,-0.2251286449399657,-0.1882504288164666,-0.23270440251572327,-0.19077568134171907,-0.2251286449399657,-0.1882504288164666,-0.3327044025157233,-0.23522012578616358
2006/s/2006/822/44:1,-0.383838383838384,-0.1212121212121212,-0.27777777777777785,-0.0333333333333333,-0.383838383838384,-0.1212121212121212,-0.36111111111111116,-0.1041666666666666
2014/s/2014/943/6:2,-0.387589928057554,-0.2822105951602355,-0.342948717948718,-0.22416472416472416,-0.387589928057554,-0.2822105951602355,-0.3349236641221374,-0.2265787647467037
2014/s/res/2160__2014_/79:1,-0.4015151515151516,-0.2106060606060606,-0.32744107744107753,-0.20875420875420872,-0.4015151515151516,-0.2106060606060606,-0.37463343108504404,-0.2111436950146627
2009/s/2009/170/31:1,-0.2784659765823859,-0.0985915492957746,-0.2550037064492217,-0.0985915492957746,-0.2784659765823859,-0.0985915492957746,-0.25297941495124593,-0.0985915492957746
2010/s/2010/52/43:1,-0.33613445378151263,-0.1705882352941177,-0.33613445378151263,-0.1705882352941177,-0.33613445378151263,-0.1705882352941177,-0.34285714285714286,-0.1714285714285715
2005/s/2005/60/681:6,-0.5125,-0.425,-0.5625,-0.475,-0.5125,-0.425,-0.5625,-0.475
2000/s/2000/1190/94:1,-0.44999999999999996,-0.16666666666666669,-0.42727272727272725,-0.20454545454545459,-0.44999999999999996,-0.25,-0.46190476190476193,-0.25
2005/s/2005/699/316:1,-0.40579710144927533,-0.17874396135265702,-0.2549019607843137,-0.04575163398692811,-0.40579710144927533,-0.17874396135265702,-0.22666666666666663,-0.1422222222222222
2014/s/2014/943/36:2,-0.26530258366568416,-0.1695855730882608,-0.2709284627092846,-0.1634322678843227,-0.26530258366568416,-0.1695855730882608,-0.27628321505198883,-0.1846839412444298
2005/s/2005/686/29:1,-0.39999999999999997,-0.1666666666666667,-0.2956521739130435,-0.15652173913043482,-0.39999999999999997,-0.1666666666666667,-0.4076923076923077,-0.2
2005/s/2005/60/254:1,-0.26573426573426573,-0.2937062937062937,-0.18131868131868134,-0.2774725274725275,-0.23543123543123545,-0.26340326340326337,-0.26259946949602125,-0.35013262599469497
2008/s/2008/379/226:7,-0.40833333333333327,-0.2583333333333334,-0.40833333333333327,-0.2583333333333334,-0.40833333333333327,-0.2583333333333334,-0.41999999999999993,-0.26
2014/s/res/2178__2014_/55:1,-0.27118879178804267,-0.1111111111111111,-0.24197530864197525,-0.1111111111111111,-0.27118879178804267,-0.1111111111111111,-0.2500834167500834,-0.1111111111111111
2010/s/2010/462/10:4,-0.21875,-0.0625,-0.2465277777777778,-0.0625,-0.21875,-0.0625,-0.25253378378378377,-0.0625
2014/s/2014/902/124:1,-0.3679435483870968,-0.1522177419354839,-0.3679435483870968,-0.1522177419354839,-0.3679435483870968,-0.1522177419354839,-0.3604166666666667,-0.18125
2010/s/2010/528/133:1,-0.446969696969697,-0.2414772727272727,-0.446969696969697,-0.2414772727272727,-0.446969696969697,-0.2414772727272727,-0.446969696969697,-0.2414772727272727
2010/s/2010/522/57:4,-0.22735042735042732,-0.09401709401709399,-0.22027972027972026,-0.09149184149184149,-0.22027972027972026,-0.0687645687645688,-0.21931260229132565,-0.12002182214948169
2012/s/2012/373/449:2,-0.43051201671891326,-0.4137931034482758,-0.39043381535038935,-0.3815350389321468,-0.43051201671891326,-0.4137931034482758,-0.4137931034482759,-0.4137931034482758
2012/s/res/2082__2012_/71:1,-0.3,-0.125,-0.2419354838709678,-0.125,-0.3,-0.125,-0.34375,-0.125
2005/s/2005/603/95:2,-0.2916666666666667,-0.1987179487179488,-0.3006756756756757,-0.168918918918919,-0.2916666666666667,-0.1987179487179488,-0.3547297297297297,-0.222972972972973
2005/s/2005/60/640:5,-0.4603174603174603,-0.4285714285714285,-0.4603174603174603,-0.4285714285714285,-0.4603174603174603,-0.4285714285714285,-0.4603174603174603,-0.3174603174603174
2000/s/2000/1196/105:2,-0.41666666666666663,-0.05952380952380951,-0.41666666666666663,-0.05952380952380951,-0.41666666666666663,-0.05952380952380951,-0.47916666666666663,-0.0639880952380952
2005/s/2005/60/457:3,-0.2657142857142858,-0.1550649350649351,-0.2447058823529412,-0.1350326797385621,-0.2527272727272728,-0.14207792207792208,-0.2541935483870968,-0.1619354838709678
2011/s/2011/463/181:2,-0.37280701754385964,-0.2105263157894736,-0.36090225563909784,-0.2105263157894736,-0.37280701754385964,-0.2105263157894736,-0.4144736842105263,-0.2105263157894736
2005/s/2005/634/17:2,-0.595959595959596,-0.35353535353535354,-0.595959595959596,-0.35353535353535354,-0.595959595959596,-0.35353535353535354,-0.595959595959596,-0.35353535353535354
2014/s/prst/2014/3/798:1,-0.3240418118466899,-0.1991040318566451,-0.2688470066518847,-0.19678492239467849,-0.3240418118466899,-0.1991040318566451,-0.26091888825865,-0.1962563811684629
2006/s/2006/154/290:2,-0.20993589743589747,-0.17628205128205138,-0.1526360544217688,-0.12840136054421777,-0.20993589743589747,-0.17628205128205138,-0.1772798742138365,-0.1407232704402516
2014/s/2014/740/81:1,-0.41414141414141414,-0.24410774410774416,-0.4055944055944056,-0.24125874125874128,-0.41414141414141414,-0.24410774410774416,-0.44405594405594406,-0.2797202797202798
2006/s/2006/154/137:1,-0.16876750700280108,-0.1407563025210084,-0.09019607843137245,-0.1364705882352941,-0.17985125084516557,-0.1592292089249493,-0.23565062388591795,-0.1401069518716578
2003/s/2003/90/60:2,-0.2928571428571428,-0.3357142857142857,-0.2946428571428571,-0.2991071428571428,-0.2928571428571428,-0.2785714285714286,-0.2623152709359605,-0.3583743842364532
2006/s/2006/822/15:3,-0.6309677419354839,-0.36,-0.5987096774193549,-0.36,-0.6309677419354839,-0.36,-0.5664516129032258,-0.36
2005/s/2005/662/498:1,-0.35,-0.3166666666666667,-0.35,-0.23333333333333342,-0.35,-0.3166666666666667,-0.36923076923076925,-0.32307692307692315
2010/s/2010/529/38:2,-0.14338235294117652,-0.0735294117647059,-0.125,-0.0625,-0.14338235294117652,-0.0735294117647059,-0.0803571428571429,-0.03571428571428581
2009/s/2009/671/1:1,-0.22751322751322756,-0.0476190476190476,-0.22751322751322756,-0.0476190476190476,-0.22751322751322756,-0.0476190476190476,-0.22751322751322756,-0.0476190476190476
2014/s/2014/9/105:3,-0.39292929292929296,-0.0909090909090909,-0.41515151515151516,-0.0686868686868687,-0.39292929292929296,-0.0909090909090909,-0.3562367864693446,-0.0909090909090909
2014/s/prst/2014/3/708:1,-0.3653846153846154,-0.1538461538461538,-0.3653846153846154,-0.1538461538461538,-0.3653846153846154,-0.1538461538461538,-0.3653846153846154,-0.1538461538461538
2005/s/2005/625/91:3,-0.14583333333333337,-0.4479166666666667,-0.14583333333333337,-0.4479166666666667,-0.14583333333333337,-0.4479166666666667,-0.14583333333333337,-0.4479166666666667
2012/s/2012/24/66:8,-0.3928571428571429,-0.15,-0.43614718614718617,-0.1482683982683982,-0.3928571428571429,-0.15,-0.4138655462184874,-0.1491596638655462
2011/s/2011/245/126:4,-0.3924485125858123,-0.20251716247139592,-0.3876765083440308,-0.19191270860077023,-0.3924485125858123,-0.20251716247139592,-0.4024122807017544,-0.22697368421052633
2006/s/prst/2006/28/5:3,-0.2545454545454545,-0.04090909090909091,-0.28315946348733234,-0.09724292101341281,-0.2545454545454545,-0.059090909090909104,-0.2798295454545454,-0.0980113636363636
2005/s/2005/635/40:1,-0.1785714285714286,-0.1666666666666666,-0.1538461538461539,-0.1666666666666666,-0.1785714285714286,-0.1666666666666666,-0.1296296296296297,-0.1666666666666666
2012/s/2012/244/29:5,-0.4046052631578948,-0.125,-0.4125,-0.125,-0.4046052631578948,-0.125,-0.4125,-0.125
2009/s/prst/2009/1/4:2,-0.39967948717948726,-0.19294871794871798,-0.3699712643678162,-0.19109195402298848,-0.39967948717948726,-0.19294871794871798,-0.42361111111111116,-0.1924603174603175
2005/s/2005/60/765:1,-0.2121212121212121,-0.08658008658008659,-0.16450216450216454,-0.08658008658008659,-0.2121212121212121,-0.08658008658008659,-0.18545454545454543,-0.1018181818181818
2005/s/2005/60/677:1,-0.4729064039408867,-0.02627257799671591,-0.4729064039408867,-0.02627257799671591,-0.4729064039408867,-0.02627257799671591,-0.5142857142857142,-0.038095238095238106
2008/s/2008/379/293:1,-0.6333333333333334,-0.4,-0.6333333333333334,-0.4,-0.6333333333333334,-0.4,-0.6333333333333334,-0.4
2004/s/prst/2004/21/11:1,-0.2705314009661836,0.0,-0.2865497076023392,0.0,-0.2705314009661836,0.0,-0.31400966183574885,0.0
2005/s/2005/60/145:1,-0.4722222222222222,-0.25,-0.5921052631578948,-0.25,-0.4722222222222222,-0.25,-0.6166666666666667,-0.25
2012/s/2012/16/99:3,-0.1006864988558353,-0.06864988558352401,-0.07729468599033817,-0.0628019323671497,-0.1006864988558353,-0.06864988558352401,-0.0931677018633541,-0.1739130434782608
2006/s/2006/822/292:3,-0.3832376977916884,-0.251434533124674,-0.2621200889547813,-0.17346182357301698,-0.3832376977916884,-0.251434533124674,-0.3175586854460094,-0.23661971830985906
2011/s/2011/463/163:5,-0.5101214574898786,-0.1923076923076923,-0.5042735042735043,-0.1923076923076923,-0.5101214574898786,-0.1923076923076923,-0.4764957264957265,-0.1923076923076923
2005/s/2005/60/362:1,-0.2,-0.0666666666666666,-0.22352941176470592,-0.0901960784313725,-0.2,-0.0666666666666666,-0.2,-0.0666666666666666
2005/s/2005/60/474:5,-0.5416666666666667,-0.2916666666666667,-0.5416666666666667,-0.2916666666666667,-0.5416666666666667,-0.2916666666666667,-0.375,-0.2916666666666667
2008/s/2008/259/14:6,-0.22857142857142868,-0.2666666666666666,-0.21666666666666667,-0.2666666666666666,-0.22857142857142868,-0.2666666666666666,-0.13333333333333336,-0.2666666666666666
2014/s/2014/276/86:1,-0.5192307692307693,-0.40384615384615385,-0.525,-0.45833333333333337,-0.5192307692307693,-0.40384615384615385,-0.4868421052631579,-0.45175438596491235
2012/s/2012/16/45:5,-0.4954545454545454,-0.2272727272727272,-0.4829545454545454,-0.2272727272727272,-0.4954545454545454,-0.2272727272727272,-0.4954545454545454,-0.2272727272727272
2005/s/2005/60/940:1,-0.2717086834733893,-0.1946778711484593,-0.2554945054945055,-0.17582417582417578,-0.2717086834733893,-0.1946778711484593,-0.2885714285714285,-0.1942857142857142
2005/s/2005/60/569:2,-0.4571428571428572,-0.6,-0.5230769230769231,-0.6,-0.4571428571428572,-0.6,-0.4181818181818182,-0.6
2005/s/2005/678/3:3,-0.5357142857142858,-0.2142857142857143,-0.5576923076923077,-0.2115384615384616,-0.5357142857142858,-0.2142857142857143,-0.5775862068965517,-0.2155172413793104
2005/s/2005/60/712:1,-0.2865990990990991,-0.276463963963964,-0.2834962622196665,-0.2547441058079356,-0.2865990990990991,-0.276463963963964,-0.2928975487115022,-0.2507856693903206
2010/s/prst/2010/19/9:1,-0.34269514767932496,-0.21967299578059069,-0.3401732178547635,-0.2194536975349767,-0.34269514767932496,-0.21967299578059069,-0.36799276672694403,-0.230302247481271
2007/s/prst/2007/26/6:1,-0.515,0.0,-0.5020689655172415,0.0,-0.4525,0.0,-0.515,0.0
2006/s/prst/2006/4/5:4,-0.4989858012170386,-0.3184584178498986,-0.4915966386554623,-0.3172268907563025,-0.4989858012170386,-0.3184584178498986,-0.567951318458418,-0.3184584178498986
2005/s/2005/60/445:16,-0.525,-0.375,-0.525,-0.375,-0.525,-0.375,-0.5,-0.375
2005/s/2005/60/236:4,-0.3142857142857143,-0.2285714285714286,-0.29230769230769227,-0.2230769230769231,-0.3142857142857143,-0.2285714285714286,-0.3142857142857143,-0.2285714285714286
2005/s/2005/60/626:2,-0.3214285714285714,-0.05952380952380949,-0.3214285714285714,-0.05952380952380949,-0.3214285714285714,-0.05952380952380949,-0.3214285714285714,-0.05952380952380949
2005/s/2005/572/210:1,-0.22668579626972737,-0.1571018651362984,-0.12683823529411759,-0.049632352941176405,-0.22668579626972737,-0.1571018651362984,-0.1848739495798319,-0.1201680672268907
2011/s/2011/463/483:1,-0.27090909090909093,-0.056363636363636296,-0.24308300395256927,-0.04940711462450589,-0.27090909090909093,-0.056363636363636296,-0.24308300395256927,-0.04940711462450589
2014/s/2014/41/83:5,-0.3533333333333334,-0.07500000000000001,-0.33818181818181825,-0.06363636363636371,-0.3533333333333334,-0.07500000000000001,-0.3836363636363637,-0.10909090909090911
2006/s/res/1735_2006_/42:1,-0.1314102564102564,-0.11271367521367519,-0.10573217726396922,-0.10882305716120749,-0.1314102564102564,-0.11271367521367519,-0.13782051282051283,-0.11912393162393159
2014/s/2014/902/49:1,-0.3392857142857143,-0.2648809523809524,-0.3092105263157895,-0.2598684210526316,-0.3392857142857143,-0.2648809523809524,-0.3092105263157895,-0.2598684210526316
2013/s/prst/2013/2/5:1,-0.23976608187134507,-0.11403508771929821,-0.35555555555555557,-0.1666666666666666,-0.23976608187134507,-0.11403508771929821,-0.31746031746031755,-0.119047619047619
2005/s/2005/60/351:3,-0.4514285714285715,-0.1314285714285715,-0.40972972972972976,-0.105945945945946,-0.4514285714285715,-0.1314285714285715,-0.4514285714285715,-0.1314285714285715
2008/s/2008/258/109:1,-0.3523809523809524,-0.09523809523809519,-0.3428571428571428,-0.0678571428571428,-0.3523809523809524,-0.09523809523809519,-0.3633699633699633,-0.11721611721611719
2006/s/2006/822/175:4,-0.3898026315789474,-0.1875,-0.39182692307692313,-0.1875,-0.3606418918918919,-0.160472972972973,-0.3898026315789474,-0.1875
2005/s/2005/60/256:1,-0.196969696969697,-0.060606060606060594,-0.1874003189792664,-0.0462519936204147,-0.196969696969697,-0.060606060606060594,-0.2285902503293807,-0.04281949934123849
2005/s/2005/645/2:3,-0.3857142857142858,-0.1476190476190476,-0.39245283018867927,-0.1336927223719677,-0.3857142857142858,-0.1476190476190476,-0.4076923076923077,-0.1714285714285714
2005/s/2005/572/320:1,-0.4652777777777778,-0.125,-0.4652777777777778,-0.125,-0.4652777777777778,-0.125,-0.4652777777777778,-0.125
2005/s/2005/60/445:3,-0.4423076923076923,-0.4615384615384615,-0.4423076923076923,-0.3990384615384615,-0.4423076923076923,-0.4615384615384615,-0.4256410256410257,-0.4615384615384615
2005/s/2005/60/191:9,-0.3388687078360146,-0.1281785158277114,-0.3100271002710028,-0.1040650406504065,-0.3388687078360146,-0.1281785158277114,-0.4008483563096501,-0.1707317073170731
2004/s/2004/384/104:2,-0.23888888888888887,-0.1944444444444445,-0.17352941176470588,-0.1911764705882353,-0.23888888888888887,-0.1944444444444445,-0.2447368421052632,-0.1973684210526316
2009/s/prst/2009/1/119:1,-0.2222222222222222,-0.1538952745849298,-0.206896551724138,-0.13793103448275867,-0.2222222222222222,-0.1538952745849298,-0.2192982456140351,-0.15486993345432548
2008/s/2008/168/8:2,-0.35,-0.25,-0.1923076923076923,-0.25,-0.35,-0.25,-0.25,-0.25
2005/s/2005/60/577:4,-0.6666666666666666,-0.9,-0.6666666666666666,-0.8,-0.6666666666666666,-0.9,-0.6666666666666666,-0.8181818181818182
2008/s/2008/259/39:3,-0.4065934065934066,-0.43772893772893773,-0.3142857142857143,-0.43619047619047613,-0.4065934065934066,-0.43772893772893773,-0.2976190476190476,-0.43452380952380953
2012/s/2012/16/101:3,-0.2956521739130435,-0.12,-0.2956521739130435,-0.12,-0.2956521739130435,-0.12,-0.3407407407407408,-0.12
2010/s/2010/522/64:2,-0.2613114754098361,-0.1888524590163935,-0.26727272727272733,-0.1563636363636364,-0.2613114754098361,-0.1888524590163935,-0.25698113207547174,-0.16905660377358492
2005/s/2005/60/664:1,-0.4010025062656642,-0.29699248120300753,-0.42105263157894735,-0.2894736842105263,-0.4010025062656642,-0.29699248120300753,-0.4422336328626444,-0.34403080872913994
2008/s/2008/160/12:1,-0.2036679536679536,-0.1515444015444015,-0.1428571428571428,-0.0714285714285714,-0.2036679536679536,-0.1515444015444015,-0.1741071428571428,-0.1473214285714285
2005/s/2005/650/6:3,-0.45092838196286467,-0.20026525198938994,-0.4256410256410257,-0.1692307692307692,-0.45092838196286467,-0.20026525198938994,-0.4230769230769231,-0.1538461538461539
2009/s/prst/2009/19/4:3,-0.1634738186462324,-0.07918263090676882,-0.1634738186462324,-0.07918263090676882,-0.1634738186462324,-0.07918263090676882,-0.1634738186462324,-0.07918263090676882
2005/s/2005/625/36:1,-0.3194444444444444,-0.5138888888888888,-0.3194444444444444,-0.5138888888888888,-0.3194444444444444,-0.5138888888888888,-0.4305555555555556,-0.5138888888888888
2010/s/2010/569/69:1,-0.4065934065934066,-0.3901098901098901,-0.3942857142857143,-0.4285714285714285,-0.4065934065934066,-0.3901098901098901,-0.4065934065934066,-0.3516483516483516
2014/s/prst/2014/3/43:1,-0.30109890109890114,-0.24065934065934072,-0.24953095684803012,-0.24484052532833023,-0.30109890109890114,-0.24065934065934072,-0.26923076923076933,-0.2692307692307692
2014/s/2014/902/47:1,-0.19799498746867178,-0.11528822055137838,-0.15789473684210537,-0.1052631578947368,-0.19799498746867178,-0.11528822055137838,-0.22894736842105268,-0.16052631578947357
2009/s/2009/289/49:4,-0.30500000000000005,-0.125,-0.2909574468085107,-0.125,-0.2801020408163266,-0.125,-0.275,-0.1041666666666667
2010/s/prst/2010/22/6:1,-0.12350230414746544,-0.135483870967742,-0.12350230414746544,-0.135483870967742,-0.12350230414746544,-0.135483870967742,-0.15576036866359444,-0.135483870967742
2005/s/2005/60/130:1,-0.3139231056364315,-0.1702127659574468,-0.3257253384912959,-0.1702127659574468,-0.3139231056364315,-0.1702127659574468,-0.3439071566731141,-0.1702127659574468
2004/s/2004/384/59:1,-0.3963494132985659,-0.16492829204693618,-0.3942419317390295,-0.1622939400975157,-0.40358923230309074,-0.16809571286141578,-0.3896186440677966,-0.16588983050847458
2011/s/2011/298/60:1,-0.4711538461538462,0.0,-0.4711538461538462,0.0,-0.4711538461538462,0.0,-0.4711538461538462,0.0
